Time,RtoR
11/08/2017 10:59:03.422,117
,10949
,263
,32
,631
,277
,323
,39
,2371
,2295
,3434
,6309
,1540
,2443
,750
,728
,741
,810
,785
,852
,893
,760
,771
,1443
,683
,661
,679
,724
,813
,745
,750
,715
,765
,741
,679
,647
,633
,649
,1138
,990
,945
,882
,876
,860
,850
,918
,919
,990
,873
,1021
,896
,816
,909
,896
,761
,848
,768
,779
,865
,815
,1589
,631
,715
,689
,674
,684
,676
,674
,695
,680
,664
,642
,640
,652
,723
,741
,788
,842
,837
,844
,795
,777
,767
,748
,750
,753
,786
,864
,869
,893
,919
,852
,824
,820
,738
,764
,786
,746
,820
,782
,805
,870
,872
,788
,780
,1225
,261
,722
,709
,690
,670
,715
,797
,831
,795
,765
,748
,727
,691
,734
,719
,727
,855
,860
,795
,867
,865
,797
,824
,818
,832
,786
,813
,828
,796
,829
,859
,854
,829
,786
,779
,807
,1540
,792
,820
,778
,822
,809
,757
,786
,822
,837
,769
,844
,805
,750
,775
,766
,769
,785
,1578
,796
,795
,762
,820
,791
,738
,761
,780
,765
,850
,883
,797
,851
,831
,812
,776
,724
,728
,715
,722
,890
,788
,762
,776
,815
,797
,748
,733
,741
,775
,799
,794
,755
,706
,700
,674
,659
,677
,677
,671
,786
,760
,736
,789
,775
,773
,786
,771
,712
,671
,706
,704
,873
,752
,820
,835
,748
,705
,739
,768
,776
,732
,753
,762
,739
,785
,816
,829
,767
,791
,801
,774
,806
,794
,777
,819
,837
,792
,828
,879
,823
,880
,839
,789
,824
,783
,848
,836
,756
,819
,869
,824
,861
,824
,761
,790
,801
,781
,863
,850
,781
,822
,844
,788
,858
,870
,806
,856
,836
,751
,764
,384
,375
,770
,838
,875
,817
,858
,871
,786
,783
,762
,719
,746
,762
,764
,813
,764
,784
,799
,815
,766
,772
,792
,763
,796
,806
,795
,814
,870
,897
,821
,858
,860
,769
,799
,832
,888
,848
,786
,803
,792
,736
,779
,764
,782
,836
,867
,807
,792
,761
,784
,747
,764
,757
,761
,767
,737
,787
,804
,767
,814
,799
,761
,787
,807
,746
,792
,810
,825
,759
,753
,757
,729
,746
,737
,728
,784
,845
,754
,746
,738
,764
,796
,749
,715
,733
,723
,782
,756
,728
,739
,697
,709
,797
,769
,847
,860
,793
,847
,859
,807
,821
,813
,763
,769
,792
,748
,770
,787
,814
,781
,819
,833
,769
,790
,809
,789
,794
,803
,780
,816
,845
,819
,776
,808
,844
,776
,823
,801
,787
,819
,826
,782
,871
,830
,806
,505
,64
,262
,798
,747
,740
,730
,709
,668
,165
,509
,653
,98
,566
,583
,214
,504
,647
,634
,626
,631
,633
,633
,622
,641
,638
,638
,650
,671
,535
,318
,1127
,626
,1257
,317
,1022
,651
,642
,655
,253
,433
,701
,277
,256
,159
,525
,178
,865
,866
,911
,900
,897
,858
,838
,857
,894
,874
,777
,725
,735
,860
,1154
,999
,876
,1529
,678
,655
,630
,625
,690
,733
,1249
,1117
,1090
,987
,846
,865
,822
,837
,810
,739
,688
,678
,673
,795
,957
,978
,904
,856
,780
,769
,789
,728
,694
,682
,690
,691
,733
,925
,922
,179
,1325
,744
,744
,724
,721
,713
,757
,1749
,902
,911
,862
,808
,801
,770
,748
,788
,756
,721
,727
,707
,781
,835
,925
,883
,844
,796
,779
,778
,722
,687
,669
,675
,700
,778
,964
,957
,877
,819
,747
,1420
,700
,682
,684
,647
,652
,644
,677
,816
,815
,779
,767
,757
,809
,776
,711
,672
,661
,653
,715
,848
,840
,896
,839
,784
,765
,611
,147
,716
,706
,746
,756
,749
,812
,812
,854
,870
,842
,775
,748
,450
,364
,682
,692
,714
,714
,819
,815
,783
,901
,1009
,896
,813
,803
,1533
,696
,683
,680
,747
,788
,1003
,960
,876
,822
,785
,769
,747
,702
,663
,648
,634
,694
,1264
,1102
,973
,844
,782
,754
,727
,706
,681
,685
,699
,771
,898
,888
,884
,819
,753
,697
,670
,646
,653
,668
,689
,749
,1081
,964
,893
,834
,765
,754
,611
,632
,613
,620
,690
,697
,683
,711
,991
,1061
,926
,887
,851
,788
,1543
,733
,714
,693
,679
,697
,759
,846
,890
,848
,808
,770
,739
,704
,670
,652
,665
,662
,752
,733
,699
,782
,779
,820
,781
,733
,734
,727
,733
,727
,699
,265
,424
,683
,767
,940
,942
,855
,791
,764
,444
,297
,714
,691
,714
,687
,694
,739
,786
,970
,858
,793
,786
,750
,754
,731
,699
,687
,773
,1237
,902
,811
,843
,837
,800
,781
,756
,754
,736
,684
,701
,695
,713
,725
,785
,824
,808
,794
,327
,419
,706
,691
,680
,656
,520
,299
,92
,378
,183
,203
,252
,662
,903
,816
,815
,786
,752
,469
,253
,685
,670
,670
,637
,633
,637
,688
,950
,868
,830
,793
,745
,718
,444
,251
,656
,1399
,748
,818
,785
,377
,356
,731
,736
,928
,843
,796
,760
,724
,704
,687
,703
,737
,730
,702
,695
,710
,757
,859
,857
,814
,762
,732
,691
,670
,671
,672
,705
,719
,705
,718
,737
,844
,897
,841
,799
,749
,702
,688
,674
,690
,756
,1073
,940
,885
,846
,811
,793
,784
,753
,712
,711
,711
,731
,722
,732
,752
,745
,736
,724
,721
,705
,647
,656
,643
,632
,633
,647
,655
,670
,671
,664
,642
,627
,385
,249
,311
,288
,612
,648
,698
,711
,740
,716
,735
,732
,753
,754
,750
,720
,678
,703
,665
,690
,730
,744
,753
,739
,745
,783
,796
,737
,730
,686
,678
,664
,661
,688
,710
,699
,672
,679
,697
,688
,718
,729
,687
,697
,725
,729
,758
,732
,691
,670
,684
,671
,675
,693
,690
,653
,676
,664
,686
,735
,740
,686
,702
,707
,729
,763
,756
,720
,726
,705
,666
,711
,692
,689
,713
,732
,758
,816
,748
,705
,712
,732
,727
,673
,730
,717
,719
,725
,685
,725
,687
,712
,743
,694
,692
,684
,662
