Time,RtoR
,766
,738
,746
,747
,751
,759
,762
,765
,751
,731
,707
,701
,692
,704
,716
,730
,735
,754
,767
,782
,774
,774
,765
,751
,741
,724
,718
,716
,721
,734
,751
,750
,743
,734
,723
,716
,723
,732
,737
,743
,758
,759
,756
,760
,760
,759
,1477
,731
,732
,736
,727
,718
,723
,735
,752
,764
,754
,746
,737
,742
,738
,750
,745
,733
,733
,744
,754
,755
,766
,763
,738
,735
,728
,726
,733
,737
,741
,758
,779
,814
,800
,774
,775
,773
,782
,764
,755
,738
,729
,719
,708
,694
,694
,693
,706
,718
,737
,765
,773
,767
,775
,799
,810
,819
,824
,813
,776
,781
,770
,768
,764
,773
,749
,763
,771
,767
,766
,760
,757
,756
,752
,741
,735
,728
,730
,736
,741
,760
,753
,735
,733
,740
,752
,753
,745
,741
,728
,729
,771
,734
,399
,319
,696
,691
,674
,669
,673
,682
,692
,710
,731
,743
,731
,720
,718
,714
,720
,720
,723
,718
,719
,716
,716
,733
,744
,760
,760
,764
,1483
,752
,754
,768
,762
,740
,742
,749
,760
,768
,770
,756
,754
,759
,761
,764
,772
,1518
,768
,773
,806
,900
,925
,888
,825
,795
,785
,776
,784
,796
,782
,788
,794
,793
,801
,795
,777
,780
,772
,775
,781
,765
,771
,780
,768
,766
,767
,756
,751
,739
,751
,758
,755
,742
,744
,749
,744
,747
,754
,738
,736
,726
,720
,728
,745
,736
,744
,751
,756
,757
,745
,738
,725
,718
,717
,705
,710
,713
,718
,716
,721
,720
,720
,719
,725
,730
,751
,752
,738
,733
,731
,736
,746
,742
,747
,732
,736
,730
,728
,720
,714
,713
,723
,729
,190
,156
,1096
,698
,682
,672
,671
,686
,710
,732
,747
,753
,198
,540
,707
,690
,686
,680
,687
,691
,686
,686
,2032
,669
,667
,673
,686
,693
,692
,711
,718
,730
,759
,787
,810
,846
,838
,911
,199
,158
,477
,208
,394
,256
,3577
,643
,3561
,726
,8876
,358
,281
,483
,114
,484
,236
,245
,480
,158
,238
,284
,198
,279
,361
,243
,114
,283
,169
,312
,197
,205
,356
,653
,474
,167
,511
,130
,587
,320
,917
,442
,239
,242
,239
,198
,281
,361
,199
,359
,44
,517
,81
,397
,242
,158
,283
,159
,241
,280
,238
,201
,440
,39
,482
,76
,283
,361
,79
,400
,201
,359
,945
,677
,671
,681
,715
,751
,776
,794
,793
,781
,774
,768
,760
,753
,750
,739
,748
,761
,768
,759
,750
,730
,716
,707
,703
,714
,714
,723
,759
,780
,774
,767
,904
,882
,870
,218
,1351
,687
,1511
,772
,788
,811
,811
,798
,783
,764
,749
,406
,3045
,761
,720
,755
,784
,830
,862
,869
,873
,838
,76
,725
,1536
,744
,747
,375
,379
,743
,744
,731
,743
,738
,752
,761
,785
,813
,831
,841
,822
,795
,781
,171
,352
,242
,245
,244
,267
,205
,181
,242
,350
,519
,851
,692
,708
,68
,754
,916
,521
,686
,237
,446
,688
,701
,740
,814
,921
,891
,875
,833
,2441
,195
,317
,1047
,244
,501
,256
,465
,701
,1383
,689
,698
,717
,740
,778
,798
,793
,770
,250
,507
,752
,1471
,723
,719
,716
,739
,777
,824
,846
,830
,804
,789
,769
,760
,752
,735
,387
,67
,287
,212
,395
,281
,1321
,994
,474
,378
,319
,144
,534
,660
,648
,243
,406
,681
,752
,833
,907
,927
,902
,891
,857
,400
,243
,151
,740
,208
,426
,99
,537
,238
,1321
,689
,691
,690
,694
,725
,773
,816
,837
,833
,838
,847
,1412
,1079
,947
,884
,832
,826
,860
,913
,1070
,1095
,950
,931
,1045
,1159
,1127
,1025
,884
,845
,867
,1090
,1085
,994
,949
,924
,899
,910
,930
,930
,955
,949
,917
,910
,880
,854
,829
,842
,865
,868
,875
,882
,844
,839
,847
,893
,1121
,1009
,885
,841
,812
,805
,801
,822
,869
,913
,967
,985
,833
,784
,771
,822
,835
,868
,1053
,1153
,986
,911
,879
,873
,892
,910
,897
,858
,803
,786
,767
,789
,1156
,1036
,885
,797
,775
,775
,794
,796
,791
,789
,791
,804
,843
,935
,916
,835
,793
,773
,748
,744
,742
,766
,782
,808
,828
,860
,853
,860
,905
,975
,1013
,916
,839
,785
,755
,162
,565
,703
,691
,701
,617
,355
,440
,748
,776
,829
,843
,830
,535
,296
,833
,303
,517
,784
,770
,766
,784
,831
,830
,844
,851
,828
,812
,825
,828
,811
,802
,806
,792
,791
,789
,784
,761
,727
,715
,717
,732
,744
,753
,755
,756
,768
,792
,772
,755
,734
,734
,736
,734
,747
,763
,760
,789
,809
,810
,798
,807
,805
,802
,794
,814
,812
,807
,800
,780
,764
,757
,760
,745
,753
,780
,782
,780
,781
,782
,771
,752
,748
,761
,772
,760
,793
,828
,797
,782
,760
,802
,844
,874
,863
,841
,832
,836
,852
,859
,875
,878
,844
,846
,837
,829
,811
,822
,838
,840
,833
,813
,820
,822
,810
,798
,794
,779
,785
,774
,758
,747
,755
,766
,780
,777
,766
,767
,759
,757
,750
,747
,744
,780
,769
,765
,749
,740
,737
,735
,751
,742
,750
,753
,776
,784
,764
,782
,781
,783
,793
,760
,746
,738
,735
,744
,752
,746
,755
,760
,764
,760
,772
,766
,771
,757
,754
,757
,761
,755
,752
,751
,752
,773
,828
,795
,773
,779
,775
,787
,771
,774
,781
,765
,797
,798
,777
,774
,761
,780
,825
,810
,849
,819
,795
,774
,778
,792
,818
,807
,789
,782
,801
,812
,815
,804
,807
,806
,805
,800
,788
,783
,771
,776
,780
,777
,777
,768
,768
,757
,759
,765
,751
,752
,765
,774
,781
,776
,772
,753
,747
,734
,749
,754
,757
,769
,768
,772
,753
,752
,754
,755
,756
,747
,730
,726
,716
,710
,703
,704
,711
,712
,728
,743
,756
,752
,767
,758
,754
,771
,761
,747
,731
,736
,735
,745
,759
,744
,750
,731
,733
,730
,724
,755
,764
,752
,764
,753
,752
,783
,761
,727
,730
,741
,754
,779
,791
,791
,788
,820
,825
,790
,767
,756
,747
,748
,732
,729
,730
,738
,762
,808
,807
,810
,809
,814
,786
,773
,760
,758
,749
,755
,732
,750
,742
,745
,751
,747
,751
,752
,753
,745
,742
,741
,757
,775
,784
,789
,768
,758
,773
,791
,773
,757
,754
,746
,745
,751
,750
,749
,752
,749
,750
,779
,786
,767
,762
,764
,755
,753
,734
,720
,724
,748
,747
,791
,790
,775
,772
,767
,789
,780
,764
,742
,735
,750
,739
,732
,751
,760
,803
,812
,831
,801
,799
,789
,790
,828
,793
,778
,772
,767
,764
,786
,770
,768
,758
,758
,778
,780
,762
,764
,764
,755
,778
,782
,763
,796
,800
,830
,818
,798
,789
,773
,787
,778
,752
,742
,720
,712
,727
,737
,743
,1489
,725
,639
,1440
,682
,680
,276
,631
,490
,715
,1484
,748
,742
,738
,722
,721
,720
,712
,700
,704
,699
,706
,690
,701
,710
,713
,734
,740
,738
,744
,734
,705
,710
,714
,704
,711
,727
,727
,740
,741
,739
,752
,748
,748
,762
,751
,738
,727
,729
,727
,730
,740
,737
,743
,736
,744
,744
,746
,754
,733
,736
,733
,735
,738
,736
,722
,721
,725
,718
,718
,723
,722
,720
,734
,729
,727
,735
,729
,703
,703
,706
,711
,719
,721
,723
,731
,731
,749
,749
,745
,739
,742
,748
,733
,736
,725
,712
,704
,713
,715
,718
,708
,714
,734
,746
,752
,752
,751
,744
,744
,748
,736
,734
,728
,724
,723
,720
,734
,733
,719
,728
,742
,759
,766
,763
,747
,741
,732
,727
,729
,729
,715
,711
,722
,737
,732
,729
,732
,736
,744
,731
,728
,727
,719
,709
,700
,699
,712
,723
,726
,720
,722
,721
,732
,746
,759
,748
,734
,727
,727
,723
,729
,731
,725
,735
,740
,739
,741
,743
,731
,732
,736
,727
,723
,713
,704
,710
,712
,712
,702
,712
,709
,703
,707
,705
,704
,709
,697
,699
,693
,700
,692
,691
,692
,689
,684
,690
,710
,706
,709
,712
,711
,720
,723
,725
,734
,744
,740
,741
,757
,749
,738
,741
,732
,739
,746
,752
,752
,733
,729
,733
,735
,738
,752
,758
,752
,731
,745
,737
,737
,744
,743
,751
,756
,749
,742
,722
,718
,710
,705
,709
,711
,706
,704
,703
,701
,712
,715
,722
,724
,724
,729
,725
,727
,722
,710
,712
,724
,727
,730
,737
,733
,732
,732
,731
,742
,731
,735
,731
,716
,711
,713
,722
,723
,725
,712
,720
,732
,731
,751
,754
,747
,749
,755
,741
,739
,737
,738
,734
,741
,731
,736
,737
,723
,714
,717
,716
,714
,711
,717
,714
,712
,720
,723
,725
,726
,729
,736
,729
,726
,726
,723
,725
,725
,723
,718
,722
,727
,732
,476
,279
,754
,765
,759
,739
,745
,745
,741
,737
,733
,728
,726
,734
,732
,731
,729
,738
,745
,754
,766
,743
,742
,730
,729
,735
,739
,741
,724
,714
,711
,719
,725
,723
,708
,719
,734
,738
,734
,734
,737
,747
,733
,736
,732
,714
,707
,702
,699
,708
,725
,747
,745
,748
,755
,757
,763
,769
,755
,742
,1409
,682
,674
,669
,678
,691
,694
,714
,732
,758
,771
,766
,777
,789
,762
,513
,203
,653
,229
,433
,52
,2206
,3542
