Time,RtoR
16/08/2017 17:01:50.409,150
,17030
,189
,361
,135
,349
,189
,1606
,2161
,3170
,52
,6290
,5952
,10977
,788
,691
,202
,271
,3763
,1556
,1796
,648
,241
,863
,293
,805
,1120
,231
,286
,455
,838
,385
,2593
,373
,3396
,5074
,1319
,2159
,1605
,1680
,1681
,275
,560
,721
,177
,1146
,1280
,832
,1814
,1118
,1393
,166
,2383
,150
,303
,842
,589
,3907
,1023
,1834
,494
,759
,350
,1170
,664
,894
,337
,577
,602
,242
,4875
,3122
,672
,1601
,78
,805
,836
,2329
,951
,386
,295
,568
,1968
,3195
,103
,2206
,1688
,75
,559
,603
,1836
,929
,195
,1032
,289
,873
,1728
,1074
,243
,323
,1230
,1132
,598
,518
,315
,712
,135
,1071
,633
,651
,117
,283
,2064
,697
,355
,333
,830
,2603
,399
,554
,168
,711
,1283
,1086
,500
,542
,990
,283
,483
,65
,778
,2287
,348
,481
,798
,126
,635
,79
,436
,450
,278
,431
,136
,266
,445
,1360
,401
,1045
,274
,265
,647
,42
,442
,133
,870
,724
,87
,248
,465
,80
,1159
,680
,789
,1136
,491
,262
,362
,1080
,396
,88
,432
,74
,3403
,1315
,329
,398
,5156
,165
,640
,243
,1357
,796
,4817
,921
,709
,3952
,363
,582
,2087
,1050
,680
,124
,1524
,162
,1148
,2078
,2014
,1823
,258
,270
,479
,729
,677
,350
,761
,482
,241
,600
,1038
,1282
,801
,2573
,139
,1247
,916
,2643
,851
,1516
,1001
,712
,2484
,744
,891
,840
,1878
,801
,1758
,362
,883
,1680
,474
,1748
,733
,961
,971
,1192
,1358
,969
,1303
,281
,1004
,285
,2439
,77
,2679
,889
,844
,1861
,283
,1598
,249
,2161
,595
,810
,751
,536
,756
,294
,694
,440
,99
,201
,693
,210
,514
,81
,406
,107
,727
,343
,219
,525
,178
,2685
,896
,347
,574
,1219
,220
,558
,368
,274
,442
,279
,203
,156
,318
,755
,878
,481
,70
,278
,973
,554
,885
,1044
,452
,2385
,286
,506
,251
,398
,1034
,5890
,157
,2272
,327
,443
,399
,1123
,509
,494
,106
,494
,597
,673
,361
,1882
,570
,861
,51
,832
,325
,642
,276
,638
,593
,380
,1105
,806
,187
,638
,727
,242
,146
,771
,458
,231
,446
,80
,336
,190
,831
,921
,237
,993
,396
,486
,153
,1201
,691
,72
,789
,415
,399
,555
,82
,272
,889
,765
,802
,202
,682
,434
,246
,421
,529
,362
,160
,219
,931
,498
,699
,331
,34
,545
,1183
,440
,245
,319
,765
,1263
,408
,359
,821
,652
,80
,235
,339
,67
,650
,583
,654
,1520
,880
,882
,801
,157
,688
,591
,767
,395
,245
,423
,54
,474
,281
,470
,65
,666
,478
,142
,528
,900
,430
,478
,610
,587
,1157
,617
,677
,324
,481
,352
,554
,926
,551
,361
,248
,313
,197
,167
,1728
,273
,442
,41
,323
,234
,246
,595
,198
,320
,474
,323
,357
,2002
,401
,121
,745
,679
,826
,295
,736
,166
,469
,287
,278
,241
,157
,286
,433
,326
,272
,568
,275
,585
,426
,503
,490
,744
,252
,399
,515
,997
,207
,237
,939
,262
,207
,113
,388
,255
,523
,79
,821
,258
,437
,365
,468
,788
,263
,283
,755
,515
,114
,492
,393
,1092
,398
,557
,242
,358
,678
,651
,270
,438
,199
,248
,155
,399
,357
,437
,79
,844
,601
,81
,282
,280
,569
,69
,478
,160
,760
,648
,591
,484
,277
,612
,271
,401
,195
,247
,474
,435
,495
,432
,1254
,180
,244
,248
,665
,487
,812
,1391
,234
,280
,493
,350
,282
,205
,353
,756
,568
,1314
,1001
,400
,78
,288
,152
,652
,631
,556
,244
,483
,637
,242
,119
,281
,169
,326
,409
,416
,152
,291
,314
,477
,761
,685
,155
,681
,82
,686
,655
,162
,478
,252
,366
,590
,729
,271
,284
,234
,2327
,850
,271
,357
,220
,427
,76
,521
,598
,170
,468
,400
,202
,314
,284
,75
,529
,685
,321
,1067
,275
,334
,203
,77
,238
,361
,820
,1022
,362
,317
,1112
,235
,241
,761
,848
,383
,171
,316
,400
,287
,153
,843
,530
,167
,425
,492
,672
,161
,803
,77
,364
,400
,763
,583
,159
,533
,275
,364
,406
,337
,499
,397
,1960
,403
,475
,361
,591
,250
,1157
,765
,550
,377
,166
,460
,243
,483
,557
,554
,406
,318
,328
,836
,532
,588
,236
,528
,197
,477
,398
,521
,407
,270
,205
,480
,316
,251
,110
,489
,646
,1174
,623
,666
,751
,868
,425
,237
,370
,758
,355
,397
,611
,232
,363
,527
,373
,373
,510
,162
,539
,1141
,599
,929
,331
,894
,628
,961
,1623
,241
,162
,1084
,279
,475
,1966
,617
,635
,464
,290
,552
,599
,1584
,529
,774
,949
,1206
,1838
,646
,274
,584
,167
,889
,121
,285
,839
,75
,1076
,611
,710
,323
,543
,713
,220
,915
,147
,464
,1240
,682
,155
,762
,402
,436
,248
,114
,314
,443
,325
,236
,361
,320
,356
,1245
,163
,401
,120
,271
,283
,558
,608
,1231
,320
,359
,158
,742
,261
,1203
,759
,319
,159
,328
,264
,968
,514
,172
,439
,154
,156
,417
,431
,641
,76
,439
,921
,920
,240
,319
,1160
,244
,677
,2247
,234
,316
,360
,283
,432
,198
,606
,401
