Time,RtoR
24/08/2017 11:01:23.413,92
,15781
,265
,299
,146
,292
,332
,301
,156
,318
,600
,312
,296
,5296
,148
,1153
,9903
,811
,879
,844
,883
,917
,847
,827
,855
,886
,837
,847
,883
,240
,661
,844
,879
,892
,832
,857
,863
,836
,832
,860
,866
,816
,852
,878
,825
,841
,841
,838
,806
,827
,850
,836
,835
,866
,885
,840
,844
,843
,807
,755
,761
,824
,865
,917
,962
,964
,931
,913
,912
,899
,850
,905
,942
,927
,851
,874
,881
,902
,849
,914
,922
,862
,854
,859
,856
,808
,841
,873
,837
,864
,890
,902
,829
,866
,902
,869
,820
,836
,866
,919
,944
,896
,909
,890
,830
,842
,851
,829
,834
,863
,858
,791
,808
,788
,765
,766
,774
,759
,816
,867
,879
,832
,871
,901
,875
,872
,922
,943
,887
,878
,895
,895
,825
,867
,922
,908
,885
,933
,908
,849
,867
,881
,837
,863
,883
,884
,818
,809
,776
,764
,791
,765
,799
,816
,832
,805
,793
,833
,887
,878
,844
,878
,903
,863
,840
,855
,860
,848
,827
,858
,882
,834
,853
,877
,848
,843
,854
,855
,802
,836
,840
,850
,834
,934
,1003
,956
,897
,891
,885
,828
,838
,830
,831
,800
,868
,913
,920
,861
,901
,909
,880
,854
,873
,899
,880
,875
,923
,945
,889
,914
,941
,921
,898
,931
,957
,895
,824
,763
,756
,778
,798
,847
,846
,828
,1583
,758
,745
,715
,716
,701
,689
,686
,733
,793
,877
,866
,844
,834
,825
,808
,785
,766
,745
,727
,715
,735
,760
,824
,874
,859
,834
,803
,799
,801
,789
,792
,799
,867
,954
,1034
,1012
,951
,883
,847
,824
,809
,827
,817
,919
,995
,1052
,1047
,945
,886
,861
,833
,803
,786
,767
,767
,847
,923
,1010
,990
,928
,897
,864
,826
,789
,762
,736
,818
,888
,981
,1021
,1023
,945
,900
,848
,805
,775
,771
,798
,830
,920
,946
,917
,873
,822
,788
,756
,722
,693
,681
,684
,813
,942
,1023
,931
,885
,892
,859
,818
,782
,750
,725
,732
,788
,845
,1013
,995
,955
,904
,876
,836
,813
,795
,780
,851
,941
,1060
,1033
,1005
,974
,937
,866
,821
,796
,780
,881
,949
,1005
,990
,956
,901
,851
,823
,788
,760
,742
,749
,839
,915
,983
,978
,954
,876
,837
,792
,756
,730
,712
,732
,771
,868
,1000
,987
,924
,859
,829
,808
,776
,735
,712
,713
,738
,756
,842
,902
,901
,854
,815
,801
,780
,757
,735
,721
,761
,783
,836
,881
,883
,842
,817
,811
,781
,761
,753
,750
,818
,896
,1009
,992
,966
,914
,861
,819
,783
,754
,730
,718
,710
,696
,830
,980
,1067
,1047
,1013
,942
,870
,826
,799
,805
,908
,1045
,1064
,1052
,1025
,972
,907
,854
,808
,776
,848
,892
,1020
,1045
,1023
,981
,937
,866
,814
,780
,771
,831
,893
,1061
,1067
,1005
,938
,875
,834
,788
,758
,737
,798
,839
,968
,1014
,980
,953
,952
,887
,838
,799
,760
,775
,840
,904
,1032
,1008
,948
,905
,872
,833
,801
,776
,755
,820
,838
,913
,968
,962
,923
,890
,854
,818
,796
,772
,755
,710
,763
,751
,738
,738
,760
,801
,790
,776
,772
,761
,747
,726
,806
,825
,871
,927
,923
,858
,822
,791
,755
,731
,723
,738
,1076
,1059
,1041
,1009
,985
,922
,877
,821
,789
,762
,742
,794
,820
,897
,962
,968
,937
,867
,836
,818
,785
,769
,748
,824
,895
,984
,990
,948
,888
,855
,826
,802
,792
,782
,800
,816
,836
,860
,862
,833
,793
,774
,779
,770
,756
,781
,812
,955
,1000
,1018
,954
,872
,818
,796
,785
,769
,772
,772
,764
,761
,754
,751
,758
,751
,750
,738
,728
,725
,725
,726
,736
,743
,770
,782
,791
,797
,813
,805
,799
,801
,782
,780
,784
,790
,813
,837
,857
,856
,846
,848
,846
,818
,810
,797
,789
,796
,801
,827
,850
,841
,842
,829
,816
,803
,807
,797
,800
,809
,812
,823
,845
,883
,867
,875
,869
,867
,863
,862
,838
,755
,719
,781
,773
,816
,811
,813
,784
,785
,801
,817
,837
,840
,851
,829
,826
,823
,844
,897
,941
,961
,991
,995
,985
,965
,940
,936
,965
,1007
,981
,1005
,992
,986
,945
,831
,829
,876
,973
,1000
,867
,952
,1047
,1026
,915
,990
,978
,926
,851
,887
,878
,916
,911
,923
,941
,925
,907
,887
,887
,886
,902
,917
,945
,971
,886
,914
,921
,917
,847
,858
,911
,992
,980
,903
,963
,977
,883
,918
,924
,889
,816
,851
,848
,813
,865
,900
,925
,895
,955
,961
,914
,916
,931
,874
,913
,919
,901
,842
,904
,948
