0,LShiftKey,2017-04-29 09:10:08.066
0,U,2017-04-29 09:10:08.167
1,LShiftKey,2017-04-29 09:10:08.245
1,U,2017-04-29 09:10:08.302
0,S,2017-04-29 09:10:08.348
0,U,2017-04-29 09:10:08.421
1,S,2017-04-29 09:10:08.477
1,U,2017-04-29 09:10:08.524
0,A,2017-04-29 09:10:08.540
0,L,2017-04-29 09:10:08.632
1,A,2017-04-29 09:10:08.676
1,L,2017-04-29 09:10:08.710
0,L,2017-04-29 09:10:08.766
1,L,2017-04-29 09:10:08.869
0,Y,2017-04-29 09:10:08.934
1,Y,2017-04-29 09:10:09.014
0,Space,2017-04-29 09:10:09.209
1,Space,2017-04-29 09:10:09.316
0,D,2017-04-29 09:10:10.869
1,D,2017-04-29 09:10:10.974
0,O,2017-04-29 09:10:11.005
1,O,2017-04-29 09:10:11.136
0,Back,2017-04-29 09:10:11.706
1,Back,2017-04-29 09:10:11.810
0,R,2017-04-29 09:10:12.158
0,U,2017-04-29 09:10:12.243
1,R,2017-04-29 09:10:12.277
1,U,2017-04-29 09:10:12.325
0,Back,2017-04-29 09:10:12.838
1,Back,2017-04-29 09:10:12.909
0,Back,2017-04-29 09:10:12.948
1,Back,2017-04-29 09:10:13.056
0,U,2017-04-29 09:10:13.155
1,U,2017-04-29 09:10:13.258
0,R,2017-04-29 09:10:13.278
1,R,2017-04-29 09:10:13.379
0,I,2017-04-29 09:10:13.395
0,N,2017-04-29 09:10:13.478
1,I,2017-04-29 09:10:13.541
1,N,2017-04-29 09:10:13.595
0,G,2017-04-29 09:10:13.627
1,G,2017-04-29 09:10:13.715
0,Space,2017-04-29 09:10:14.725
1,Space,2017-04-29 09:10:14.856
0,T,2017-04-29 09:10:15.201
0,H,2017-04-29 09:10:15.285
1,T,2017-04-29 09:10:15.301
0,E,2017-04-29 09:10:15.357
0,Space,2017-04-29 09:10:15.416
1,H,2017-04-29 09:10:15.432
1,E,2017-04-29 09:10:15.470
1,Space,2017-04-29 09:10:15.528
0,W,2017-04-29 09:10:15.559
1,W,2017-04-29 09:10:15.677
0,E,2017-04-29 09:10:15.686
1,E,2017-04-29 09:10:15.774
0,E,2017-04-29 09:10:15.818
1,E,2017-04-29 09:10:15.929
0,K,2017-04-29 09:10:15.944
0,Space,2017-04-29 09:10:16.042
1,K,2017-04-29 09:10:16.101
1,Space,2017-04-29 09:10:16.159
0,I,2017-04-29 09:10:16.920
1,I,2017-04-29 09:10:16.989
0,W,2017-04-29 09:10:17.086
1,W,2017-04-29 09:10:17.204
0,Back,2017-04-29 09:10:17.551
1,Back,2017-04-29 09:10:17.677
0,Back,2017-04-29 09:10:17.805
1,Back,2017-04-29 09:10:17.905
0,W,2017-04-29 09:10:17.936
1,W,2017-04-29 09:10:18.073
0,H,2017-04-29 09:10:18.090
1,H,2017-04-29 09:10:18.157
0,E,2017-04-29 09:10:18.189
0,N,2017-04-29 09:10:18.263
1,E,2017-04-29 09:10:18.289
0,Space,2017-04-29 09:10:18.382
1,N,2017-04-29 09:10:18.405
0,LShiftKey,2017-04-29 09:10:18.453
1,Space,2017-04-29 09:10:18.459
0,I,2017-04-29 09:10:18.537
1,LShiftKey,2017-04-29 09:10:18.621
0,Space,2017-04-29 09:10:18.626
1,I,2017-04-29 09:10:18.690
1,Space,2017-04-29 09:10:18.753
0,A,2017-04-29 09:10:18.790
0,M,2017-04-29 09:10:18.890
1,A,2017-04-29 09:10:18.933
0,Space,2017-04-29 09:10:18.981
1,M,2017-04-29 09:10:19.013
1,Space,2017-04-29 09:10:19.077
0,I,2017-04-29 09:10:20.117
1,I,2017-04-29 09:10:20.205
