Time,RtoR
22/08/2017 15:02:31.438,1014
,40
,963
,441
,250
,272
,416
,117
,382
,220
,300
,219
,190
,360
,728
,224
,126
,503
,434
,403
,545
,550
,1764
,64
,435
,324
,429
,58
,324
,363
,195
,149
,5401
,46
,300
,203
,416
,85
,458
,51
,6026
,241
,1434
,88
,3326
,281
,2950
,823
,444
,121
,798
,294
,415
,1170
,68
,2346
,2500
,617
,689
,671
,420
,2075
,717
,691
,674
,676
,653
,672
,694
,738
,757
,715
,737
,753
,772
,755
,755
,760
,764
,765
,753
,737
,751
,750
,749
,779
,784
,762
,765
,753
,728
,727
,717
,705
,719
,714
,706
,715
,737
,720
,743
,730
,2131
,690
,694
,698
,699
,707
,702
,713
,701
,692
,693
,674
,671
,701
,709
,699
,711
,734
,712
,715
,695
,674
,691
,694
,679
,689
,709
,719
,712
,715
,694
,667
,686
,714
,739
,743
,752
,752
,731
,725
,709
,677
,685
,687
,673
,696
,728
,710
,720
,722
,705
,700
,724
,733
,707
,701
,698
,667
,672
,685
,703
,685
,696
,693
,669
,675
,661
,677
,682
,665
,658
,677
,685
,671
,680
,683
,665
,664
,669
,659
,684
,685
,671
,688
,704
,685
,673
,686
,685
,658
,659
,667
,671
,651
,670
,678
,669
,677
,682
,672
,677
,692
,691
,675
,676
,675
,673
,685
,668
,668
,691
,707
,706
,719
,731
,711
,698
,708
,706
,692
,700
,693
,691
,719
,725
,701
,705
,690
,671
,678
,701
,701
,696
,696
,686
,663
,653
,659
,696
,695
,714
,710
,709
,711
,711
,721
,707
,706
,694
,681
,664
,670
,674
,685
,694
,707
,718
,693
,697
,724
,716
,684
,688
,701
,696
,678
,678
,689
,696
,689
,697
,721
,720
,692
,706
,711
,681
,692
,711
,701
,699
,711
,704
,681
,689
,682
,671
,678
,686
,668
,677
,703
,716
,687
,702
,698
,683
,679
,684
,660
,651
,667
,665
,665
,664
,690
,730
,718
,706
,711
,692
,675
,678
,663
,660
,671
,673
,670
,669
,681
,683
,666
,675
,684
,666
,656
,669
,679
,665
,673
,695
,689
,687
,682
,686
,679
,671
,686
,679
,664
,678
,665
,653
,664
,666
,667
,668
,674
,682
,681
,676
,668
,665
,668
,669
,650
,653
,675
,669
,677
,706
,711
,691
,706
,692
,651
,641
,674
,690
,692
,687
,708
,708
,698
,708
,712
,685
,684
,680
,675
,657
,665
,671
,689
,699
,727
,724
,726
,732
,716
,692
,696
,685
,663
,643
,674
,705
,726
,705
,708
,682
,680
,677
,685
,668
,678
,679
,681
,670
,691
,695
,680
,686
,696
,684
,672
,688
,687
,695
,697
,330
,397
,732
,704
,713
,707
,683
,682
,687
,692
,683
,698
,715
,700
,671
,672
,687
,677
,681
,690
,678
,693
,714
,714
,699
,713
,716
,685
,691
,707
,707
,686
,695
,686
,678
,697
,714
,694
,697
,705
,709
,709
,721
,724
,693
,699
,702
,690
,674
,692
,692
,690
,682
,707
,684
,665
,665
,664
,655
,665
,678
,675
,700
,717
,710
,706
,727
,722
,688
,702
,716
,689
,687
,697
,699
,687
,707
,538
,184
,724
,734
,758
,787
,749
,754
,765
,776
,761
,1445
,692
,680
,687
,723
,771
,687
,407
,953
,664
,650
,642
,648
,663
,654
,670
,678
,1335
,1044
,884
,596
,609
,633
,677
,655
,412
,1605
,1431
,1595
,699
,672
,389
,293
,717
,775
,507
,290
,795
,722
,519
,189
,681
,689
,667
,674
,709
,747
,779
,732
,752
,708
,693
,684
,697
,244
,460
,719
,706
,708
,693
,703
,702
,685
,765
,363
,385
,767
,815
,836
,796
,785
,206
,560
,732
,715
,717
,219
,505
,700
,709
,723
,766
,803
,793
,839
,819
,750
,426
,355
,800
,735
,47
,778
,764
,754
,753
,696
,664
,669
,202
,490
,695
,204
,551
,776
,769
,785
,782
,810
,802
,790
,790
,801
,757
,289
,457
,737
,715
,728
,732
,739
,334
,441
,769
,774
,794
,768
,613
,161
,775
,290
,514
,830
,805
,763
,282
,488
,769
,176
,578
,767
,233
,546
,745
,764
,775
,761
,770
,732
,710
,721
,728
,219
,498
,743
,781
,801
,796
,822
,809
,770
,779
,768
,516
,1001
,734
,703
,711
,207
,518
,697
,716
,738
,279
,428
,724
,739
,710
,735
,717
,714
,743
,746
,743
,755
,665
,84
,751
,891
,566
,721
,202
,516
,697
,710
,688
,653
,654
,679
,683
,507
,169
,701
,739
,273
,467
,776
,771
,747
,761
,615
,161
,752
,761
,175
,578
,715
,189
,513
,709
,694
,718
,743
,530
,208
,742
,772
,761
,324
,407
,772
,244
,531
,771
,790
,764
,201
,530
