Time,BreathingWaveform
11/08/2017 14:03:35.428,6897811
11/08/2017 14:03:35.468,6896444
11/08/2017 14:03:35.508,6895182
11/08/2017 14:03:35.548,6895182
11/08/2017 14:03:35.588,6895182
11/08/2017 14:03:35.628,6893658
11/08/2017 14:03:35.668,6893080
11/08/2017 14:03:35.708,6892921
11/08/2017 14:03:35.748,6892291
11/08/2017 14:03:35.788,6892080
11/08/2017 14:03:35.828,6891344
11/08/2017 14:03:35.868,6891397
11/08/2017 14:03:35.908,6891239
11/08/2017 14:03:35.948,6889662
11/08/2017 14:03:35.988,6888979
11/08/2017 14:03:36.028,6888243
11/08/2017 14:03:36.068,6886876
11/08/2017 14:03:36.108,6884983
11/08/2017 14:03:36.148,6885194
11/08/2017 14:03:36.188,6883985
11/08/2017 14:03:36.228,6883249
11/08/2017 14:03:36.268,6882513
11/08/2017 14:03:36.308,6881356
11/08/2017 14:03:36.348,6881514
11/08/2017 14:03:36.388,6880620
11/08/2017 14:03:36.428,6880147
11/08/2017 14:03:36.468,6879779
11/08/2017 14:03:36.508,6878675
11/08/2017 14:03:36.548,6878307
11/08/2017 14:03:36.588,6876677
11/08/2017 14:03:36.628,6875994
11/08/2017 14:03:36.668,6875889
11/08/2017 14:03:36.708,6874837
11/08/2017 14:03:36.748,6873944
11/08/2017 14:03:36.788,6874364
11/08/2017 14:03:36.828,6874207
11/08/2017 14:03:36.868,6872314
11/08/2017 14:03:36.908,6872682
11/08/2017 14:03:36.948,6872577
11/08/2017 14:03:36.988,6871630
11/08/2017 14:03:37.028,6870632
11/08/2017 14:03:37.068,6871000
11/08/2017 14:03:37.108,6870369
11/08/2017 14:03:37.148,6869317
11/08/2017 14:03:37.188,6869843
11/08/2017 14:03:37.228,6869107
11/08/2017 14:03:37.268,6869002
11/08/2017 14:03:37.308,6868687
11/08/2017 14:03:37.348,6868424
11/08/2017 14:03:37.388,6868056
11/08/2017 14:03:37.428,6867740
11/08/2017 14:03:37.468,6867215
11/08/2017 14:03:37.508,6866689
11/08/2017 14:03:37.548,6866531
11/08/2017 14:03:37.588,6865795
11/08/2017 14:03:37.628,6865112
11/08/2017 14:03:37.668,6865112
11/08/2017 14:03:37.708,6864218
11/08/2017 14:03:37.748,6864323
11/08/2017 14:03:37.788,6863377
11/08/2017 14:03:37.828,6863062
11/08/2017 14:03:37.868,6863219
11/08/2017 14:03:37.908,6862220
11/08/2017 14:03:37.948,6861853
11/08/2017 14:03:37.988,6861169
11/08/2017 14:03:38.028,6861537
11/08/2017 14:03:38.068,6860591
11/08/2017 14:03:38.108,6860749
11/08/2017 14:03:38.148,6860117
11/08/2017 14:03:38.188,6860433
11/08/2017 14:03:38.228,6860696
11/08/2017 14:03:38.268,6859802
11/08/2017 14:03:38.308,6859802
11/08/2017 14:03:38.348,6859329
11/08/2017 14:03:38.388,6859224
11/08/2017 14:03:38.428,6858540
11/08/2017 14:03:38.468,6858225
11/08/2017 14:03:38.508,6858540
11/08/2017 14:03:38.548,6858172
11/08/2017 14:03:38.588,6857857
11/08/2017 14:03:38.628,6857489
11/08/2017 14:03:38.668,6857121
11/08/2017 14:03:38.708,6856385
11/08/2017 14:03:38.748,6855702
11/08/2017 14:03:38.788,6855018
11/08/2017 14:03:38.828,6855281
11/08/2017 14:03:38.868,6854177
11/08/2017 14:03:38.908,6853914
11/08/2017 14:03:38.948,6853809
11/08/2017 14:03:38.988,6853388
11/08/2017 14:03:39.028,6853546
11/08/2017 14:03:39.068,6853126
11/08/2017 14:03:39.108,6853283
11/08/2017 14:03:39.148,6852547
11/08/2017 14:03:39.188,6852284
11/08/2017 14:03:39.228,6851654
11/08/2017 14:03:39.268,6851917
11/08/2017 14:03:39.308,6850339
11/08/2017 14:03:39.348,6850024
11/08/2017 14:03:39.388,6850234
11/08/2017 14:03:39.428,6850865
11/08/2017 14:03:39.468,6850339
11/08/2017 14:03:39.508,6849972
11/08/2017 14:03:39.548,6849919
11/08/2017 14:03:39.588,6849130
11/08/2017 14:03:39.628,6849183
11/08/2017 14:03:39.668,6848552
11/08/2017 14:03:39.708,6848184
11/08/2017 14:03:39.748,6848237
11/08/2017 14:03:39.788,6848394
11/08/2017 14:03:39.828,6847448
11/08/2017 14:03:39.868,6847185
11/08/2017 14:03:39.908,6845923
11/08/2017 14:03:39.948,6845661
11/08/2017 14:03:39.988,6845503
11/08/2017 14:03:40.028,6844872
11/08/2017 14:03:40.068,6845187
11/08/2017 14:03:40.108,6845450
11/08/2017 14:03:40.148,6845082
11/08/2017 14:03:40.188,6843768
11/08/2017 14:03:40.228,6843873
11/08/2017 14:03:40.268,6843978
11/08/2017 14:03:40.308,6842717
11/08/2017 14:03:40.348,6842664
11/08/2017 14:03:40.388,6842875
11/08/2017 14:03:40.428,6842086
11/08/2017 14:03:40.468,6841665
11/08/2017 14:03:40.508,6841613
11/08/2017 14:03:40.548,6841297
11/08/2017 14:03:40.588,6842139
11/08/2017 14:03:40.628,6842139
11/08/2017 14:03:40.668,6841718
11/08/2017 14:03:40.708,6842139
11/08/2017 14:03:40.748,6843348
11/08/2017 14:03:40.788,6843190
11/08/2017 14:03:40.828,6842875
11/08/2017 14:03:40.868,6841771
11/08/2017 14:03:40.908,6842349
11/08/2017 14:03:40.948,6841455
11/08/2017 14:03:40.988,6840929
11/08/2017 14:03:41.028,6841087
11/08/2017 14:03:41.068,6842191
11/08/2017 14:03:41.108,6842559
11/08/2017 14:03:41.148,6843663
11/08/2017 14:03:41.188,6844136
11/08/2017 14:03:41.228,6844294
11/08/2017 14:03:41.268,6843610
11/08/2017 14:03:41.308,6842401
11/08/2017 14:03:41.348,6842244
11/08/2017 14:03:41.388,6841297
11/08/2017 14:03:41.428,6841981
11/08/2017 14:03:41.468,6841771
11/08/2017 14:03:41.508,6842086
11/08/2017 14:03:41.548,6841823
11/08/2017 14:03:41.588,6840719
11/08/2017 14:03:41.628,6840719
11/08/2017 14:03:41.668,6840088
11/08/2017 14:03:41.708,6840036
11/08/2017 14:03:41.748,6838826
11/08/2017 14:03:41.788,6839825
11/08/2017 14:03:41.828,6838932
11/08/2017 14:03:41.868,6838774
11/08/2017 14:03:41.908,6838090
11/08/2017 14:03:41.948,6837407
11/08/2017 14:03:41.988,6838038
11/08/2017 14:03:42.028,6838143
11/08/2017 14:03:42.068,6838038
11/08/2017 14:03:42.108,6837775
11/08/2017 14:03:42.148,6837407
11/08/2017 14:03:42.188,6836776
11/08/2017 14:03:42.228,6837407
11/08/2017 14:03:42.268,6836934
11/08/2017 14:03:42.308,6837302
11/08/2017 14:03:42.348,6837092
11/08/2017 14:03:42.388,6836724
11/08/2017 14:03:42.428,6836145
11/08/2017 14:03:42.468,6836356
11/08/2017 14:03:42.508,6835988
11/08/2017 14:03:42.548,6836881
11/08/2017 14:03:42.588,6836776
11/08/2017 14:03:42.628,6835620
11/08/2017 14:03:42.668,6835094
11/08/2017 14:03:42.708,6835094
11/08/2017 14:03:42.748,6834621
11/08/2017 14:03:42.788,6834410
11/08/2017 14:03:42.828,6834200
11/08/2017 14:03:42.868,6834042
11/08/2017 14:03:42.908,6833517
11/08/2017 14:03:42.948,6833096
11/08/2017 14:03:42.988,6833412
11/08/2017 14:03:43.028,6832518
11/08/2017 14:03:43.068,6833201
11/08/2017 14:03:43.108,6833254
11/08/2017 14:03:43.148,6833359
11/08/2017 14:03:43.188,6833359
11/08/2017 14:03:43.228,6833149
11/08/2017 14:03:43.268,6833306
11/08/2017 14:03:43.308,6833885
11/08/2017 14:03:43.348,6833727
11/08/2017 14:03:43.388,6833464
11/08/2017 14:03:43.428,6833517
11/08/2017 14:03:43.468,6833412
11/08/2017 14:03:43.508,6833306
11/08/2017 14:03:43.548,6832360
11/08/2017 14:03:43.588,6832676
11/08/2017 14:03:43.628,6832676
11/08/2017 14:03:43.668,6832203
11/08/2017 14:03:43.708,6832045
11/08/2017 14:03:43.748,6831414
11/08/2017 14:03:43.788,6831151
11/08/2017 14:03:43.828,6830993
11/08/2017 14:03:43.868,6830573
11/08/2017 14:03:43.908,6831467
11/08/2017 14:03:43.948,6830731
11/08/2017 14:03:43.988,6830258
11/08/2017 14:03:44.028,6830100
11/08/2017 14:03:44.068,6830100
11/08/2017 14:03:44.108,6830783
11/08/2017 14:03:44.148,6830363
11/08/2017 14:03:44.188,6830626
11/08/2017 14:03:44.228,6830573
11/08/2017 14:03:44.268,6830468
11/08/2017 14:03:44.308,6830888
11/08/2017 14:03:44.348,6830415
11/08/2017 14:03:44.388,6829995
11/08/2017 14:03:44.428,6830415
11/08/2017 14:03:44.468,6830678
11/08/2017 14:03:44.508,6829995
11/08/2017 14:03:44.548,6831309
11/08/2017 14:03:44.588,6832308
11/08/2017 14:03:44.628,6830731
11/08/2017 14:03:44.668,6829890
11/08/2017 14:03:44.708,6829679
11/08/2017 14:03:44.748,6830310
11/08/2017 14:03:44.788,6829627
11/08/2017 14:03:44.828,6829154
11/08/2017 14:03:44.868,6829679
11/08/2017 14:03:44.908,6828628
11/08/2017 14:03:44.948,6828786
11/08/2017 14:03:44.988,6829154
11/08/2017 14:03:45.028,6828891
11/08/2017 14:03:45.068,6828207
11/08/2017 14:03:45.108,6827997
11/08/2017 14:03:45.148,6827366
11/08/2017 14:03:45.188,6827787
11/08/2017 14:03:45.228,6827261
11/08/2017 14:03:45.268,6827366
11/08/2017 14:03:45.308,6827734
11/08/2017 14:03:45.348,6827787
11/08/2017 14:03:45.388,6827051
11/08/2017 14:03:45.428,6826630
11/08/2017 14:03:45.468,6827471
11/08/2017 14:03:45.508,6827419
11/08/2017 14:03:45.548,6826735
11/08/2017 14:03:45.588,6827734
11/08/2017 14:03:45.628,6827681
11/08/2017 14:03:45.668,6826998
11/08/2017 14:03:45.708,6827051
11/08/2017 14:03:45.748,6827366
11/08/2017 14:03:45.788,6827681
11/08/2017 14:03:45.828,6827576
11/08/2017 14:03:45.868,6826788
11/08/2017 14:03:45.908,6827787
11/08/2017 14:03:45.948,6827787
11/08/2017 14:03:45.988,6827051
11/08/2017 14:03:46.028,6828102
11/08/2017 14:03:46.068,6827839
11/08/2017 14:03:46.108,6828154
11/08/2017 14:03:46.148,6828523
11/08/2017 14:03:46.188,6827944
11/08/2017 14:03:46.228,6827839
11/08/2017 14:03:46.268,6827787
11/08/2017 14:03:46.308,6827366
11/08/2017 14:03:46.348,6827366
11/08/2017 14:03:46.388,6827839
11/08/2017 14:03:46.428,6829469
11/08/2017 14:03:46.468,6830047
11/08/2017 14:03:46.508,6831414
11/08/2017 14:03:46.548,6832833
11/08/2017 14:03:46.588,6832150
11/08/2017 14:03:46.628,6832203
11/08/2017 14:03:46.668,6831887
11/08/2017 14:03:46.708,6832255
11/08/2017 14:03:46.748,6831361
11/08/2017 14:03:46.788,6831256
11/08/2017 14:03:46.828,6830152
11/08/2017 14:03:46.868,6830363
11/08/2017 14:03:46.908,6830258
11/08/2017 14:03:46.948,6830152
11/08/2017 14:03:46.988,6829942
11/08/2017 14:03:47.028,6829890
11/08/2017 14:03:47.068,6830258
11/08/2017 14:03:47.108,6830205
11/08/2017 14:03:47.148,6830152
11/08/2017 14:03:47.188,6830731
11/08/2017 14:03:47.228,6830258
11/08/2017 14:03:47.268,6829522
11/08/2017 14:03:47.308,6830731
11/08/2017 14:03:47.348,6830100
11/08/2017 14:03:47.388,6830100
11/08/2017 14:03:47.428,6830626
11/08/2017 14:03:47.468,6831309
11/08/2017 14:03:47.508,6830415
11/08/2017 14:03:47.548,6831256
11/08/2017 14:03:47.588,6831256
11/08/2017 14:03:47.628,6831414
11/08/2017 14:03:47.668,6829995
11/08/2017 14:03:47.708,6830047
