Time,RtoR
16/08/2017 12:57:19.408,150
,11611
,647
,396
,69
,326
,277
,6440
,677
,278
,960
,406
,69
,297
,203
,324
,228
,177
,297
,395
,303
,63
,1053
,343
,93
,253
,757
,417
,190
,156
,198
,2698
,251
,183
,121
,339
,570
,299
,236
,245
,362
,334
,178
,377
,622
,329
,302
,587
,650
,618
,622
,75
,256
,2118
,587
,582
,597
,611
,608
,613
,629
,647
,669
,675
,702
,743
,774
,796
,798
,761
,774
,784
,761
,780
,737
,703
,726
,750
,717
,745
,746
,717
,740
,754
,748
,773
,770
,730
,741
,731
,722
,732
,729
,751
,807
,796
,750
,752
,729
,711
,732
,760
,773
,829
,861
,863
,888
,843
,881
,869
,798
,794
,772
,729
,762
,751
,780
,792
,851
,859
,809
,852
,837
,793
,853
,815
,781
,830
,829
,773
,773
,805
,774
,793
,822
,795
,788
,787
,744
,730
,739
,746
,746
,762
,797
,781
,774
,795
,772
,807
,821
,754
,771
,737
,706
,730
,749
,768
,814
,913
,910
,835
,840
,814
,776
,788
,815
,769
,809
,823
,779
,768
,805
,764
,747
,765
,786
,745
,739
,753
,768
,734
,705
,674
,661
,657
,665
,679
,721
,726
,707
,692
,680
,702
,699
,726
,771
,778
,796
,877
,822
,825
,828
,776
,806
,840
,843
,890
,882
,808
,820
,804
,800
,842
,845
,800
,863
,852
,776
,824
,805
,814
,922
,869
,848
,818
,771
,729
,714
,802
,812
,871
,899
,851
,820
,810
,765
,737
,749
,773
,801
,801
,831
,848
,841
,827
,825
,814
,825
,843
,816
,836
,787
,773
,790
,776
,764
,774
,776
,742
,743
,743
,719
,709
,728
,732
,711
,737
,744
,714
,757
,760
,751
,749
,757
,754
,753
,765
,773
,748
,767
,756
,698
,688
,694
,696
,739
,777
,758
,724
,725
,719
,728
,716
,740
,753
,770
,776
,776
,773
,744
,770
,804
,787
,775
,777
,765
,746
,760
,786
,765
,785
,801
,772
,803
,826
,807
,846
,891
,839
,813
,787
,746
,725
,739
,763
,732
,737
,737
,719
,725
,702
,679
,706
,736
,729
,743
,739
,752
,727
,745
,749
,764
,791
,811
,867
,822
,795
,781
,756
,771
,743
,717
,740
,769
,762
,751
,778
,778
,753
,787
,795
,772
,784
,799
,784
,812
,818
,760
,708
,709
,721
,738
,729
,722
,731
,716
,704
,709
,699
,714
,752
,835
,822
,842
,834
,794
,757
,759
,763
,771
,814
,822
,770
,758
,715
,680
,711
,711
,743
,768
,743
,765
,778
,785
,769
,804
,791
,742
,732
,732
,715
,745
,788
,799
,786
,819
,811
,772
,781
,769
,748
,740
,744
,763
,842
,849
,815
,841
,867
,799
,842
,874
,781
,722
,685
,731
,744
,815
,843
,844
,839
,839
,826
,807
,803
,786
,798
,810
,806
,811
,838
,831
,801
,804
,825
,779
,778
,784
,755
,766
,778
,748
,769
,797
,759
,747
,725
,712
,728
,761
,741
,747
,772
,763
,747
,773
,759
,732
,761
,753
,746
,767
,775
,788
,806
,827
,800
,819
,827
,778
,784
,790
,752
,779
,824
,804
,819
,799
,772
,750
,780
,834
,808
,815
,857
,830
,816
,829
,818
,843
,874
,829
,865
,876
,825
,825
,824
,803
,819
,801
,756
,769
,749
,718
,716
,737
,785
,791
,819
,796
,759
,782
,769
,726
,733
,760
,749
,778
,910
,920
,861
,856
,829
,763
,768
,774
,728
,769
,848
,830
,787
,814
,878
,872
,846
,849
,809
,812
,804
,763
,771
,803
,797
,777
,764
,784
,764
,800
,797
,803
,818
,827
,796
,807
,808
,774
,790
,775
,784
,781
,812
,812
,815
,841
,782
,781
,791
,808
,762
,742
,778
,764
,788
,773
,814
,843
,834
,860
,843
,814
,827
,842
,854
,895
,922
,952
,936
,864
,875
,936
,957
,967
,910
,782
,786
,864
,881
,834
,952
,960
,927
,973
,963
,895
,886
,882
,859
,901
,960
,942
,999
,976
,928
,942
,911
,872
,928
,931
,864
,859
,931
,900
,908
,969
,883
,823
,1490
,677
,669
,696
,697
,697
,731
,707
,688
,679
,694
,840
,965
,963
,934
,885
,875
,850
,803
,740
,714
,723
,804
,939
,1042
,1034
,1006
,934
,902
,887
,770
,706
,679
,683
,703
,835
,1001
,1037
,1044
,991
,917
,835
,738
,677
,651
,638
,658
,712
,855
,910
,909
,879
,821
,753
,696
,674
,662
,656
,675
,692
,730
,892
,975
,963
,910
,824
,767
,722
,688
,669
,650
,637
,638
,676
,729
,826
,883
,899
,853
,813
,762
,705
,666
,650
,665
,694
,749
,902
,945
,929
,896
,832
,804
,748
,709
,683
,659
,661
,678
,718
,831
,908
,924
,921
,867
,796
,726
,682
,646
,634
,647
,688
,729
,938
,982
,981
,924
,857
,795
,739
,714
,703
,702
,714
,840
,1011
,1030
,978
,885
,791
,729
,697
,673
,661
,662
,686
,717
,852
,922
,956
,928
,842
,772
,733
,708
,689
,683
,697
,711
,743
,927
,969
,960
,908
,827
,749
,687
,641
,620
,610
,622
,661
,703
,927
,933
,962
,965
,917
,851
,779
,707
,664
,653
,648
,680
,765
,920
,948
,952
,910
,817
,766
,711
,675
,651
,637
,646
,679
,778
,887
,956
,969
,929
,840
,747
,702
,673
,666
,678
,704
,771
,918
,938
,953
,908
,1559
,677
,636
,618
,613
,633
,686
,756
,986
,979
,957
,924
,848
,796
,758
,708
,677
,662
,685
,741
,992
,980
,958
,908
,831
,765
,728
,704
,688
,676
,680
,695
,767
,984
,996
,961
,877
,806
,741
,708
,682
,661
,659
,673
,698
,816
,945
,970
,928
,852
,778
,727
,704
,676
,652
,640
,655
,711
,830
,879
,896
,865
,812
,759
,733
,717
,686
,667
,658
,669
,700
,779
,906
,928
,929
,876
,818
,779
,755
,701
,673
,655
,668
,707
,863
,916
,947
,949
,895
,843
,766
,708
,653
,627
,617
,651
,703
,926
,1000
,1012
,973
,936
,914
,852
,747
,702
,685
,699
,762
,953
,943
,943
,895
,861
,811
,815
,750
,714
,692
,694
,707
,828
,923
,971
,948
,900
,848
,836
,749
,706
,679
,676
,722
,906
,972
,1007
,977
,906
,822
,763
,718
,679
,657
,661
,678
,728
,923
,978
,986
,953
,891
,810
,767
,729
,706
,692
,699
,730
,859
,928
,929
,907
,885
,833
,827
,774
,728
,701
,703
,706
,781
,892
,939
,931
,896
,838
,807
,791
,789
,723
,709
,702
,695
,696
,715
,742
,779
,758
,726
,695
,680
,679
,675
,665
,650
,636
,627
,621
,637
,652
,681
,713
,704
,693
,688
,671
,642
,622
,597
,598
,605
,651
,663
,677
,685
,702
,699
,693
,701
,704
,719
,696
,722
,750
,762
,772
,797
,811
,814
,793
,746
,706
,705
,711
,739
,762
,795
,798
,770
,706
,675
,667
,652
,667
,675
,671
,676
,689
,695
,709
,722
,730
,691
,684
,690
,689
,694
,702
,724
,754
,735
,750
,753
,757
,770
,745
,707
,691
,690
,698
,737
,717
,689
,659
,671
,712
,721
,725
,718
,736
,735
,721
,691
,701
,713
,754
,767
,766
,780
,774
,755
,785
,792
,799
,798
,747
,743
,722
