Time,RtoR
25/08/2017 15:11:53.431,241
,170
,283
,187
,295
,414
,759
,45
,290
,261
,2257
,340
,596
,227
,634
,129
,632
,818
,21
,868
,2189
,3019
,4952
,620
,584
,593
,598
,576
,589
,591
,568
,575
,577
,594
,610
,589
,605
,620
,638
,625
,628
,644
,618
,620
,617
,626
,613
,612
,609
,604
,597
,607
,613
,618
,601
,632
,635
,636
,642
,629
,615
,611
,607
,600
,596
,586
,594
,595
,586
,598
,614
,608
,634
,652
,657
,636
,636
,625
,599
,600
,595
,588
,579
,585
,592
,596
,598
,586
,592
,592
,572
,580
,581
,584
,587
,570
,572
,572
,569
,569
,577
,579
,579
,594
,588
,617
,606
,629
,626
,645
,646
,652
,638
,623
,632
,631
,608
,619
,641
,648
,669
,764
,702
,797
,778
,714
,697
,711
,671
,659
,613
,601
,586
,574
,561
,565
,577
,590
,592
,616
,619
,627
,659
,626
,663
,636
,647
,617
,621
,615
,614
,593
,605
,601
,615
,599
,606
,618
,653
,634
,631
,651
,667
,645
,629
,626
,627
,618
,605
,595
,591
,619
,620
,620
,597
,620
,606
,647
,624
,614
,625
,610
,608
,626
,640
,628
,617
,613
,613
,597
,604
,597
,592
,583
,584
,592
,605
,610
,619
,635
,642
,645
,650
,640
,632
,624
,640
,632
,637
,610
,622
,623
,626
,609
,635
,633
,654
,632
,648
,661
,644
,659
,651
,640
,660
,656
,622
,643
,681
,664
,640
,653
,654
,646
,633
,631
,622
,624
,597
,610
,618
,632
,611
,621
,612
,616
,617
,609
,606
,613
,614
,606
,602
,595
,592
,584
,593
,601
,605
,608
,624
,641
,645
,639
,632
,617
,621
,612
,611
,597
,607
,604
,612
,608
,624
,624
,638
,623
,619
,633
,642
,635
,625
,639
,639
,626
,612
,626
,629
,638
,617
,625
,656
,627
,628
,622
,615
,621
,623
,602
,607
,602
,608
,622
,625
,637
,634
,662
,662
,668
,653
,656
,664
,651
,633
,632
,635
,614
,617
,622
,634
,623
,620
,629
,641
,635
,611
,630
,629
,631
,621
,604
,609
,620
,616
,602
,612
,626
,626
,617
,644
,643
,629
,642
,632
,620
,615
,610
,605
,606
,616
,621
,624
,639
,640
,653
,634
,657
,651
,645
,636
,642
,643
,619
,632
,626
,624
,610
,629
,630
,619
,637
,637
,649
,626
,642
,646
,625
,624
,619
,618
,609
,615
,602
,603
,610
,608
,603
,606
,610
,624
,621
,615
,633
,644
,644
,628
,637
,632
,624
,610
,616
,613
,611
,600
,609
,613
,624
,613
,613
,626
,643
,632
,621
,628
,635
,622
,605
,612
,607
,603
,592
,592
,603
,618
,610
,617
,641
,643
,682
,685
,684
,645
,660
,644
,625
,620
,621
,619
,600
,612
,618
,619
,598
,597
,589
,599
,642
,615
,641
,633
,639
,623
,627
,621
,619
,619
,622
,635
,647
,687
,706
,735
,733
,723
,704
,706
,684
,667
,649
,642
,616
,1259
,634
,663
,692
,711
,699
,704
,718
,733
,689
,641
,631
,615
,588
