Time,RtoR
17/08/2017 12:57:31.417,4163
,15131
,295
,195
,344
,193
,136
,403
,461
,1170
,1089
,767
,673
,247
,2083
,2578
,88
,7078
,4296
,529
,563
,599
,575
,533
,519
,517
,517
,515
,525
,537
,550
,567
,587
,597
,601
,600
,605
,587
,574
,575
,580
,579
,573
,577
,578
,563
,562
,564
,556
,552
,557
,557
,555
,560
,559
,563
,557
,557
,550
,549
,553
,561
,559
,549
,554
,563
,559
,565
,562
,564
,567
,571
,577
,562
,554
,555
,546
,541
,549
,558
,555
,556
,561
,556
,542
,538
,529
,546
,529
,522
,523
,521
,521
,525
,540
,547
,544
,552
,571
,583
,587
,557
,538
,540
,543
,536
,538
,541
,528
,523
,526
,528
,520
,522
,529
,540
,548
,551
,559
,573
,577
,582
,591
,612
,608
,599
,586
,567
,562
,562
,566
,560
,555
,553
,543
,529
,525
,531
,531
,528
,535
,558
,581
,589
,595
,594
,600
,587
,576
,577
,567
,555
,547
,546
,545
,548
,564
,570
,579
,576
,582
,582
,570
,566
,566
,560
,557
,563
,563
,561
,557
,554
,557
,557
,561
,563
,565
,567
,568
,575
,572
,568
,571
,572
,569
,570
,571
,574
,566
,568
,562
,551
,545
,539
,550
,559
,572
,572
,576
,569
,562
,571
,574
,560
,555
,557
,558
,557
,558
,559
,553
,553
,549
,547
,533
,528
,534
,545
,549
,551
,559
,554
,546
,546
,545
,544
,545
,548
,555
,562
,566
,567
,565
,567
,563
,562
,560
,561
,567
,554
,556
,556
,551
,549
,548
,545
,541
,547
,555
,562
,568
,581
,571
,568
,568
,560
,560
,559
,557
,557
,550
,554
,558
,560
,563
,565
,559
,562
,566
,578
,577
,575
,577
,574
,570
,568
,562
,559
,556
,556
,554
,554
,558
,554
,554
,560
,563
,558
,559
,572
,581
,573
,568
,567
,561
,552
,551
,550
,546
,538
,534
,538
,536
,536
,540
,546
,552
,553
,558
,558
,553
,550
,554
,550
,554
,547
,549
,552
,551
,558
,573
,573
,574
,584
,586
,580
,569
,569
,565
,564
,563
,563
,552
,539
,535
,537
,549
,556
,564
,581
,595
,600
,603
,599
,587
,585
,584
,585
,579
,579
,584
,584
,577
,577
,580
,579
,580
,570
,569
,566
,561
,558
,558
,567
,573
,575
,575
,581
,585
,586
,581
,577
,578
,579
,582
,578
,577
,583
,590
,586
,579
,575
,576
,578
,569
,558
,552
,545
,539
,539
,552
,570
,596
,594
,591
,583
,575
,559
,561
,566
,564
,566
,562
,566
,568
,565
,567
,568
,568
,564
,566
,570
,568
,563
,567
,570
,560
,551
,555
,556
,567
,572
,567
,561
,565
,571
,565
,566
,572
,574
,580
,586
,587
,582
,590
,601
,603
,592
,585
,585
,584
,569
,562
,559
,557
,558
,563
,580
,589
,579
,561
,564
,567
,559
,558
,559
,563
,567
,569
,571
,567
,566
,565
,566
,569
,564
,563
,560
,563
,557
,551
,550
,546
,545
,549
,560
,572
,579
,582
,585
,575
,556
,550
,542
,554
,567
,559
,560
,559
,562
,557
,559
,564
,567
,570
,578
,582
,585
,591
,598
,599
,593
,594
,580
,570
,565
,563
,556
,558
,571
,576
,582
,592
,606
,607
,601
,595
,589
,578
,586
,584
,579
,569
,571
,572
,568
,559
,561
,562
,555
,555
,558
,560
,559
,567
,574
,571
,567
,566
,576
,554
,545
,543
,539
,535
,539
,549
,557
,569
,584
,580
,582
,586
,590
,591
,590
,583
,588
,584
,580
,576
,582
,586
,596
,592
,594
,593
,584
,573
,562
,556
,558
,560
,562
,564
,566
,566
,564
,572
,578
,576
,578
,589
,606
,602
,590
,591
,585
,585
,585
,583
,581
,565
,570
,577
,573
,573
,570
,580
,580
,580
,592
,600
,601
,597
,583
,581
,574
,571
,568
,559
,559
,563
,570
,571
,568
,568
,572
,562
,562
,565
,560
,556
,557
,558
,565
,569
,583
,580
,586
,593
,587
,576
,567
,567
,572
,567
,567
,567
,573
,578
,586
,593
,591
,590
,584
,577
,576
,570
,565
,560
,566
,573
,578
,579
,590
,590
,594
,600
,605
,602
,601
,602
,604
,598
,599
,607
,598
,591
,582
,580
,575
,577
,580
,574
,575
,578
,577
,568
,570
,564
,558
,552
,549
,552
,555
,555
,567
,606
,606
,616
,613
,618
,613
,601
,601
,594
,582
,581
,594
,586
,585
,599
,601
,582
,571
,574
,578
,577
,570
,576
,598
,605
,590
,569
,559
,560
,548
,542
,546
,554
,564
,573
,571
,568
,566
,579
,589
,584
,563
,550
,547
,558
,568
,573
,589
,594
,593
,588
,605
,629
,611
,597
,599
,603
,642
,642
,638
,623
,602
,606
,597
,591
,593
,604
,588
,590
,613
,620
,626
,604
,592
,595
,599
,622
,608
,606
,592
,578
,576
,578
,585
,584
,587
,593
,573
,559
,562
,564
,592
,649
,657
,647
,639
,608
,596
,585
,566
,552
,538
,538
,552
,586
,647
,749
,755
,725
,675
,628
,585
,570
,565
,558
,577
,573
,564
,562
,571
,582
,611
,665
,673
,649
,638
,610
,600
,598
,587
,567
,558
,561
,564
,576
,593
,608
,615
,601
,578
,570
,555
,549
,552
,554
,546
,550
,558
,588
,607
,591
,564
,560
,574
,574
,578
,587
,602
,619
,639
,623
,614
,605
,596
,587
,580
,588
,605
,625
,612
,621
,656
,636
,628
,628
,630
,620
,598
,586
,585
,600
,615
,607
,600
,605
,597
,593
,593
,582
,591
,590
,594
,589
,602
,642
,648
,645
,627
,612
,607
,588
,579
,580
,584
,607
,634
,610
,604
,610
,622
,595
,594
,603
,599
,595
,597
,598
,600
,594
,590
,589
,603
,612
,610
,606
,604
,608
,601
,600
,595
,588
,585
,570
,560
,567
,574
,607
,627
,618
,613
,620
,607
,593
,572
,562
,561
,565
,578
,585
,600
,606
,617
,601
,599
,586
,583
,577
,572
,567
,571
,569
,570
,578
,575
,571
,565
,554
,550
,544
,542
,546
,584
,592
,580
,576
,578
,575
,575
,582
,594
,587
,599
,617
,623
,627
,641
,637
,631
,616
,597
,588
,581
,581
,587
,598
,609
,633
,661
,672
,654
,651
,633
,619
,609
,608
,601
,598
,604
,602
,597
,596
,598
,585
,571
,563
,559
,572
,574
,578
,587
,581
,584
,588
,584
,596
,620
,630
,654
,658
,634
,630
,654
,649
,624
,634
,654
,645
,643
,667
,637
,624
,617
,619
,610
,605
,611
,603
,611
,599
,588
,580
,573
,574
,588
,612
,609
,632
,637
,627
,625
,616
,605
,605
,607
,601
,599
,608
,605
,602
,586
,577
,578
,580
,582
,581
,602
,617
,615
,619
,628
,624
,622
,618
,613
,621
,610
,618
,620
,617
,616
,616
,618
,602
,599
,595
,593
,603
,597
,601
,598
,604
,611
,604
,613
,606
,609
,618
,614
,618
,639
,610
,589
,582
,574
,578
,590
,589
,602
,593
,600
,595
,592
,582
,571
,578
,587
,608
,606
,598
,592
,583
,577
,574
,576
,582
,582
,585
,604
,600
,597
,597
,612
,594
,584
,588
,585
,566
,553
,569
,572
,582
,592
,598
,580
,564
,558
,550
,547
,550
,565
,587
,584
,609
,641
,661
,641
,637
,637
,626
,591
,571
,563
,563
,569
,566
,571
,582
,575
,568
,560
,565
,597
,615
,616
,608
,607
,610
,615
,608
,601
,610
,600
,599
,611
,595
,588
,579
,583
,596
,631
,630
,624
,618
,620
,606
,598
,596
,601
,620
,623
,606
,586
,573
,563
,552
,553
,584
,636
,646
,641
,617
,589
,581
,576
,586
,597
,590
,583
,595
,615
,622
,606
,593
,588
,586
,581
,578
,576
,583
,598
,606
,602
,593
,588
,599
,1215
,583
,560
,545
,536
,530
,538
,552
,564
,570
,556
,543
,536
,536
,533
,530
,529
,540
,558
,582
,609
,624
,617
,613
,610
,593
,582
,577
,573
,577
,571
,556
,549
,549
,554
,561
,559
,559
,553
,566
,568
,555
,543
,541
,546
,545
,549
,558
,575
,594
,591
,584
,579
,579
,575
,564
,569
,573
,577
,580
,597
,597
,596
,596
,588
,581
,583
,582
,574
,570
,573
,573
,584
,584
,591
,594
,595
,606
,606
,599
,594
,588
,576
,570
,566
,566
,564
,560
,573
,576
,585
,582
,592
,588
,576
,584
,575
,572
,574
,580
,579
,578
,578
,577
,568
,571
,565
,567
,563
,563
,564
,561
,557
,559
,565
,565
,570
,575
,573
,564
,575
,579
,581
,589
,588
,587
,580
,574
,559
,555
,551
,550
,554
,549
,556
,559
,553
,556
,561
,567
,565
,562
,569
,579
,577
,563
,564
,564
,554
,557
,570
,579
,567
,560
,568
,585
,597
,601
,605
,614
,614
,605
,595
,606
,604
,595
,583
,584
,585
,585
,595
,611
,621
,612
,597
,601
,596
,583
,567
,557
,550
,544
,544
,543
,558
,577
,580
,594
,606
,604
,594
,599
,597
,596
,580
,576
,575
,567
,559
,554
,563
,568
,571
,585
,587
,597
,599
,613
,656
,660
,661
,663
,638
,620
,598
,585
,582
,575
,581
,600
,621
,611
,618
,608
,603
,593
,587
,588
,595
,587
,583
,582
,592
,599
,603
,598
,602
,592
,577
,561
,551
,550
,575
,612
,614
,626
,622
,595
,577
,555
,545
,537
,543
,555
,571
,587
,576
,560
,558
,566
,560
,550
,541
,536
,536
,538
,539
,536
,530
,538
,545
,547
,553
,569
,579
,576
,590
,605
,601
,590
,592
,590
,581
,570
,575
,563
,557
,563
,568
,570
,568
,581
,582
,575
,572
,579
,584
,585
,578
,575
,576
,582
,581
,577
,578
,587
,596
,596
,598
,614
,632
,618
,607
,596
,587
,590
,586
,575
,570
,571
,574
,570
,572
,568
,563
,569
,569
,567
,571
,568
,562
,567
,580
,579
,591
,597
,597
,588
,585
,594
,592
,579
,576
,580
,576
,575
,576
,578
,585
,595
,614
,623
,624
,627
,621
,610
,599
,596
,583
,575
,572
,580
,587
,583
,591
,588
,603
,599
,599
,591
,583
,570
,561
,566
,572
,571
,575
,576
,582
,579
,575
,577
,574
,572
,568
,563
,571
,575
,572
,584
,594
,596
,602
,607
,616
,611
,599
,587
,582
,572
,559
,552
,546
,539
,535
,538
,543
,552
,570
,574
,582
,584
,572
,571
,578
,588
,591
,590
,592
,588
,573
,576
,580
,604
,599
,590
,583
,587
,587
,594
,583
,582
,584
,587
,580
,570
,579
,578
,571
,573
,567
,568
,570
,566
,570
,564
,567
,560
,551
,541
,537
,528
,528
,525
,536
,540
,550
,555
,569
,577
,571
,568
,560
,562
,563
,550
,538
,538
,543
,545
,542
,546
,549
,545
,536
,543
,546
,549
,551
,555
,560
,573
,573
,573
,572
,567
,565
,561
,573
,579
,578
,575
,571
,566
,563
,569
,570
,582
,586
,592
,588
,580
,587
,588
,570
,563
,570
,597
,584
,563
,551
,540
,539
,546
,555
,569
,580
,590
,592
,599
,608
,608
,597
,595
,596
,604
,606
,608
,621
,640
,656
,651
,635
,621
,604
,587
,591
,601
,605
,623
,620
,628
,635
,640
,618
,615
,613
,603
,583
,572
,570
,579
,587
,599
,601
,610
,619
,631
,625
,625
,635
,627
,618
,619
,617
,612
,609
,615
,605
,598
,592
,588
,580
,579
,584
,590
,590
,600
,625
,615
,599
,588
,597
,591
,592
,600
,611
,606
,609
,619
,615
,606
,598
,596
,599
,597
,593
,590
,578
,579
,580
,578
,597
,596
,607
,614
,620
,612
,608
,607
,607
,605
,606
,601
,593
,581
,581
,574
,576
,574
,574
,568
,561
,558
,564
,571
,584
,595
,616
,621
,617
,621
,624
,614
,601
,599
,614
,631
,630
,609
,597
,608
,604
,609
,605
,583
,576
,581
,582
,574
,574
,587
,595
,591
,582
,579
,588
,598
,610
,610
,611
,621
,623
,617
,617
,618
,611
,614
,624
,625
,614
,616
,634
,619
,613
,615
,611
,604
,596
,585
,594
,604
,617
,617
,597
,584
,570
,567
,569
,568
,565
,569
,590
,605
,619
,617
,592
,579
,569
,560
,549
,540
,533
,528
,523
,522
,538
,554
,559
,561
,569
,566
,572
,569
,566
,562
,567
,571
,565
,547
,537
,538
,534
,520
,516
,510
,514
,523
,526
,518
,517
,513
,514
,507
,504
,504
,503
,503
,503
,498
,496
,497
,494
,494
,488
,483
,482
,484
,489
,491
,496
,507
,515
,543
,599
,627
,653
,692
,726
,708
,706
,702
,668
,636
,648
,644
,614
,601
,622
,617
,612
,612
,636
,634
,638
,648
,643
,630
,623
,625
,612
,595
,592
,602
,617
,599
,589
,595
,596
,593
,579
,587
,569
,558
,552
,551
,559
,567
,568
,576
,575
,563
,554
,561
,573
,612
,628
,623
,587
,578
,578
,577
,581
,580
,573
,554
,548
,541
,543
,552
,551
,543
,540
,551
,582
,607
,622
,627
,616
,594
,583
,597
,611
,630
,633
,632
,627
,629
,631
,622
,618
,617
,610
,607
,613
,617
,610
,607
,609
,617
,625
,620
,616
,622
,618
,606
,601
,598
,604
,604
,600
,591
,602
,613
,607
,600
,601
,602
,597
,591
,593
,596
,594
,585
,587
,594
,615
,628
,610
,606
,607
,622
,624
,630
,633
,640
,629
,632
,632
,636
,617
,606
,605
,610
,607
,600
,607
,600
,600
,591
,587
,583
,582
,578
,570
,570
,578
,580
,585
,606
,616
,619
,603
,586
,584
,586
,578
,577
,577
,579
,574
,568
,568
,573
,569
,569
,573
,587
,592
,586
,576
,566
,557
,551
,541
,533
,534
,539
,545
,550
,553
,558
,561
,560
,569
,575
,562
,552
,544
,539
,535
,535
,540
,540
,548
,546
,545
,551
,558
,554
,547
,543
,543
,552
,545
,547
,565
,598
,617
,626
,622
,614
,593
,597
,598
,603
,603
,612
,638
,664
,684
,675
,686
,670
,638
,622
,620
,631
,632
,633
,649
,657
,638
,639
,642
,636
,620
,615
,620
,629
,614
,606
,606
,606
,607
,611
,625
,639
,648
,646
,643
,635
,623
,613
,612
,619
,610
,614
,617
,617
,595
,570
,560
,548
,532
,523
,520
,521
,524
,521
,522
,522
,526
,530
,525
,521
,515
,514
,513
,508
,505
,501
,497
,494
,488
,486
,485
,483
,480
,481
,480
,482
,485
,487
,492
,499
,518
,553
,581
,592
,583
,592
,598
,596
,603
,610
,634
,637
,625
,625
,626
,618
,610
,607
,602
,582
,580
,582
,589
,591
,595
,612
,627
,618
,609
,615
,620
,611
,607
,611
,622
,611
,611
,621
,619
,602
,590
,587
,587
,572
,568
,564
,555
,556
,569
,599
,610
,615
,611
,617
,629
,624
,631
,625
,634
,630
,624
,619
,613
,587
,572
,565
,560
,564
,560
,572
,583
,598
,604
,590
,584
,570
,555
,545
,536
,531
,538
,542
,558
,569
,580
,584
,599
,588
,585
,572
,568
,565
,551
,545
,547
,547
,560
,563
,567
,571
,582
,592
,588
,579
,568
,558
,549
,539
,534
,540
,555
,571
,586
,605
,618
,619
,618
,630
,619
,607
,589
,574
,555
,549
,561
,596
,613
,627
,640
,622
,593
,566
,562
,566
,566
,571
,588
,591
,591
,591
,590
,576
,564
,551
,543
,531
,533
,532
,532
,541
,560
,585
,615
,613
,626
,641
,640
,621
,597
,585
,583
,574
,557
,547
,543
,549
,592
,698
,802
,807
,812
,788
,750
,708
,692
,678
,667
,650
,646
,666
,693
,768
,819
,813
,757
,701
,652
,617
,603
,588
,582
,573
,568
,571
,599
,658
,790
,822
,815
,790
,737
,706
,673
,632
,626
,618
,616
,612
,627
,651
,680
,730
,759
,720
,689
,658
,619
,596
,580
,580
,581
,579
,580
,581
,584
,592
,611
,653
,698
,705
,709
,680
,644
,617
,598
,585
,573
,572
,562
,561
,560
,568
,585
,604
,642
,680
,688
,677
,646
,607
,581
,570
,557
,558
,558
,564
,573
,586
,607
,639
,696
,730
,713
,692
,666
,669
,655
,658
,630
,611
,601
,590
,597
,608
,628
,654
,680
,665
,647
,628
,613
,596
,584
,575
,562
,562
,564
,572
,581
,585
,597
,611
,653
,673
,662
,650
,630
,616
,599
,591
,577
,565
,565
,568
,565
,577
,585
,599
,628
,646
,660
,668
,665
,640
,617
,600
,585
,576
,574
,575
,571
,574
,580
,597
,621
,659
,677
,675
,662
,640
,618
,592
,584
,576
,579
,579
,588
,608
,624
,645
,682
,741
,731
,715
,688
,663
,647
,635
,628
,617
,600
,591
,594
,603
,632
,642
,676
,698
,713
,698
,677
,662
,630
,606
,594
,580
,572
,572
,576
,578
,578
,592
,612
,633
,644
,639
,620
,602
,590
,577
,572
,570
,568
,571
,566
,561
,555
,552
,555
,564
,568
,573
,582
,572
,557
,553
,552
,549
,547
,546
,549
,545
,542
,539
,533
,528
,530
,537
,531
,523
,516
,507
,503
,503
,504
,511
,504
,501
,499
,500
,506
,510
,520
,527
,537
,551
,570
,583
,585
,581
,576
,574
,563
,549
,545
,539
,539
,531
,532
,530
,538
,544
,555
,558
,568
,587
,602
,633
,610
,621
,641
,636
,611
,591
,591
,596
