Time,RtoR
25/08/2017 11:01:32.428,50
,19969
,143
,129
,243
,687
,244
,31
,590
,351
,288
,151
,179
,3140
,4990
,1668
,2958
,1974
,1819
,823
,1544
,1661
,931
,941
,994
,980
,901
,930
,944
,844
,861
,912
,865
,934
,1058
,948
,936
,928
,890
,834
,841
,830
,780
,836
,877
,860
,884
,904
,871
,846
,839
,806
,781
,832
,893
,849
,834
,849
,851
,796
,824
,807
,784
,783
,815
,821
,783
,836
,868
,828
,819
,836
,847
,788
,823
,828
,801
,744
,728
,766
,789
,840
,875
,838
,840
,841
,821
,823
,858
,884
,868
,865
,867
,890
,866
,897
,902
,868
,843
,844
,863
,824
,842
,865
,869
,838
,855
,838
,787
,807
,793
,787
,750
,783
,798
,774
,803
,822
,809
,785
,805
,809
,794
,791
,780
,775
,756
,765
,776
,804
,782
,840
,866
,842
,789
,606
,127
,797
,243
,526
,785
,774
,775
,813
,819
,814
,812
,810
,814
,817
,820
,845
,896
,904
,943
,932
,889
,890
,925
,931
,879
,908
,907
,880
,859
,876
,890
,828
,856
,849
,797
,851
,858
,830
,842
,844
,835
,826
,873
,860
,813
,833
,824
,814
,791
,813
,841
,846
,876
,898
,895
,894
,905
,869
,863
,869
,863
,827
,878
,913
,885
,910
,920
,878
,886
,880
,839
,855
,869
,844
,889
,924
,924
,927
,952
,924
,911
,910
,872
,864
,893
,900
,856
,873
,870
,822
,857
,872
,863
,875
,906
,892
,844
,861
,872
,832
,856
,862
,868
,852
,868
,832
,775
,433
,288
,773
,743
,753
,781
,796
,789
,772
,755
,729
,709
,688
,673
,671
,665
,682
,708
,721
,819
,831
,855
,836
,828
,835
,837
,866
,867
,781
,725
,798
,786
,849
,882
,871
,848
,854
,831
,813
,810
,845
,875
,882
,942
,975
,919
,908
,901
,860
,816
,899
,963
,904
,899
,886
,849
,872
,887
,869
,814
,843
,840
,792
,848
,865
,834
,866
,882
,887
,873
,894
,892
,818
,879
,890
,826
,839
,843
,828
,802
,861
,887
,876
,903
,913
,893
,850
,859
,837
,845
,882
,946
,873
,954
,972
,929
,951
,928
,872
,859
,887
,924
,903
,962
,930
,853
,908
,895
,851
,864
,890
,895
,887
,1001
,985
,888
,908
,909
,844
,873
,861
,842
,792
,771
,719
,795
,842
,815
,790
,809
,819
,816
,831
,814
,829
,801
,783
,773
,789
,822
,873
,967
,955
,1016
,1026
,954
,965
,945
,878
,922
,961
,929
,923
,972
,929
,830
,831
,810
,770
,812
,843
,834
,889
,909
,865
,866
,891
,899
,848
,886
,863
,826
,897
,978
,952
,1022
,1018
,941
,939
,896
,899
,896
,865
,861
,898
,875
,825
,867
,867
,846
,855
,873
,849
,843
,869
,834
,824
,876
,923
,891
,930
,917
,846
,887
,900
,846
,875
,894
,892
,862
,894
,894
,850
,878
,865
,810
,851
,873
,887
,868
,919
,929
,902
,1001
,998
,953
,935
,877
,829
,790
,770
,801
,929
,924
,983
,999
,947
,899
,897
,887
,822
,872
,926
,888
,943
,996
,953
,971
,1048
,1020
,1000
,998
,964
,946
,973
,920
,877
,941
,932
,876
,921
,918
,842
,872
,910
,862
,847
,918
,906
,870
,869
,881
,842
,832
,855
,850
,796
,861
,896
,901
,896
,954
,905
,920
,886
,873
,808
,845
,854
,828
,901
,958
,903
,926
,926
,880
,864
,874
,858
,811
,852
,879
,823
,883
,847
,801
,798
,800
,819
,768
,829
,808
,793
,779
,781
,732
,713
,763
,827
,881
,826
,795
,793
,798
,796
,805
,799
,798
,797
,794
,815
,823
,807
,862
,892
,932
,875
,909
,930
,880
,842
,972
,1021
,955
,978
,965
,875
,926
,931
,880
,939
,979
,947
,966
,949
,918
,944
,888
,867
,892
,923
,878
,1006
,1028
,987
,1011
,959
,866
,852
,819
,768
,762
,745
,736
,717
,706
,700
,679
,703
,732
,767
,748
,836
,861
,830
,870
,879
,885
,866
,892
,892
,825
,873
,863
,799
,840
,853
,857
,868
,920
,917
,865
,897
,887
,823
,854
,863
,810
,873
,903
,849
,903
,921
,853
,931
,921
,840
,888
,879
,865
,869
,907
,898
,932
,915
,854
,887
,896
,864
,924
,954
,923
,878
,875
,840
,781
,838
,883
,882
,957
,967
,902
,915
,897
,822
,838
,838
,791
,820
,814
,769
,783
,805
,882
,850
,908
,928
,887
,878
,884
,862
,876
,917
,899
,880
,882
,890
,827
,853
,838
,798
,798
,785
,813
,773
,825
,865
,851
,829
,876
,885
,829
,858
,857
,842
,849
,903
,907
,882
,929
,955
,879
,887
,891
,862
,861
,897
,905
,847
,884
,877
,818
,873
,873
,818
,850
,857
,838
,841
,869
,847
,819
,847
,839
,779
,811
,804
,810
,785
,879
,885
,856
,911
,926
,824
,827
,765
,705
,744
,725
,744
,830
,819
,795
,772
,752
,728
,711
,695
,689
,696
,708
,740
,747
,799
,823
,809
,813
,797
,769
,780
,776
,738
,767
,757
,786
,759
,819
,866
,923
,842
,932
,920
,840
,851
,884
,890
,851
,905
,949
,897
,964
,987
,901
,922
,904
,835
,869
,906
,903
,876
,915
,909
,888
,831
,808
,774
,747
,717
,704
,687
,658
,659
,650
,642
,634
,633
,620
,612
,607
,610
,608
,606
,604
,606
,608
,608
,607
,612
,610
,610
,615
,622
,629
,646
,708
,782
,812
,827
,828
,1016
,1082
,1016
,946
,1029
,1089
,966
,1189
,1291
,1136
,1171
,1209
,1149
,1152
,1174
,1153
,1066
,1197
,1230
,1118
,1092
,1138
,1051
,885
,795
,917
,1068
,1200
,1089
,1074
,1069
,1036
,914
,881
,838
,811
,771
,771
,770
,863
,1114
,1176
,1165
,1142
,1100
