Time,BreathingWaveform
23/08/2017 15:04:50.409,6688107
23/08/2017 15:04:50.449,6685531
23/08/2017 15:04:50.489,6684900
23/08/2017 15:04:50.529,6684900
23/08/2017 15:04:50.569,6684900
23/08/2017 15:04:50.609,6685005
23/08/2017 15:04:50.649,6686214
23/08/2017 15:04:50.689,6686372
23/08/2017 15:04:50.729,6686582
23/08/2017 15:04:50.769,6688212
23/08/2017 15:04:50.809,6687528
23/08/2017 15:04:50.849,6688107
23/08/2017 15:04:50.889,6688107
23/08/2017 15:04:50.929,6687844
23/08/2017 15:04:50.969,6688212
23/08/2017 15:04:51.009,6688159
23/08/2017 15:04:51.049,6688632
23/08/2017 15:04:51.089,6688212
23/08/2017 15:04:51.129,6688527
23/08/2017 15:04:51.169,6689316
23/08/2017 15:04:51.209,6690367
23/08/2017 15:04:51.249,6691103
23/08/2017 15:04:51.289,6692628
23/08/2017 15:04:51.329,6693311
23/08/2017 15:04:51.369,6692680
23/08/2017 15:04:51.409,6693259
23/08/2017 15:04:51.449,6694678
23/08/2017 15:04:51.489,6693784
23/08/2017 15:04:51.529,6694888
23/08/2017 15:04:51.569,6694152
23/08/2017 15:04:51.609,6692943
23/08/2017 15:04:51.649,6692575
23/08/2017 15:04:51.689,6691524
23/08/2017 15:04:51.729,6691891
23/08/2017 15:04:51.769,6691103
23/08/2017 15:04:51.809,6690472
23/08/2017 15:04:51.849,6689841
23/08/2017 15:04:51.889,6689894
23/08/2017 15:04:51.929,6689526
23/08/2017 15:04:51.969,6689894
23/08/2017 15:04:52.009,6690577
23/08/2017 15:04:52.049,6689263
23/08/2017 15:04:52.089,6688054
23/08/2017 15:04:52.129,6687896
23/08/2017 15:04:52.169,6687476
23/08/2017 15:04:52.209,6686319
23/08/2017 15:04:52.249,6686582
23/08/2017 15:04:52.289,6685583
23/08/2017 15:04:52.329,6685636
23/08/2017 15:04:52.369,6685426
23/08/2017 15:04:52.409,6684847
23/08/2017 15:04:52.449,6685057
23/08/2017 15:04:52.489,6683848
23/08/2017 15:04:52.529,6683743
23/08/2017 15:04:52.569,6683953
23/08/2017 15:04:52.609,6683638
23/08/2017 15:04:52.649,6683375
23/08/2017 15:04:52.689,6684006
23/08/2017 15:04:52.729,6683480
23/08/2017 15:04:52.769,6683901
23/08/2017 15:04:52.809,6683848
23/08/2017 15:04:52.849,6683375
23/08/2017 15:04:52.889,6683217
23/08/2017 15:04:52.929,6683375
23/08/2017 15:04:52.969,6681640
23/08/2017 15:04:53.009,6681640
23/08/2017 15:04:53.049,6682902
23/08/2017 15:04:53.089,6682219
23/08/2017 15:04:53.129,6679433
23/08/2017 15:04:53.169,6666342
23/08/2017 15:04:53.209,6643106
23/08/2017 15:04:53.249,6623708
23/08/2017 15:04:53.289,6606096
23/08/2017 15:04:53.329,6599998
23/08/2017 15:04:53.369,6595214
23/08/2017 15:04:53.409,6603100
23/08/2017 15:04:53.449,6612457
23/08/2017 15:04:53.489,6615559
23/08/2017 15:04:53.529,6613877
23/08/2017 15:04:53.569,6607253
23/08/2017 15:04:53.609,6595635
23/08/2017 15:04:53.649,6585699
23/08/2017 15:04:53.689,6581441
23/08/2017 15:04:53.729,6579075
23/08/2017 15:04:53.769,6592743
23/08/2017 15:04:53.809,6589064
23/08/2017 15:04:53.849,6576657
23/08/2017 15:04:53.889,6574396
23/08/2017 15:04:53.929,6612247
23/08/2017 15:04:53.969,6621710
23/08/2017 15:04:54.009,6622867
23/08/2017 15:04:54.049,6626967
23/08/2017 15:04:54.089,6627966
23/08/2017 15:04:54.129,6629280
23/08/2017 15:04:54.169,6627966
23/08/2017 15:04:54.209,6628229
23/08/2017 15:04:54.249,6628334
23/08/2017 15:04:54.289,6628439
23/08/2017 15:04:54.329,6627230
23/08/2017 15:04:54.369,6627493
23/08/2017 15:04:54.409,6627230
23/08/2017 15:04:54.449,6627177
23/08/2017 15:04:54.489,6627177
23/08/2017 15:04:54.529,6626967
23/08/2017 15:04:54.569,6626862
23/08/2017 15:04:54.609,6626231
23/08/2017 15:04:54.649,6626231
23/08/2017 15:04:54.689,6626283
23/08/2017 15:04:54.729,6625495
23/08/2017 15:04:54.769,6626599
23/08/2017 15:04:54.809,6626546
23/08/2017 15:04:54.849,6626178
23/08/2017 15:04:54.889,6626336
23/08/2017 15:04:54.929,6626704
23/08/2017 15:04:54.969,6626126
23/08/2017 15:04:55.009,6626231
23/08/2017 15:04:55.049,6626389
23/08/2017 15:04:55.089,6626389
23/08/2017 15:04:55.129,6625968
23/08/2017 15:04:55.169,6625547
23/08/2017 15:04:55.209,6625968
23/08/2017 15:04:55.249,6626283
23/08/2017 15:04:55.289,6625705
23/08/2017 15:04:55.329,6625968
23/08/2017 15:04:55.369,6625074
23/08/2017 15:04:55.409,6624601
23/08/2017 15:04:55.449,6624706
23/08/2017 15:04:55.489,6624233
23/08/2017 15:04:55.529,6624444
23/08/2017 15:04:55.569,6624023
23/08/2017 15:04:55.609,6624444
23/08/2017 15:04:55.649,6624812
23/08/2017 15:04:55.689,6624023
23/08/2017 15:04:55.729,6624654
23/08/2017 15:04:55.769,6624759
23/08/2017 15:04:55.809,6624917
23/08/2017 15:04:55.849,6624549
23/08/2017 15:04:55.889,6625022
23/08/2017 15:04:55.929,6624444
23/08/2017 15:04:55.969,6624601
23/08/2017 15:04:56.009,6624654
23/08/2017 15:04:56.049,6624496
23/08/2017 15:04:56.089,6624706
23/08/2017 15:04:56.129,6623602
23/08/2017 15:04:56.169,6624023
23/08/2017 15:04:56.209,6623024
23/08/2017 15:04:56.249,6622814
23/08/2017 15:04:56.289,6623865
23/08/2017 15:04:56.329,6624233
23/08/2017 15:04:56.369,6623918
23/08/2017 15:04:56.409,6623865
23/08/2017 15:04:56.449,6623287
23/08/2017 15:04:56.489,6622972
23/08/2017 15:04:56.529,6622972
23/08/2017 15:04:56.569,6624496
23/08/2017 15:04:56.609,6624076
23/08/2017 15:04:56.649,6623655
23/08/2017 15:04:56.689,6624286
23/08/2017 15:04:56.729,6624444
23/08/2017 15:04:56.769,6623865
23/08/2017 15:04:56.809,6624128
23/08/2017 15:04:56.849,6624233
23/08/2017 15:04:56.889,6624338
23/08/2017 15:04:56.929,6624444
23/08/2017 15:04:56.969,6624338
23/08/2017 15:04:57.009,6623918
23/08/2017 15:04:57.049,6623655
23/08/2017 15:04:57.089,6623865
23/08/2017 15:04:57.129,6623182
23/08/2017 15:04:57.169,6622814
23/08/2017 15:04:57.209,6622814
23/08/2017 15:04:57.249,6622656
23/08/2017 15:04:57.289,6621973
23/08/2017 15:04:57.329,6622814
23/08/2017 15:04:57.369,6622393
23/08/2017 15:04:57.409,6622814
23/08/2017 15:04:57.449,6622761
23/08/2017 15:04:57.489,6621763
23/08/2017 15:04:57.529,6622131
23/08/2017 15:04:57.569,6621710
23/08/2017 15:04:57.609,6622393
23/08/2017 15:04:57.649,6622236
23/08/2017 15:04:57.689,6621605
23/08/2017 15:04:57.729,6621920
23/08/2017 15:04:57.769,6621868
23/08/2017 15:04:57.809,6621289
23/08/2017 15:04:57.849,6621395
23/08/2017 15:04:57.889,6621447
23/08/2017 15:04:57.929,6621710
23/08/2017 15:04:57.969,6621920
23/08/2017 15:04:58.009,6621237
23/08/2017 15:04:58.049,6621079
23/08/2017 15:04:58.089,6620659
23/08/2017 15:04:58.129,6621027
23/08/2017 15:04:58.169,6621447
23/08/2017 15:04:58.209,6620869
23/08/2017 15:04:58.249,6620238
23/08/2017 15:04:58.289,6620554
23/08/2017 15:04:58.329,6620554
23/08/2017 15:04:58.369,6620448
23/08/2017 15:04:58.409,6619029
23/08/2017 15:04:58.449,6620554
23/08/2017 15:04:58.489,6619765
23/08/2017 15:04:58.529,6620028
23/08/2017 15:04:58.569,6619817
23/08/2017 15:04:58.609,6620133
23/08/2017 15:04:58.649,6619870
23/08/2017 15:04:58.689,6620028
23/08/2017 15:04:58.729,6619712
23/08/2017 15:04:58.769,6619397
23/08/2017 15:04:58.809,6618661
23/08/2017 15:04:58.849,6619186
23/08/2017 15:04:58.889,6619344
23/08/2017 15:04:58.929,6619186
23/08/2017 15:04:58.969,6619660
23/08/2017 15:04:59.009,6618871
23/08/2017 15:04:59.049,6619660
23/08/2017 15:04:59.089,6619660
23/08/2017 15:04:59.129,6619029
23/08/2017 15:04:59.169,6619817
23/08/2017 15:04:59.209,6619186
23/08/2017 15:04:59.249,6619029
23/08/2017 15:04:59.289,6619081
23/08/2017 15:04:59.329,6618871
23/08/2017 15:04:59.369,6618608
23/08/2017 15:04:59.409,6618661
23/08/2017 15:04:59.449,6618503
23/08/2017 15:04:59.489,6618345
23/08/2017 15:04:59.529,6618293
23/08/2017 15:04:59.569,6617820
23/08/2017 15:04:59.609,6617399
23/08/2017 15:04:59.649,6618556
23/08/2017 15:04:59.689,6618188
23/08/2017 15:04:59.729,6617452
23/08/2017 15:04:59.769,6617925
23/08/2017 15:04:59.809,6617031
23/08/2017 15:04:59.849,6616979
23/08/2017 15:04:59.889,6616663
23/08/2017 15:04:59.929,6617872
23/08/2017 15:04:59.969,6615770
23/08/2017 15:05:00.009,6616873
23/08/2017 15:05:00.049,6617136
23/08/2017 15:05:00.089,6616611
23/08/2017 15:05:00.129,6618030
23/08/2017 15:05:00.169,6617347
23/08/2017 15:05:00.209,6617977
23/08/2017 15:05:00.249,6618345
23/08/2017 15:05:00.289,6618082
23/08/2017 15:05:00.329,6618924
23/08/2017 15:05:00.369,6618082
23/08/2017 15:05:00.409,6618503
23/08/2017 15:05:00.449,6618713
23/08/2017 15:05:00.489,6618871
23/08/2017 15:05:00.529,6617977
23/08/2017 15:05:00.569,6618345
23/08/2017 15:05:00.609,6617031
23/08/2017 15:05:00.649,6616611
23/08/2017 15:05:00.689,6616663
23/08/2017 15:05:00.729,6616716
23/08/2017 15:05:00.769,6616663
23/08/2017 15:05:00.809,6616085
23/08/2017 15:05:00.849,6615559
23/08/2017 15:05:00.889,6616400
23/08/2017 15:05:00.929,6615770
23/08/2017 15:05:00.969,6615664
23/08/2017 15:05:01.009,6615612
23/08/2017 15:05:01.049,6615191
23/08/2017 15:05:01.089,6614876
23/08/2017 15:05:01.129,6614508
23/08/2017 15:05:01.169,6614560
23/08/2017 15:05:01.209,6614981
23/08/2017 15:05:01.249,6614298
23/08/2017 15:05:01.289,6614876
23/08/2017 15:05:01.329,6614403
23/08/2017 15:05:01.369,6614192
23/08/2017 15:05:01.409,6613193
23/08/2017 15:05:01.449,6613141
23/08/2017 15:05:01.489,6613298
23/08/2017 15:05:01.529,6613404
23/08/2017 15:05:01.569,6612983
23/08/2017 15:05:01.609,6614455
23/08/2017 15:05:01.649,6614298
23/08/2017 15:05:01.689,6613404
23/08/2017 15:05:01.729,6611984
23/08/2017 15:05:01.769,6610985
23/08/2017 15:05:01.809,6610197
23/08/2017 15:05:01.849,6609934
23/08/2017 15:05:01.889,6609093
23/08/2017 15:05:01.929,6608883
23/08/2017 15:05:01.969,6608830
23/08/2017 15:05:02.009,6608305
23/08/2017 15:05:02.049,6607200
