Time,HR,BR,SkinTemp,Posture,Activity,PeakAccel,BatteryVolts,BatteryLevel,BRAmplitude,BRNoise,BRConfidence,ECGAmplitude,ECGNoise,HRConfidence,HRV,SystemConfidence,GSR,ROGState,ROGTime,VerticalMin,VerticalPeak,LateralMin,LateralPeak,SagittalMin,SagittalPeak,DeviceTemp,StatusInfo,LinkQuality,RSSI,TxPower,CoreTemp,AuxADC1,AuxADC2,AuxADC3
23/08/2017 15:04:50.409,65,8.1,-3276.8,-89,0.11,0.16,4.087,81,5688.000,65535.000,255,0.000000,0.002000,0,65535,0,65535,1,2,-0.04,0.00,0.01,0.07,1.00,1.07,25.5,528,255,-128,-128,6553.5,415,421,484
23/08/2017 15:04:51.409,65,8.1,-3276.8,-89,0.06,0.09,4.077,79,5096.000,65535.000,255,0.000000,0.001720,0,65535,0,65535,0,0,-0.06,0.00,0.01,0.07,1.00,1.07,25.5,531,255,-128,-128,6553.5,414,421,483
23/08/2017 15:04:52.409,65,7.3,-3276.8,-89,0.03,0.19,4.073,78,4495.000,65535.000,255,0.005280,0.007620,0,65535,0,65535,0,0,-0.28,0.00,0.01,0.13,1.00,1.10,25.5,531,255,-128,-128,6553.5,414,421,483
23/08/2017 15:04:53.409,65,7.3,-3276.8,-89,0.08,0.31,4.072,78,3875.000,65535.000,255,0.005280,0.020760,0,65535,0,65535,0,0,-0.31,0.10,-0.32,0.39,0.60,1.36,25.5,531,255,-128,-128,6553.5,414,421,484
23/08/2017 15:04:54.409,65,7.6,-3276.8,-89,0.01,0.03,4.072,78,3374.000,65535.000,255,0.005280,0.010400,0,65535,0,65535,0,0,-0.04,0.01,0.01,0.09,1.00,1.08,25.5,531,255,-128,-128,6553.5,415,422,484
23/08/2017 15:04:55.409,65,7.6,-3276.8,-89,0.01,0.04,4.071,78,2896.000,65535.000,255,0.005280,0.005420,0,65535,0,65535,0,0,-0.04,0.00,0.01,0.09,1.00,1.07,25.5,531,255,-128,-128,6553.5,413,422,483
23/08/2017 15:04:56.409,65,7.8,-3276.8,-89,0.01,0.03,4.071,78,2515.000,65535.000,255,0.004520,0.003740,0,65535,0,65535,0,0,-0.04,0.01,0.01,0.07,1.01,1.07,25.5,531,255,-128,-128,6553.5,414,421,484
23/08/2017 15:04:57.409,0,7.8,-3276.8,-89,0.01,0.03,4.071,78,2158.000,65535.000,255,0.000800,0.002460,0,65535,0,65535,0,0,-0.04,0.01,0.01,0.08,1.00,1.07,25.5,531,255,-128,-128,6553.5,415,421,484
23/08/2017 15:04:58.409,0,8.1,-3276.8,-89,0.01,0.03,4.071,78,1874.000,65535.000,255,0.000800,0.001900,0,65535,0,65535,0,0,-0.04,0.00,0.01,0.07,1.00,1.07,25.5,531,255,-128,-128,6553.5,414,421,469
23/08/2017 15:04:59.409,0,8.1,-3276.8,-89,0.01,0.03,4.071,78,1609.000,65535.000,255,0.000800,0.001740,0,65535,0,65535,0,0,-0.06,0.00,0.01,0.07,1.01,1.08,25.5,531,255,-128,-128,6553.5,414,421,484
23/08/2017 15:05:00.409,0,8.4,-3276.8,-89,0.01,0.03,4.066,77,1397.000,65535.000,255,0.000800,0.001720,0,65535,0,65535,0,0,-0.06,0.01,0.01,0.08,1.00,1.07,25.5,531,255,-128,-128,6553.5,414,422,483
23/08/2017 15:05:01.409,0,8.4,-3276.8,-89,0.01,0.04,4.061,76,1202.000,65535.000,255,0.000800,0.004000,0,65535,0,65535,0,0,-0.03,0.00,0.01,0.09,1.00,1.08,25.5,531,255,-128,-128,6553.5,415,422,483
23/08/2017 15:05:02.409,0,7.6,-3276.8,-89,0.03,0.08,4.060,76,1062.000,65535.000,255,0.000800,0.009720,0,65535,0,65535,0,0,-0.04,0.01,0.03,0.14,1.00,1.07,25.5,531,255,-128,-128,6553.5,414,421,483
23/08/2017 15:05:03.409,0,7.6,-3276.8,-90,0.05,0.18,4.060,76,931.000,65535.000,255,0.000800,0.014020,0,65535,0,65535,0,0,-0.06,0.18,-0.04,0.08,0.96,1.08,25.5,531,255,-128,-128,6553.5,410,407,460
23/08/2017 15:05:04.409,0,7.1,-3276.8,-94,0.14,0.20,4.060,76,811.000,65535.000,255,0.000800,0.009920,0,65535,0,65535,0,0,0.15,0.27,-0.07,0.03,0.93,1.14,25.5,531,255,-128,-128,6553.5,415,422,483
23/08/2017 15:05:05.409,0,7.1,-3276.8,-100,0.16,0.21,4.060,76,700.000,65535.000,255,0.000800,0.005480,0,65535,0,65535,0,0,0.24,0.38,-0.15,-0.03,0.93,1.02,25.5,531,255,-128,-128,6553.5,415,421,484
23/08/2017 15:05:06.409,0,7.0,-3276.8,-107,0.19,0.45,4.060,76,618.000,65535.000,255,0.000800,0.006320,0,65535,0,65535,0,0,0.30,0.75,-0.32,-0.06,0.68,1.00,25.5,531,255,-128,-128,6553.5,414,421,484
23/08/2017 15:05:07.409,0,7.0,-3276.8,-115,0.58,0.83,4.060,76,535.000,65535.000,255,0.000800,0.014060,0,65535,0,65535,0,0,0.19,0.77,-0.89,-0.27,0.22,0.71,25.5,531,255,-128,-128,6553.5,414,421,483
23/08/2017 15:05:08.409,0,6.9,-3276.8,-111,0.34,0.59,4.060,76,475.000,65535.000,255,0.000800,0.014320,0,65535,0,65535,0,0,0.16,0.54,-0.87,-0.54,0.38,0.93,25.5,531,255,-128,-128,6553.5,414,421,484
23/08/2017 15:05:09.409,0,6.9,-3276.8,-108,0.21,0.68,4.060,76,427.000,65535.000,255,0.000800,0.010140,0,65535,0,65535,0,0,0.12,0.53,-0.69,-0.34,0.27,1.40,25.5,531,255,-128,-128,6553.5,414,421,483
