Time,HR,BR,SkinTemp,Posture,Activity,PeakAccel,BatteryVolts,BatteryLevel,BRAmplitude,BRNoise,BRConfidence,ECGAmplitude,ECGNoise,HRConfidence,HRV,SystemConfidence,GSR,ROGState,ROGTime,VerticalMin,VerticalPeak,LateralMin,LateralPeak,SagittalMin,SagittalPeak,DeviceTemp,StatusInfo,LinkQuality,RSSI,TxPower,CoreTemp,AuxADC1,AuxADC2,AuxADC3
23/08/2017 11:14:59.446,65,8.1,-3276.8,-97,0.11,0.15,4.147,91,5382.000,65535.000,255,0.000000,0.002960,0,65535,0,65535,0,0,0.10,0.16,0.21,0.28,0.95,1.02,24.6,531,255,-128,-128,6553.5,414,422,484
23/08/2017 11:15:00.446,65,8.1,-3276.8,-97,0.06,0.10,4.147,91,4829.000,65535.000,255,0.000000,0.004560,0,65535,0,65535,0,0,0.09,0.18,0.22,0.30,0.96,1.01,24.6,531,255,-128,-128,6553.5,414,422,484
23/08/2017 11:15:01.446,65,7.3,-3276.8,-97,0.05,0.25,4.147,91,4261.000,65535.000,255,0.005120,0.011840,0,65535,0,65535,0,0,-0.04,0.44,0.10,0.37,0.66,1.20,24.6,531,255,-128,-128,6553.5,414,421,484
23/08/2017 11:15:02.446,65,7.3,-3276.8,-99,0.18,0.46,4.147,91,3675.000,65535.000,255,0.005120,0.010380,0,65535,0,65535,0,0,0.09,0.37,0.20,0.59,0.54,1.38,24.6,531,255,-128,-128,6553.5,415,422,484
23/08/2017 11:15:03.446,65,7.6,-3276.8,-102,0.16,0.49,4.147,91,3197.000,65535.000,255,0.005120,0.013140,0,65535,0,65535,0,0,0.03,0.73,0.07,0.59,0.67,1.18,24.6,531,255,-128,-128,6553.5,414,422,483
23/08/2017 11:15:04.446,65,7.6,-3276.8,-109,0.44,0.67,4.146,91,2761.000,65535.000,255,0.005120,0.024900,0,65535,0,65535,0,0,-0.33,1.06,-0.18,0.54,0.16,1.25,24.6,531,255,-128,-128,6553.5,415,422,484
23/08/2017 11:15:05.446,65,7.8,-3276.8,-101,0.45,1.24,4.146,91,2427.000,65535.000,255,0.005120,0.021580,0,65535,0,65535,0,0,-0.42,1.21,-0.30,1.03,0.14,1.81,24.6,531,255,-128,-128,6553.5,415,421,484
23/08/2017 11:15:06.446,0,7.8,-3276.8,-101,0.35,1.61,4.146,91,2091.000,65535.000,255,0.000800,0.032320,0,65535,0,65535,0,0,-0.31,1.08,-0.56,0.74,0.40,2.57,24.6,531,255,-128,-128,6553.5,414,422,484
23/08/2017 11:15:07.446,0,8.0,-3276.8,-105,0.24,0.69,4.146,91,1818.000,65535.000,255,0.000800,0.036820,0,65535,0,65535,0,0,-0.02,1.03,0.03,0.60,0.34,1.28,24.6,531,255,-128,-128,6553.5,414,422,484
23/08/2017 11:15:08.446,65,8.0,-3276.8,-98,0.35,0.74,4.146,91,1565.000,65535.000,255,0.000800,0.038700,0,65535,0,65535,0,1,-0.57,0.38,-0.15,0.53,0.71,1.38,24.6,528,255,-128,-128,6553.5,415,422,484
