Time,RtoR
23/08/2017 15:59:58.409,1588
,16477
,281
,163
,371
,644
,348
,276
,264
,312
,152
,367
,7
,300
,352
,166
,209
,294
,3598
,154
,799
,352
,85
,339
,246
,1559
,8671
,848
,856
,843
,866
,863
,793
,838
,848
,786
,842
,879
,836
,831
,852
,858
,810
,879
,922
,847
,885
,934
,930
,865
,917
,988
,905
,946
,965
,894
,874
,893
,888
,809
,857
,887
,872
,791
,768
,791
,850
,923
,954
,929
,894
,834
,822
,815
,89
,686
,766
,817
,878
,953
,897
,942
,941
,923
,895
,913
,930
,875
,953
,980
,931
,901
,916
,898
,825
,858
,882
,865
,826
,863
,902
,871
,885
,895
,864
,807
,844
,862
,820
,875
,914
,877
,876
,869
,847
,787
,814
,822
,781
,805
,835
,851
,787
,839
,836
,833
,784
,844
,868
,864
,808
,841
,850
,815
,841
,881
,925
,878
,917
,917
,880
,865
,899
,896
,830
,888
,913
,891
,903
,928
,914
,872
,882
,867
,807
,863
,895
,874
,886
,925
,931
,853
,875
,902
,885
,847
,894
,883
,811
,825
,824
,845
,817
,955
,977
,911
,949
,953
,866
,870
,863
,867
,812
,867
,901
,857
,874
,858
,855
,803
,844
,865
,864
,829
,875
,873
,799
,745
,749
,779
,831
,905
,984
,950
,907
,860
,851
,822
,792
,783
,787
,801
,827
,801
,844
,854
,817
,836
,827
,799
,745
,775
,809
,904
,921
,909
,920
,898
,841
,208
,596
,763
,718
,719
,691
,706
,745
,802
,912
,1043
,1044
,1005
,960
,898
,825
,779
,740
,714
,708
,711
,805
,694
,341
,1132
,1107
,1063
,1004
,650
,48
,1119
,1616
,763
,886
,899
,917
,976
,952
,894
,873
,832
,811
,785
,758
,775
,789
,834
,922
,971
,963
,951
,898
,848
,811
,785
,762
,830
,882
,992
,999
,964
,925
,892
,827
,800
,772
,764
,812
,925
,1079
,1091
,1055
,991
,921
,857
,816
,783
,764
,844
,892
,1010
,1028
,987
,926
,877
,845
,817
,806
,808
,869
,937
,1002
,1003
,975
,955
,944
,881
,845
,817
,804
,850
,915
,955
,925
