Time,BreathingWaveform
09/08/2017 09:02:23.427,3994336
09/08/2017 09:02:23.467,6660980
09/08/2017 09:02:23.507,6664660
09/08/2017 09:02:23.547,6664660
09/08/2017 09:02:23.587,6664660
09/08/2017 09:02:23.627,6661926
09/08/2017 09:02:23.667,6608462
09/08/2017 09:02:23.707,6682797
09/08/2017 09:02:23.747,6503478
09/08/2017 09:02:23.787,6096162
09/08/2017 09:02:23.827,6650729
09/08/2017 09:02:23.867,6634012
09/08/2017 09:02:23.907,5825633
09/08/2017 09:02:23.947,6597633
09/08/2017 09:02:23.987,6615244
09/08/2017 09:02:24.027,6575290
09/08/2017 09:02:24.067,6595372
09/08/2017 09:02:24.107,6573713
09/08/2017 09:02:24.147,6567247
09/08/2017 09:02:24.187,6598947
09/08/2017 09:02:24.227,6638059
09/08/2017 09:02:24.267,6646050
09/08/2017 09:02:24.307,6654882
09/08/2017 09:02:24.347,6652937
09/08/2017 09:02:24.387,6649099
09/08/2017 09:02:24.427,6650098
09/08/2017 09:02:24.467,6645682
09/08/2017 09:02:24.507,6644578
09/08/2017 09:02:24.547,6647995
09/08/2017 09:02:24.587,6653042
09/08/2017 09:02:24.627,6657931
09/08/2017 09:02:24.667,6687371
09/08/2017 09:02:24.707,6689000
09/08/2017 09:02:24.747,6691418
09/08/2017 09:02:24.787,6681798
09/08/2017 09:02:24.827,6681693
09/08/2017 09:02:24.867,6682849
09/08/2017 09:02:24.907,6691576
09/08/2017 09:02:24.947,6697411
09/08/2017 09:02:24.987,6703247
09/08/2017 09:02:25.027,6718966
09/08/2017 09:02:25.067,6730478
09/08/2017 09:02:25.107,6738627
09/08/2017 09:02:25.147,6740835
09/08/2017 09:02:25.187,6740940
09/08/2017 09:02:25.227,6741781
09/08/2017 09:02:25.267,6746302
09/08/2017 09:02:25.307,6753452
09/08/2017 09:02:25.347,6761810
09/08/2017 09:02:25.387,6770643
09/08/2017 09:02:25.427,6784521
09/08/2017 09:02:25.467,6803972
09/08/2017 09:02:25.507,6814223
09/08/2017 09:02:25.547,6814539
09/08/2017 09:02:25.587,6816747
09/08/2017 09:02:25.627,6816116
09/08/2017 09:02:25.667,6810018
09/08/2017 09:02:25.707,6800608
09/08/2017 09:02:25.747,6824527
09/08/2017 09:02:25.787,6861485
09/08/2017 09:02:25.827,6809492
09/08/2017 09:02:25.867,6860854
09/08/2017 09:02:25.907,6845766
09/08/2017 09:02:25.947,6824580
09/08/2017 09:02:25.987,6785467
09/08/2017 09:02:26.027,6760707
09/08/2017 09:02:26.067,6748037
09/08/2017 09:02:26.107,6637113
09/08/2017 09:02:26.147,6716179
09/08/2017 09:02:26.187,6738259
09/08/2017 09:02:26.227,6740519
09/08/2017 09:02:26.267,6753189
09/08/2017 09:02:26.307,6761758
09/08/2017 09:02:26.347,6762809
09/08/2017 09:02:26.387,6775216
09/08/2017 09:02:26.427,6744673
09/08/2017 09:02:26.467,6766857
09/08/2017 09:02:26.507,6764229
09/08/2017 09:02:26.547,6576972
09/08/2017 09:02:26.587,6760759
09/08/2017 09:02:26.627,6760654
09/08/2017 09:02:26.667,6755187
09/08/2017 09:02:26.707,6765228
09/08/2017 09:02:26.747,6755029
09/08/2017 09:02:26.787,6793721
09/08/2017 09:02:26.827,6723329
09/08/2017 09:02:26.867,6720227
09/08/2017 09:02:26.907,6714865
09/08/2017 09:02:26.947,6707926
09/08/2017 09:02:26.987,6708294
09/08/2017 09:02:27.027,6706506
09/08/2017 09:02:27.067,6703299
09/08/2017 09:02:27.107,6698253
09/08/2017 09:02:27.147,6677172
09/08/2017 09:02:27.187,6674123
09/08/2017 09:02:27.227,6670548
09/08/2017 09:02:27.267,6671652
09/08/2017 09:02:27.307,6681483
09/08/2017 09:02:27.347,6698042
09/08/2017 09:02:27.387,6724222
09/08/2017 09:02:27.427,6720332
09/08/2017 09:02:27.467,6711027
09/08/2017 09:02:27.507,6704508
09/08/2017 09:02:27.547,6713235
09/08/2017 09:02:27.587,6731057
09/08/2017 09:02:27.627,6740467
09/08/2017 09:02:27.667,6745356
09/08/2017 09:02:27.707,6739310
09/08/2017 09:02:27.747,6714760
09/08/2017 09:02:27.787,6687108
09/08/2017 09:02:27.827,6683270
09/08/2017 09:02:27.867,6683585
09/08/2017 09:02:27.907,6679958
09/08/2017 09:02:27.947,6678749
09/08/2017 09:02:27.987,6682797
09/08/2017 09:02:28.027,6681378
09/08/2017 09:02:28.067,6699777
09/08/2017 09:02:28.107,6743148
09/08/2017 09:02:28.147,6357911
09/08/2017 09:02:28.187,6805339
09/08/2017 09:02:28.227,6845555
09/08/2017 09:02:28.267,6866111
09/08/2017 09:02:28.307,6876099
09/08/2017 09:02:28.347,6853704
09/08/2017 09:02:28.387,6829784
09/08/2017 09:02:28.427,6840456
09/08/2017 09:02:28.467,6856858
09/08/2017 09:02:28.507,6847395
09/08/2017 09:02:28.547,6849130
09/08/2017 09:02:28.587,6853809
09/08/2017 09:02:28.627,6853651
09/08/2017 09:02:28.667,6837302
09/08/2017 09:02:28.707,6811490
09/08/2017 09:02:28.747,6798032
09/08/2017 09:02:28.787,6814486
09/08/2017 09:02:28.827,6857857
09/08/2017 09:02:28.867,6890661
09/08/2017 09:02:28.907,6940919
09/08/2017 09:02:28.947,7006527
09/08/2017 09:02:28.987,7089220
09/08/2017 09:02:29.027,7122498
09/08/2017 09:02:29.067,6992753
09/08/2017 09:02:29.107,5113775
09/08/2017 09:02:29.147,6976509
09/08/2017 09:02:29.187,6235947
09/08/2017 09:02:29.227,7008472
09/08/2017 09:02:29.267,4646843
09/08/2017 09:02:29.307,6969832
09/08/2017 09:02:29.347,7019564
09/08/2017 09:02:29.387,7014149
09/08/2017 09:02:29.427,7007420
09/08/2017 09:02:29.467,7007736
09/08/2017 09:02:29.507,7007631
09/08/2017 09:02:29.547,7009944
09/08/2017 09:02:29.587,7006790
09/08/2017 09:02:29.627,7000323
09/08/2017 09:02:29.667,6993910
09/08/2017 09:02:29.707,6988337
09/08/2017 09:02:29.747,6984289
09/08/2017 09:02:29.787,6984184
09/08/2017 09:02:29.827,6976141
09/08/2017 09:02:29.867,6975405
09/08/2017 09:02:29.907,6920889
09/08/2017 09:02:29.947,6969832
09/08/2017 09:02:29.987,6968518
09/08/2017 09:02:30.027,6968255
09/08/2017 09:02:30.067,6968623
09/08/2017 09:02:30.107,6968413
09/08/2017 09:02:30.147,6966573
09/08/2017 09:02:30.187,6966731
09/08/2017 09:02:30.227,6966626
09/08/2017 09:02:30.267,6963997
09/08/2017 09:02:30.307,6964417
09/08/2017 09:02:30.347,6964628
09/08/2017 09:02:30.387,6965364
09/08/2017 09:02:30.427,6964576
09/08/2017 09:02:30.467,6965417
09/08/2017 09:02:30.507,6964996
09/08/2017 09:02:30.547,6963682
09/08/2017 09:02:30.587,6964260
09/08/2017 09:02:30.627,6961106
09/08/2017 09:02:30.667,6959739
09/08/2017 09:02:30.707,6962630
09/08/2017 09:02:30.747,6963944
09/08/2017 09:02:30.787,6963892
09/08/2017 09:02:30.827,6965364
09/08/2017 09:02:30.867,6965049
09/08/2017 09:02:30.907,6965890
09/08/2017 09:02:30.947,6965942
09/08/2017 09:02:30.987,6954902
09/08/2017 09:02:31.027,6930667
09/08/2017 09:02:31.067,6903225
09/08/2017 09:02:31.107,6894867
09/08/2017 09:02:31.147,6881041
09/08/2017 09:02:31.187,6875626
09/08/2017 09:02:31.227,6879201
09/08/2017 09:02:31.267,6879201
09/08/2017 09:02:31.307,6879989
09/08/2017 09:02:31.347,6878938
09/08/2017 09:02:31.387,6874469
09/08/2017 09:02:31.427,6871473
09/08/2017 09:02:31.467,6857279
09/08/2017 09:02:31.507,6848500
09/08/2017 09:02:31.547,6942075
09/08/2017 09:02:31.587,6980609
09/08/2017 09:02:31.627,7052263
09/08/2017 09:02:31.667,7121288
09/08/2017 09:02:31.707,6820690
09/08/2017 09:02:31.747,6623182
09/08/2017 09:02:31.787,7282785
09/08/2017 09:02:31.827,7020300
09/08/2017 09:02:31.867,7263650
09/08/2017 09:02:31.907,6657773
09/08/2017 09:02:31.947,7278159
09/08/2017 09:02:31.987,7288042
09/08/2017 09:02:32.027,7287464
09/08/2017 09:02:32.067,7271272
09/08/2017 09:02:32.107,7270694
09/08/2017 09:02:32.147,7273480
09/08/2017 09:02:32.187,7246406
09/08/2017 09:02:32.227,7044903
09/08/2017 09:02:32.267,7076498
09/08/2017 09:02:32.307,7017304
09/08/2017 09:02:32.347,6415686
09/08/2017 09:02:32.387,6246724
09/08/2017 09:02:32.427,5208349
09/08/2017 09:02:32.467,6878780
