Time,RtoR
22/08/2017 10:14:54.433,150
,192
,187
,236
,361
,258
,154
,160
,4101
,1526
,450
,343
,161
,192
,542
,399
,204
,283
,489
,101
,851
,575
,210
,195
,676
,630
,76
,340
,361
,358
,302
,253
,152
,933
,165
,1023
,206
,233
,1316
,349
,235
,136
,160
,340
,499
,458
,1180
,434
,1474
,1329
,203
,144
,372
,78
,1474
,229
,177
,959
,286
,1934
,2637
,3705
,2903
,2926
,9588
,346
,6931
,152
,1005
,2092
,1309
,354
,1198
,484
,1762
,1069
,687
,171
,237
,107
,323
,217
,341
,130
,401
,195
,240
,351
,130
,185
,681
,51
,351
,513
,247
,791
,216
,166
,878
,125
,358
,841
,198
,128
,218
,338
,244
,268
,319
,233
,567
,214
,36
,396
,22547
,291
,196
,251
,106
,263
,289
,214
,10258
,220
,321
,175
,563
,285
,327
,659
,234
,430
,388
,173
,266
,334
,770
,2003
,3387
,248
,3910
,588
,1388
,462
,76
,2136
,295
,3473
,1280
,498
,731
,595
,236
,335
,1404
,197
,292
,585
,1051
,185
,410
,381
,195
,315
,211
,442
,309
,1812
,266
,291
,2752
,160
,266
,562
,8907
,597
,138
,403
,101
,618
,614
,416
,51
,523
,163
,437
,159
,3173
,221
,185
,352
,276
,414
,382
,4078
,644
,2039
,150
,3205
,104
,343
,206
,174
,474
,211
,79
,418
,133
,216
,453
,434
,152
,265
,228
,272
,232
,248
,188
,1207
,38
,384
,192
,373
,99
,215
,613
,141
,273
,373
,196
,176
,675
,385
,299
,189
,499
,256
,229
,190
,406
,246
,91
,560
,295
,162
,660
,191
,271
,2443
,351
,176
,315
,109
,5593
,619
,619
,619
,627
,620
,614
,611
,123
,381
,115
,654
,688
,661
,692
,704
,723
,737
,733
,735
,735
,726
,719
,721
,735
,689
,685
,726
,740
,780
,734
,733
,700
,720
,744
,697
,692
,688
,787
,794
,814
,767
,808
,793
,718
,709
,713
,654
,651
,667
,684
,689
,688
,702
,739
,714
,748
,751
,748
,763
,719
,741
,732
,715
,728
,720
,703
,699
,692
,671
,686
,696
,686
,688
,678
,679
,694
,679
,669
,679
,686
,659
,670
,675
,680
,718
,695
,703
,734
,741
,729
,763
,749
,707
,713
,721
,730
,715
,714
,1430
,704
,707
,721
,731
,733
,766
,765
,728
,723
,766
,764
,734
,709
,699
,698
,701
,704
,705
,687
,713
,737
,733
,743
,775
,743
,755
,765
,755
,725
,736
,735
,734
,702
,733
,735
,715
,711
,715
,720
,705
,727
,712
,749
,757
,769
,750
,763
,724
,721
,695
,697
,736
,723
,743
,730
,727
,713
,690
,656
,658
,657
,679
,707
,717
,746
,757
,764
,786
,799
,760
,810
,830
,755
,751
,767
,790
,766
,742
,725
,724
,722
,705
,705
,713
,703
,709
,696
,689
,697
,690
,691
