Time,BreathingWaveform
23/08/2017 16:52:38.410,6619186
23/08/2017 16:52:38.450,6618661
23/08/2017 16:52:38.490,6618661
23/08/2017 16:52:38.530,6618503
23/08/2017 16:52:38.570,6618503
23/08/2017 16:52:38.610,6617925
23/08/2017 16:52:38.650,6618556
23/08/2017 16:52:38.690,6618608
23/08/2017 16:52:38.730,6618713
23/08/2017 16:52:38.770,6618924
23/08/2017 16:52:38.810,6618293
23/08/2017 16:52:38.850,6618871
23/08/2017 16:52:38.890,6618661
23/08/2017 16:52:38.930,6620343
23/08/2017 16:52:38.970,6620816
23/08/2017 16:52:39.010,6621289
23/08/2017 16:52:39.050,6622078
23/08/2017 16:52:39.090,6622131
23/08/2017 16:52:39.130,6622025
23/08/2017 16:52:39.170,6621500
23/08/2017 16:52:39.210,6621237
23/08/2017 16:52:39.250,6621763
23/08/2017 16:52:39.290,6620921
23/08/2017 16:52:39.330,6621132
23/08/2017 16:52:39.370,6620869
23/08/2017 16:52:39.410,6620606
23/08/2017 16:52:39.450,6620290
23/08/2017 16:52:39.490,6620554
23/08/2017 16:52:39.530,6620133
23/08/2017 16:52:39.570,6619922
23/08/2017 16:52:39.610,6620659
23/08/2017 16:52:39.650,6620343
23/08/2017 16:52:39.690,6621027
23/08/2017 16:52:39.730,6620869
23/08/2017 16:52:39.770,6620974
23/08/2017 16:52:39.810,6620238
23/08/2017 16:52:39.850,6621342
23/08/2017 16:52:39.890,6620501
23/08/2017 16:52:39.930,6620133
23/08/2017 16:52:39.970,6619554
23/08/2017 16:52:40.010,6620133
23/08/2017 16:52:40.050,6620238
23/08/2017 16:52:40.090,6619186
23/08/2017 16:52:40.130,6619554
23/08/2017 16:52:40.170,6619765
23/08/2017 16:52:40.210,6618976
23/08/2017 16:52:40.250,6619502
23/08/2017 16:52:40.290,6619344
23/08/2017 16:52:40.330,6619081
23/08/2017 16:52:40.370,6617872
23/08/2017 16:52:40.410,6617294
23/08/2017 16:52:40.450,6616505
23/08/2017 16:52:40.490,6617136
