Time,RtoR
23/08/2017 16:52:38.410,35
,2353
,718
,11273
,255
,180
,310
,768
,295
,936
,992
,665
,214
,492
,183
,492
,188
,756
,5894
,195
,317
,4853
,1399
,580
,890
,51
,1626
,646
,660
,665
,683
,695
,687
,694
,685
,681
,680
,681
,671
,650
,657
,671
,1334
,635
,633
,634
,1254
,211
,1126
,253
,225
,397
,312
,101
,451
,580
,573
,569
,569
,459
,717
,604
,595
,575
,561
,556
,556
,573
,579
,596
,596
,577
,591
,602
,619
,1845
,610
,641
,648
,2411
,470
,366
,1031
,1223
,607
,245
,347
,592
,591
,350
,248
,597
,584
,593
,608
,618
,107
,508
,613
,618
,639
,624
,621
,626
,1230
,609
,616
,606
,590
,377
,403
,430
,627
,619
,618
,639
,651
,623
,616
,536
,730
,614
,612
,618
,635
,623
,609
,553
,228
,470
,708
,531
,623
,637
,626
,619
,632
,645
,617
,610
,622
,642
,663
,204
,421
,637
,658
,652
,631
,627
,634
,632
,605
,622
,624
,646
,620
,156
,474
,631
,615
,605
,600
,870
,764
,521
,616
,684
,635
,857
,488
,1506
,767
,868
,864
,795
,767
,817
,730
,750
,759
,407
,1015
,720
,697
,656
,648
,754
,635
,694
,693
,695
,247
,464
,703
,669
,705
,656
,707
,727
,790
,344
,453
,697
,878
,121
,355
,683
,691
,716
,729
,745
,758
,743
,676
,642
,649
,652
,659
,671
,646
,649
,655
,502
,803
,652
,672
,675
,670
,643
,643
,625
,625
,625
,614
,599
,604
,640
,711
,753
,701
,489
,855
,650
,662
,677
,668
,638
,647
,153
,503
,650
,318
,304
,632
,635
,644
,624
,612
,630
,403
,238
,649
,624
,522
,292
,483
,676
,635
,644
,669
,659
,715
,561
,314
,316
,646
,675
,666
,622
,629
,631
,1247
,607
,630
,642
,669
,634
,655
,656
,640
,646
,667
,670
,1277
,648
,616
,609
,620
,634
,639
,618
,634
,645
,653
,1293
,1241
,593
,143
,435
,1275
,538
,621
,634
,612
,801
,488
,665
,193
,501
,740
,676
,733
,704
,662
,644
,650
,205
,428
,640
,632
,608
,618
,1833
,596
,603
,610
,593
,583
,583
,1168
,597
,608
,609
,594
,591
,574
,305
,262
,550
