Time,RtoR
23/08/2017 14:09:53.449,1046
,16
,223
,267
,636
,106
,1632
,279
,212
,2999
,4010
,514
,142
,253
,189
,430
,539
,120
,144
,411
,120
,4139
,1675
,2400
,2683
,546
,544
,545
,534
,526
,523
,523
,525
,531
,534
,531
,526
,523
,528
,529
,529
,530
,526
,524
,526
,532
,545
,543
,536
,534
,544
,548
,562
,554
,547
,538
,545
,202
,343
,541
,534
,531
,536
,542
,527
,528
,543
,553
,551
,554
,564
,595
,573
,571
,578
,594
,573
,568
,575
,578
,571
,558
,562
,570
,563
,556
,556
,563
,559
,558
,558
,567
,562
,558
,567
,591
,578
,574
,580
,588
,575
,572
,569
,582
,597
,577
,570
,567
,581
,584
,571
,562
,563
,576
,579
,579
,567
,559
,559
,558
,563
,556
,552
,552
,563
,574
,565
,564
,575
,585
,585
,574
,573
,576
,582
,570
,564
,563
,577
,584
,569
,570
,581
,590
,573
,577
,581
,593
,590
,579
,583
,587
,589
,574
,573
,576
,571
,561
,557
,565
,588
,592
,580
,577
,597
,605
,597
,583
,578
,589
,581
,564
,555
,554
,559
,563
,557
,549
,554
,564
,571
,562
,557
,561
,569
,576
,563
,560
,568
,578
,579
,563
,558
,558
,565
,556
,555
,562
,566
,557
,552
,558
,570
,565
,559
,556
,563
,566
,559
,556
,561
,574
,568
,563
,566
,581
,578
,561
,559
,563
,575
,576
,567
,575
,592
,624
,639
,610
,595
,590
,600
,599
,594
,603
,586
,574
,575
,581
,594
,589
,573
,572
,577
,587
,587
,572
,569
,571
,582
,576
,568
,564
,571
,578
,572
,561
,562
,569
,578
,581
,568
,567
,565
,1146
,564
,567
,580
,571
,567
,571
,587
,584
,572
,567
,571
,580
,565
,562
,564
,576
,571
,561
,567
,573
,568
,564
,568
,575
,577
,569
,568
,572
,571
,565
,560
,563
,559
,555
,549
,562
,574
,569
,565
,576
,581
,573
,570
,572
,571
,566
,561
,564
,560
,553
,554
,558
,558
,553
,558
,568
,575
,570
,569
,573
,591
,601
,603
,583
,568
,571
,581
,594
,576
,572
,573
,576
,583
,569
,558
,562
,571
,596
,593
,584
,576
,588
,593
,604
,577
,574
,575
,574
,564
,558
,561
,558
,548
,548
,543
,553
,545
,542
,546
,554
,544
,546
,545
,549
,553
,548
,544
,550
,553
,548
,547
,557
,564
,553
,558
,559
,561
,556
,552
,562
,562
,555
,552
,557
,571
,562
,560
,561
,573
,561
,555
,558
,560
,558
,553
,554
,558
,555
,553
,554
,557
,552
,548
,547
,565
,564
,558
,562
,575
,572
,568
,573
,574
,566
,562
,561
,567
,578
,566
,561
,566
,576
,565
,562
,563
,584
,576
,568
,577
,578
,1142
,566
,571
,563
,559
,558
,571
,577
,567
,567
,578
,572
,563
,560
,566
,563
,564
,566
,165
,416
,579
,568
,569
,574
,582
,569
,562
,578
,576
,566
,561
,1145
,571
,577
,593
,577
,572
,574
,582
,567
,565
,570
,577
,562
,565
,574
,584
,572
,572
,583
,588
,572
,571
,577
,567
,560
,555
,561
,556
,550
,556
,566
,562
,558
,566
,598
,616
,599
,585
,587
,607
,616
,613
,589
,727
,277
,724
,551
,226
,512
,857
,226
,297
,521
,516
,519
,526
,155
,396
,726
,432
,593
,580
,569
,574
,586
,602
,618
,587
,582
,584
,598
,614
,592
,581
,583
,602
,614
,600
,588
,588
,599
,587
,583
,597
,619
,619
,594
,596
,611
,628
,602
,592
,597
,614
,592
,587
,597
,603
,589
,579
,592
,598
,587
,578
,588
,590
,577
,579
,581
,581
,567
,572
,582
,586
,572
,571
,581
,584
,570
,572
,578
,593
,583
,579
,592
,593
,582
,588
,600
,588
,581
,580
,584
,584
,578
,581
,590
,582
,576
,585
,597
,586
,578
,589
,592
,579
,574
,576
,580
,582
,570
,564
,576
,592
,591
,577
,576
,595
,614
,594
,583
,589
,600
,599
,584
,588
,598
,581
,584
,594
,605
,587
,587
,611
,608
,590
,594
,604
,591
,589
,593
,597
,585
,589
,600
,591
,583
,602
,610
,597
,585
,598
,1217
,579
,577
,582
,582
,568
,570
,583
,579
,576
,578
,596
,590
,588
,598
,597
,577
,568
,575
,582
,572
,566
,570
,578
,586
,570
,568
,581
,593
,591
,586
,604
,624
,599
,596
,607
,612
,609
,592
,594
,615
,617
,602
,597
,611
,626
,609
,597
,603
,605
,591
,591
,613
,642
,615
,606
,622
,631
,604
,598
,608
,611
,603
,588
,594
,608
,605
,598
,611
,632
,629
,615
,638
,650
,626
,609
,618
,619
,611
,594
,591
,608
,609
,591
,604
,622
,611
,597
,597
,614
,598
,590
,597
,604
,595
,591
,599
,608
,591
,587
,596
,612
,596
,590
,607
,619
,609
,596
,606
,607
,593
,587
,596
,595
,582
,583
,586
,589
,582
,591
,604
,597
,589
,593
,600
,585
,592
,607
,591
,582
,582
,583
,580
,575
,591
,599
,591
,592
,614
,607
,593
,599
,600
,590
,589
,596
,595
,582
,580
,594
,593
,577
,589
,592
,579
,577
,582
,589
,573
,579
,585
,585
,579
,595
,593
,585
,595
,609
,595
,582
,585
,587
,582
,572
,575
,574
,563
,569
,583
,578
,568
,568
,585
,576
,566
,570
,577
,568
,568
,575
,580
,568
,569
,577
,578
,570
,576
,586
,575
,582
,592
,583
,579
,589
,599
,581
,576
,592
,590
,576
,573
,582
,578
,573
,573
,586
,574
,574
,587
,590
,579
,589
,593
,582
,579
,592
,585
,577
,582
,588
,578
,574
,581
,588
,1151
,575
,584
,572
,562
,568
,569
,570
,575
,583
,573
,583
,590
,583
,594
,598
,588
,583
,595
,583
,583
,589
,580
,577
,580
,592
,583
,566
,569
,576
,569
,564
,572
,1147
,579
,588
,579
,564
,571
,575
,580
,569
,568
,582
,587
,568
,558
,569
,572
,562
,556
,561
,574
,576
,568
,579
,606
,621
,621
,605
,622
,641
,639
,615
,616
,636
,615
,612
,621
,625
,608
,612
,623
,609
,613
,631
,630
,610
,622
,622
,602
,596
,611
,605
,605
,616
,613
,597
,605
,617
,617
,599
,599
,620
,611
,591
,593
,596
,585
,585
,591
,596
,580
,583
,592
,594
,583
,593
,611
,597
,591
,596
,600
,586
,584
,591
,593
,575
,573
,578
,582
,575
,573
,587
,588
,579
,589
,586
,575
,572
,582
,593
,583
,573
,592
,595
,590
,605
,640
,628
,405
,211
,84
,554
,174
,386
,153
,364
,122
,565
,470
,259
,408
,599
,594
,600
,597
,565
,605
,569
,551
,188
,889
,534
,532
,537
,544
,541
,541
,553
,562
,568
,560
,556
,563
,580
,575
,562
,567
,592
,604
,591
,590
,617
,628
,611
,594
,598
,607
,605
,587
,581
,589
,592
,583
,580
,599
,613
,594
,594
