Time,BreathingWaveform
22/08/2017 13:01:07.434,6536756
22/08/2017 13:01:07.474,6536809
22/08/2017 13:01:07.514,6534968
22/08/2017 13:01:07.554,6534968
22/08/2017 13:01:07.594,6534968
22/08/2017 13:01:07.634,6535126
22/08/2017 13:01:07.674,6535494
22/08/2017 13:01:07.714,6534285
22/08/2017 13:01:07.754,6535284
22/08/2017 13:01:07.794,6534653
22/08/2017 13:01:07.834,6534653
22/08/2017 13:01:07.874,6534285
22/08/2017 13:01:07.914,6534022
22/08/2017 13:01:07.954,6534180
22/08/2017 13:01:07.994,6534758
22/08/2017 13:01:08.034,6533707
22/08/2017 13:01:08.074,6533917
22/08/2017 13:01:08.114,6533286
22/08/2017 13:01:08.154,6533602
22/08/2017 13:01:08.194,6533234
22/08/2017 13:01:08.234,6533286
22/08/2017 13:01:08.274,6533181
22/08/2017 13:01:08.314,6533234
22/08/2017 13:01:08.354,6532708
22/08/2017 13:01:08.394,6532235
22/08/2017 13:01:08.434,6532287
22/08/2017 13:01:08.474,6532392
22/08/2017 13:01:08.514,6532130
22/08/2017 13:01:08.554,6531972
22/08/2017 13:01:08.594,6531762
22/08/2017 13:01:08.634,6531709
22/08/2017 13:01:08.674,6531762
22/08/2017 13:01:08.714,6531394
22/08/2017 13:01:08.754,6531551
22/08/2017 13:01:08.794,6531499
22/08/2017 13:01:08.834,6531236
22/08/2017 13:01:08.874,6531078
22/08/2017 13:01:08.914,6531131
22/08/2017 13:01:08.954,6530710
22/08/2017 13:01:08.994,6530237
22/08/2017 13:01:09.034,6530553
22/08/2017 13:01:09.074,6530868
22/08/2017 13:01:09.114,6530658
22/08/2017 13:01:09.154,6530658
22/08/2017 13:01:09.194,6530237
22/08/2017 13:01:09.234,6529501
22/08/2017 13:01:09.274,6529974
22/08/2017 13:01:09.314,6529764
22/08/2017 13:01:09.354,6529396
22/08/2017 13:01:09.394,6529817
22/08/2017 13:01:09.434,6529869
22/08/2017 13:01:09.474,6529291
22/08/2017 13:01:09.514,6528975
22/08/2017 13:01:09.554,6529448
22/08/2017 13:01:09.594,6529080
22/08/2017 13:01:09.634,6528555
22/08/2017 13:01:09.674,6528029
22/08/2017 13:01:09.714,6528607
22/08/2017 13:01:09.754,6528975
22/08/2017 13:01:09.794,6528765
22/08/2017 13:01:09.834,6528712
22/08/2017 13:01:09.874,6528344
22/08/2017 13:01:09.914,6528292
22/08/2017 13:01:09.954,6528870
22/08/2017 13:01:09.994,6527766
22/08/2017 13:01:10.034,6528450
22/08/2017 13:01:10.074,6528029
22/08/2017 13:01:10.114,6527714
22/08/2017 13:01:10.154,6527819
22/08/2017 13:01:10.194,6527819
22/08/2017 13:01:10.234,6527398
22/08/2017 13:01:10.274,6527661
22/08/2017 13:01:10.314,6527346
22/08/2017 13:01:10.354,6527451
22/08/2017 13:01:10.394,6527083
22/08/2017 13:01:10.434,6526820
22/08/2017 13:01:10.474,6526662
22/08/2017 13:01:10.514,6526557
22/08/2017 13:01:10.554,6527503
22/08/2017 13:01:10.594,6526715
22/08/2017 13:01:10.634,6527083
22/08/2017 13:01:10.674,6526610
22/08/2017 13:01:10.714,6526557
22/08/2017 13:01:10.754,6527398
22/08/2017 13:01:10.794,6526557
22/08/2017 13:01:10.834,6525769
22/08/2017 13:01:10.874,6526505
22/08/2017 13:01:10.914,6526294
22/08/2017 13:01:10.954,6525979
22/08/2017 13:01:10.994,6525821
22/08/2017 13:01:11.034,6525663
22/08/2017 13:01:11.074,6525874
22/08/2017 13:01:11.114,6524770
22/08/2017 13:01:11.154,6526399
22/08/2017 13:01:11.194,6525716
22/08/2017 13:01:11.234,6525033
22/08/2017 13:01:11.274,6525348
22/08/2017 13:01:11.314,6524822
22/08/2017 13:01:11.354,6525716
22/08/2017 13:01:11.394,6525874
22/08/2017 13:01:11.434,6523350
22/08/2017 13:01:11.474,6524297
22/08/2017 13:01:11.514,6523561
22/08/2017 13:01:11.554,6523771
22/08/2017 13:01:11.594,6523981
22/08/2017 13:01:11.634,6524086
22/08/2017 13:01:11.674,6522719
22/08/2017 13:01:11.714,6523613
22/08/2017 13:01:11.754,6523192
22/08/2017 13:01:11.794,6523613
22/08/2017 13:01:11.834,6523824
22/08/2017 13:01:11.874,6523192
22/08/2017 13:01:11.914,6523456
22/08/2017 13:01:11.954,6521773
22/08/2017 13:01:11.994,6521773
22/08/2017 13:01:12.034,6522036
22/08/2017 13:01:12.074,6521405
22/08/2017 13:01:12.114,6521300
22/08/2017 13:01:12.154,6521090
22/08/2017 13:01:12.194,6521353
22/08/2017 13:01:12.234,6521458
22/08/2017 13:01:12.274,6521773
22/08/2017 13:01:12.314,6521195
22/08/2017 13:01:12.354,6520196
22/08/2017 13:01:12.394,6520774
22/08/2017 13:01:12.434,6519828
22/08/2017 13:01:12.474,6520354
22/08/2017 13:01:12.514,6520301
22/08/2017 13:01:12.554,6520774
22/08/2017 13:01:12.594,6520196
22/08/2017 13:01:12.634,6519828
22/08/2017 13:01:12.674,6519250
22/08/2017 13:01:12.714,6520196
22/08/2017 13:01:12.754,6519408
22/08/2017 13:01:12.794,6519670
22/08/2017 13:01:12.834,6519302
22/08/2017 13:01:12.874,6519513
22/08/2017 13:01:12.914,6519250
22/08/2017 13:01:12.954,6519513
22/08/2017 13:01:12.994,6518619
22/08/2017 13:01:13.034,6518304
22/08/2017 13:01:13.074,6518672
22/08/2017 13:01:13.114,6518566
22/08/2017 13:01:13.154,6518566
22/08/2017 13:01:13.194,6518251
22/08/2017 13:01:13.234,6518356
22/08/2017 13:01:13.274,6518093
22/08/2017 13:01:13.314,6517778
22/08/2017 13:01:13.354,6517988
22/08/2017 13:01:13.394,6517673
22/08/2017 13:01:13.434,6517778
22/08/2017 13:01:13.474,6517200
22/08/2017 13:01:13.514,6517620
22/08/2017 13:01:13.554,6517357
22/08/2017 13:01:13.594,6516727
22/08/2017 13:01:13.634,6517252
22/08/2017 13:01:13.674,6516727
22/08/2017 13:01:13.714,6516779
22/08/2017 13:01:13.754,6516516
22/08/2017 13:01:13.794,6516516
22/08/2017 13:01:13.834,6516621
22/08/2017 13:01:13.874,6516306
22/08/2017 13:01:13.914,6516253
22/08/2017 13:01:13.954,6516043
22/08/2017 13:01:13.994,6515412
22/08/2017 13:01:14.034,6515622
22/08/2017 13:01:14.074,6516358
22/08/2017 13:01:14.114,6515833
22/08/2017 13:01:14.154,6515727
22/08/2017 13:01:14.194,6515990
22/08/2017 13:01:14.234,6515570
22/08/2017 13:01:14.274,6515254
22/08/2017 13:01:14.314,6514886
22/08/2017 13:01:14.354,6516095
22/08/2017 13:01:14.394,6514939
22/08/2017 13:01:14.434,6514571
22/08/2017 13:01:14.474,6514413
22/08/2017 13:01:14.514,6513993
22/08/2017 13:01:14.554,6514466
22/08/2017 13:01:14.594,6514413
22/08/2017 13:01:14.634,6513835
22/08/2017 13:01:14.674,6513940
22/08/2017 13:01:14.714,6513572
22/08/2017 13:01:14.754,6513520
22/08/2017 13:01:14.794,6513730
22/08/2017 13:01:14.834,6512994
22/08/2017 13:01:14.874,6513835
22/08/2017 13:01:14.914,6512679
22/08/2017 13:01:14.954,6512889
