Time,BreathingWaveform
25/08/2017 17:01:11.433,6843032
25/08/2017 17:01:11.473,6842139
25/08/2017 17:01:11.513,6842139
25/08/2017 17:01:11.553,6840403
25/08/2017 17:01:11.593,6840403
25/08/2017 17:01:11.633,6838458
25/08/2017 17:01:11.673,6838879
25/08/2017 17:01:11.713,6838879
25/08/2017 17:01:11.753,6837197
25/08/2017 17:01:11.793,6836566
25/08/2017 17:01:11.833,6835778
25/08/2017 17:01:11.873,6835988
25/08/2017 17:01:11.913,6833885
25/08/2017 17:01:11.953,6832308
25/08/2017 17:01:11.993,6831677
25/08/2017 17:01:12.033,6832781
25/08/2017 17:01:12.073,6832676
25/08/2017 17:01:12.113,6832150
25/08/2017 17:01:12.153,6830941
25/08/2017 17:01:12.193,6830310
25/08/2017 17:01:12.233,6829890
25/08/2017 17:01:12.273,6830100
25/08/2017 17:01:12.313,6828681
25/08/2017 17:01:12.353,6828786
25/08/2017 17:01:12.393,6828365
25/08/2017 17:01:12.433,6828207
25/08/2017 17:01:12.473,6828681
25/08/2017 17:01:12.513,6829154
25/08/2017 17:01:12.553,6828523
25/08/2017 17:01:12.593,6828681
25/08/2017 17:01:12.633,6829206
25/08/2017 17:01:12.673,6829048
25/08/2017 17:01:12.713,6829259
25/08/2017 17:01:12.753,6827576
25/08/2017 17:01:12.793,6827524
25/08/2017 17:01:12.833,6826315
25/08/2017 17:01:12.873,6825631
25/08/2017 17:01:12.913,6826052
25/08/2017 17:01:12.953,6825211
25/08/2017 17:01:12.993,6825526
25/08/2017 17:01:13.033,6825789
25/08/2017 17:01:13.073,6824632
25/08/2017 17:01:13.113,6824159
25/08/2017 17:01:13.153,6822687
25/08/2017 17:01:13.193,6822319
25/08/2017 17:01:13.233,6821110
25/08/2017 17:01:13.273,6818166
25/08/2017 17:01:13.313,6817115
25/08/2017 17:01:13.353,6815590
25/08/2017 17:01:13.393,6813593
25/08/2017 17:01:13.433,6811805
25/08/2017 17:01:13.473,6810491
25/08/2017 17:01:13.513,6809650
25/08/2017 17:01:13.553,6807810
25/08/2017 17:01:13.593,6806706
25/08/2017 17:01:13.633,6805497
25/08/2017 17:01:13.673,6804551
25/08/2017 17:01:13.713,6803709
25/08/2017 17:01:13.753,6802553
25/08/2017 17:01:13.793,6801396
25/08/2017 17:01:13.833,6799819
25/08/2017 17:01:13.873,6799661
25/08/2017 17:01:13.913,6798242
25/08/2017 17:01:13.953,6796718
25/08/2017 17:01:13.993,6796612
25/08/2017 17:01:14.033,6796665
25/08/2017 17:01:14.073,6795824
25/08/2017 17:01:14.113,6795718
25/08/2017 17:01:14.153,6795982
25/08/2017 17:01:14.193,6794036
25/08/2017 17:01:14.233,6793037
25/08/2017 17:01:14.273,6792617
25/08/2017 17:01:14.313,6790935
25/08/2017 17:01:14.353,6790041
25/08/2017 17:01:14.393,6789831
25/08/2017 17:01:14.433,6788674
25/08/2017 17:01:14.473,6786834
25/08/2017 17:01:14.513,6787465
25/08/2017 17:01:14.553,6786519
25/08/2017 17:01:14.593,6784994
25/08/2017 17:01:14.633,6783890
25/08/2017 17:01:14.673,6784521
25/08/2017 17:01:14.713,6783680
25/08/2017 17:01:14.753,6781630
25/08/2017 17:01:14.793,6780841
25/08/2017 17:01:14.833,6780631
25/08/2017 17:01:14.873,6780053
25/08/2017 17:01:14.913,6779685
25/08/2017 17:01:14.953,6779842
25/08/2017 17:01:14.993,6779106
25/08/2017 17:01:15.033,6777792
25/08/2017 17:01:15.073,6777897
25/08/2017 17:01:15.113,6777372
25/08/2017 17:01:15.153,6777740
25/08/2017 17:01:15.193,6776530
25/08/2017 17:01:15.233,6775899
25/08/2017 17:01:15.273,6775584
25/08/2017 17:01:15.313,6774848
25/08/2017 17:01:15.353,6774165
25/08/2017 17:01:15.393,6773113
25/08/2017 17:01:15.433,6773586
25/08/2017 17:01:15.473,6772272
25/08/2017 17:01:15.513,6772850
25/08/2017 17:01:15.553,6772377
25/08/2017 17:01:15.593,6771116
25/08/2017 17:01:15.633,6771168
25/08/2017 17:01:15.673,6771011
25/08/2017 17:01:15.713,6770485
25/08/2017 17:01:15.753,6770590
25/08/2017 17:01:15.793,6770905
25/08/2017 17:01:15.833,6771063
25/08/2017 17:01:15.873,6773008
25/08/2017 17:01:15.913,6774690
25/08/2017 17:01:15.953,6777529
25/08/2017 17:01:15.993,6778318
25/08/2017 17:01:16.033,6779474
25/08/2017 17:01:16.073,6779685
25/08/2017 17:01:16.113,6777529
25/08/2017 17:01:16.153,6776898
25/08/2017 17:01:16.193,6776057
25/08/2017 17:01:16.233,6775531
25/08/2017 17:01:16.273,6776057
25/08/2017 17:01:16.313,6775794
25/08/2017 17:01:16.353,6777214
25/08/2017 17:01:16.393,6776898
25/08/2017 17:01:16.433,6774375
25/08/2017 17:01:16.473,6774165
25/08/2017 17:01:16.513,6772430
25/08/2017 17:01:16.553,6771852
