Time,RtoR
25/08/2017 17:01:11.433,122
,14730
,99
,221
,413
,148
,202
,174
,460
,131
,6607
,6960
,161
,1149
,560
,550
,560
,562
,561
,562
,1172
,572
,598
,159
,363
,249
,201
,168
,501
,440
,110
,563
,399
,292
,217
,222
,289
,636
,188
,260
,299
,564
,419
,99
,202
,322
,1868
,275
,102
,872
,225
,143
,4277
,2054
,403
,5809
,600
,1232
,612
,3119
,163
,481
,618
,173
,446
,636
,646
,620
,133
,487
,639
,640
,621
,136
,484
,631
,625
,612
,687
,533
,595
,594
,154
,444
,2454
,655
,632
,137
,493
,661
,651
,631
,634
,487
,149
,622
,611
,617
,163
,452
,617
,605
,161
,444
,608
,595
,596
,599
,598
,588
,136
,1075
,607
,600
,597
,1206
,595
,604
,616
,598
,1206
,603
,732
,600
,461
,590
,586
,580
,147
,436
,644
,519
,150
,441
,164
,434
,592
,54
,529
,277
,396
,78
,445
,589
,408
,189
,166
,432
,600
,582
,594
,605
,624
,604
,1267
,654
,627
,1254
,633
,613
,1229
,608
,600
,599
,155
,446
,598
,590
,1167
,599
,592
,1328
,456
,590
,593
,608
,624
,605
,606
,154
,483
,158
,1171
,637
,1308
,164
,503
,646
,632
,139
,507
,648
,636
,631
,1259
,1231
,168
,447
,600
,598
,598
,606
,1199
,595
,601
,614
,602
,613
,636
,664
,632
,633
,640
,641
,630
,770
,514
,1307
,625
,631
,160
,462
,614
,606
,610
,625
,607
,1237
,634
,1235
,1932
,560
,76
,546
,610
,605
,604
,1204
,591
,596
,602
,601
,360
,236
,601
,164
,1060
,614
,1275
,627
,629
,400
,234
,634
,619
,146
,1786
,632
,650
,654
,639
,45
,591
,648
,637
,635
,640
,640
,626
,380
,243
,642
,632
,634
,644
,651
,637
,643
,1308
,633
,639
,677
,570
,601
,1166
,581
,578
,1752
,570
,1160
,588
,579
,588
,1257
,615
,630
,655
,667
,647
,675
,664
,635
,1283
,628
,1402
,482
,627
,618
,632
,639
,627
,1293
,661
,647
,659
,676
,651
,660
,166
,564
,594
,637
,128
,504
,1283
,619
,154
,480
,640
,631
,629
,643
,771
,562
,84
,501
,418
,233
,324
,366
,581
,136
,497
,1096
,2115
,624
,623
,163
,198
,193
,352
,178
,3801
,883
,836
,783
,1487
,675
,647
,630
,623
,639
,707
,916
,910
,862
,840
,1598
,283
,237
,204
,680
,643
,622
,604
,605
,623
,657
,730
,829
,884
,867
,833
,1556
,692
,658
,638
,630
,638
,652
,702
,712
,727
,723
,711
,692
,676
,163
,487
,633
,607
,597
,584
,50
,569
,539
,598
,651
,122
,589
,724
,131
,642
,772
,778
,761
,720
,691
,649
,627
,609
,601
,603
,109
,514
,671
,702
,727
,752
,778
,767
,163
,570
,703
,653
,634
,122
,497
,611
,123
,483
,610
,636
,118
,551
,680
,169
,511
,684
,1326
,644
,633
,607
,715
,515
,68
,461
,115
,588
,530
,724
,623
,759
,785
,827
,799
,765
,730
,706
,654
,632
,609
,711
,483
,116
,508
,654
,702
,739
,780
,807
,783
,759
,738
,702
,657
,625
,609
,595
,603
,624
,117
,553
,679
,716
,748
,773
,2776
,617
,594
,579
