Time,RtoR
24/08/2017 15:58:33.421,1012
,17628
,136
,358
,90
,269
,397
,96
,1451
,1298
,117
,536
,267
,1860
,2556
,842
,74
,404
,238
,3250
,3141
,2194
,639
,464
,440
,1727
,835
,836
,810
,831
,1805
,972
,985
,944
,938
,946
,896
,886
,914
,874
,878
,941
,930
,915
,947
,918
,904
,941
,921
,864
,893
,905
,849
,873
,941
,934
,959
,1012
,932
,929
,917
,835
,871
,901
,892
,891
,912
,930
,890
,917
,902
,853
,869
,880
,840
,882
,912
,875
,617
,932
,824
,828
,888
,908
,930
,906
,888
,882
,858
,837
,853
,856
,861
,890
,917
,924
,910
,910
,880
,860
,875
,896
,860
,886
,906
,832
,855
,882
,861
,874
,902
,918
,881
,898
,913
,845
,868
,915
,891
,919
,945
,889
,891
,904
,879
,913
,949
,911
,914
,941
,937
,925
,954
,948
,914
,959
,919
,891
,894
,883
,831
,852
,866
,820
,867
,869
,837
,892
,930
,885
,914
,933
,887
,885
,886
,849
,884
,910
,884
,925
,980
,965
,970
,1027
,998
,996
,1020
,976
,931
,962
,963
,918
,968
,993
,945
,987
,977
,916
,940
,915
,883
,925
,969
,916
,927
,949
,911
,909
,911
,871
,868
,886
,868
,883
,921
,933
,923
,969
,955
,905
,922
,925
,859
,855
,858
,820
,853
,873
,834
,894
,927
,881
,908
,908
,899
,905
,886
,833
,837
,829
,766
,780
,806
,812
,870
,921
,920
,243
,630
,824
,787
,755
,731
,704
,710
,719
,716
,733
,742
,745
,754
,797
,875
,872
,913
,968
,907
,906
,950
,1006
,906
,924
,974
,963
,910
,956
,985
,890
,963
,1015
,964
,942
,1005
,959
,896
,925
,960
,923
,889
,960
,979
,904
,939
,976
,923
,934
,982
,952
,975
,982
,938
,905
,957
,1013
,973
,994
,998
,913
,946
,976
,927
,958
,996
,976
,993
,1047
,1031
,1007
,1020
,969
,962
,1013
,956
,960
,986
,943
,943
,985
,961
,912
,933
,900
,844
,911
,993
,905
,990
,979
,903
,949
,976
,920
,939
,938
,908
,919
,951
,895
,973
,987
,919
,947
,946
,881
,906
,944
,912
,905
,925
,921
,873
,898
,896
,848
,905
,912
,881
,857
,892
,867
,834
,862
,912
,927
,871
,900
,928
,827
,834
,868
,937
,902
,945
,961
,907
,893
,906
,953
,894
,949
,994
,927
,941
,933
,912
,883
,947
,967
,918
,997
,974
,912
,845
,808
,892
,967
,1008
,1054
,1023
,978
,921
,895
,891
,847
,860
,848
,850
,829
,910
,997
,944
,1029
,1033
,970
,1002
,981
,890
,928
,911
,855
,902
,960
,964
,1032
,1035
,946
,941
,946
,918
,875
,920
,903
,835
,853
,879
,887
,871
,949
,992
,930
,976
,963
,866
,891
,897
,849
,887
,913
,889
,955
,973
,963
,912
,940
,939
,880
,910
,927
,897
,961
,993
,969
,979
,983
,969
,938
,957
,911
,875
,912
,1008
,938
,951
,990
,956
,930
,929
,913
,866
,923
,945
,883
,915
,942
,870
,900
,918
,893
,887
,939
,940
,923
,970
,968
,883
,914
,904
,874
,900
,894
,887
,864
,908
,941
,923
,912
,953
,913
,877
,923
,935
,850
,908
,932
,939
,911
,947
,944
,897
,903
,886
,824
,846
,823
,772
,814
,844
,822
,829
,879
,867
,830
,846
,838
,782
,798
,794
,764
,741
,766
,785
,772
,771
,840
,906
,869
,845
,841
,815
,780
,802
,818
,787
,779
,810
,794
,771
,796
,863
,852
,824
,867
