Time,BreathingWaveform
24/08/2017 15:58:33.421,6665133
24/08/2017 15:58:33.461,6663977
24/08/2017 15:58:33.501,6663977
24/08/2017 15:58:33.541,6663714
24/08/2017 15:58:33.581,6663714
24/08/2017 15:58:33.621,6663188
24/08/2017 15:58:33.661,6663030
24/08/2017 15:58:33.701,6662768
24/08/2017 15:58:33.741,6662557
24/08/2017 15:58:33.781,6662137
24/08/2017 15:58:33.821,6661874
24/08/2017 15:58:33.861,6661191
24/08/2017 15:58:33.901,6660928
24/08/2017 15:58:33.941,6661138
24/08/2017 15:58:33.981,6661401
24/08/2017 15:58:34.021,6660875
24/08/2017 15:58:34.061,6660402
24/08/2017 15:58:34.101,6660560
24/08/2017 15:58:34.141,6659455
24/08/2017 15:58:34.181,6659508
24/08/2017 15:58:34.221,6658352
24/08/2017 15:58:34.261,6659087
24/08/2017 15:58:34.301,6658930
24/08/2017 15:58:34.341,6658299
24/08/2017 15:58:34.381,6658457
24/08/2017 15:58:34.421,6657458
24/08/2017 15:58:34.461,6657616
24/08/2017 15:58:34.501,6657090
24/08/2017 15:58:34.541,6656196
24/08/2017 15:58:34.581,6656406
24/08/2017 15:58:34.621,6656196
24/08/2017 15:58:34.661,6656406
24/08/2017 15:58:34.701,6656039
24/08/2017 15:58:34.741,6655408
24/08/2017 15:58:34.781,6656091
24/08/2017 15:58:34.821,6654672
24/08/2017 15:58:34.861,6654987
24/08/2017 15:58:34.901,6654514
24/08/2017 15:58:34.941,6654882
24/08/2017 15:58:34.981,6654777
24/08/2017 15:58:35.021,6653883
24/08/2017 15:58:35.061,6654409
24/08/2017 15:58:35.101,6653778
24/08/2017 15:58:35.141,6653936
24/08/2017 15:58:35.181,6653620
24/08/2017 15:58:35.221,6653095
24/08/2017 15:58:35.261,6653095
24/08/2017 15:58:35.301,6653042
24/08/2017 15:58:35.341,6652358
24/08/2017 15:58:35.381,6652832
24/08/2017 15:58:35.421,6652096
24/08/2017 15:58:35.461,6651465
24/08/2017 15:58:35.501,6651202
24/08/2017 15:58:35.541,6651728
24/08/2017 15:58:35.581,6650992
24/08/2017 15:58:35.621,6650676
24/08/2017 15:58:35.661,6650834
24/08/2017 15:58:35.701,6651622
24/08/2017 15:58:35.741,6651517
24/08/2017 15:58:35.781,6650466
24/08/2017 15:58:35.821,6650308
24/08/2017 15:58:35.861,6650939
24/08/2017 15:58:35.901,6649940
24/08/2017 15:58:35.941,6649835
24/08/2017 15:58:35.981,6649677
24/08/2017 15:58:36.021,6648731
24/08/2017 15:58:36.061,6649415
24/08/2017 15:58:36.101,6648521
24/08/2017 15:58:36.141,6648416
24/08/2017 15:58:36.181,6648836
24/08/2017 15:58:36.221,6647838
24/08/2017 15:58:36.261,6648679
24/08/2017 15:58:36.301,6648363
24/08/2017 15:58:36.341,6647890
24/08/2017 15:58:36.381,6647417
24/08/2017 15:58:36.421,6647522
24/08/2017 15:58:36.461,6647680
24/08/2017 15:58:36.501,6647259
