Time,RtoR
18/08/2017 13:32:39.429,167
,166
,12692
,250
,11539
,348
,338
,50
,332
,2511
,455
,310
,151
,1824
,449
,444
,445
,445
,447
,450
,447
,446
,452
,453
,453
,454
,462
,469
,475
,476
,479
,486
,477
,470
,467
,464
,468
,466
,463
,456
,457
,457
,450
,444
,440
,437
,436
,443
,455
,472
,484
,502
,520
,536
,532
,527
,527
,536
,520
,507
,498
,499
,486
,479
,473
,467
,462
,464
,471
,480
,489
,494
,490
,481
,484
,483
,490
,491
,482
,476
,477
,476
,479
,482
,485
,486
,494
,495
,493
,494
,499
,510
,508
,506
,511
,516
,514
,512
,516
,520
,516
,510
,507
,517
,519
,514
,514
,506
,500
,499
,503
,512
,524
,528
,534
,542
,541
,539
,541
,531
,521
,517
,520
,524
,521
,518
,513
,511
,506
,501
,500
,505
,510
,512
,510
,516
,518
,516
,516
,517
,514
,514
,514
,507
,504
,501
,504
,502
,497
,495
,494
,493
,495
,500
,505
,507
,509
,508
,502
,497
,493
,491
,487
,486
,486
,483
,488
,495
,500
,496
,496
,500
,499
,502
,510
,521
,529
,537
,535
,541
,532
,528
,521
,518
,509
,508
,510
,505
,505
,504
,509
,505
,505
,510
,511
,508
,510
,517
,516
,513
,516
,527
,530
,529
,525
,525
,517
,511
,507
,503
,502
,502
,505
,510
,507
,504
,500
,500
,498
,495
,495
,500
,506
,513
,525
,538
,550
,537
,535
,527
,528
,531
,527
,525
,530
,531
,526
,518
,517
,521
,517
,520
,525
,528
,527
,532
,527
,522
,514
,507
,500
,494
,495
,497
,501
,507
,506
,518
,527
,529
,534
,537
,544
,547
,543
,536
,540
,530
,523
,520
,514
,513
,510
,514
,517
,518
,530
,543
,551
,558
,562
,564
,553
,552
,553
,551
,547
,545
,538
,539
,534
,525
,522
,515
,514
,514
,516
,517
,518
,518
,521
,518
,521
,532
,545
,566
,574
,576
,578
,576
,572
,566
,556
,548
,537
,530
,527
,518
,509
,506
,504
,509
,512
,515
,511
,511
,517
,521
,524
,525
,531
,526
,526
,529
,530
,530
,530
,526
,519
,519
,521
,522
,524
,518
,517
,519
,516
,520
,520
,524
,526
,520
,521
,517
,513
,513
,515
,520
,523
,530
,535
,536
,531
,531
,530
,528
,523
,522
,523
,517
,510
,508
,507
,509
,515
,520
,528
,537
,550
,549
,547
,552
,545
,540
,535
,535
,528
,522
,524
,519
,509
,503
,503
,507
,516
,527
,532
,529
,534
,536
,530
,529
,533
,538
,540
,545
,548
,549
,551
,549
,547
,543
,541
,536
,538
,536
,535
,536
,536
,540
,541
,540
,549
,551
,548
,549
,550
,546
,543
,541
,538
,530
,526
,527
,531
,533
,534
,533
,539
,541
,540
,540
,546
,549
,551
,548
,542
,539
,555
,547
,537
,533
,534
,531
,524
,520
,518
,514
,515
,522
,526
,530
,533
,538
,537
,533
,531
,530
,530
,528
,528
,529
,524
,520
,523
,531
,535
,542
,551
,560
,559
,566
,568
,574
,565
,557
,552
,545
,542
,540
,538
,531
,527
,530
,536
,541
,547
,554
,553
,559
,562
,563
,554
,554
,549
,542
,537
,534
,528
,523
,519
,522
,525
,529
,529
,529
,531
,536
,540
,538
,537
,539
,533
,532
,533
,533
,524
,525
,524
,525
,527
,528
,534
,536
,541
,544
,544
,542
,540
,541
,532
,527
,524
,520
,517
,515
,517
,525
,526
,525
,521
,523
,524
,534
,538
,546
,542
,542
,539
,530
,523
,519
,513
,508
,505
,505
,507
,516
,518
,528
,543
,554
,562
,570
,578
,576
,564
,552
,543
,535
,529
,531
,534
,532
,538
,539
,545
,540
,545
,549
,550
,551
,545
,539
,530
,527
,530
,535
,537
,538
,539
,538
,537
,535
,536
,538
,543
,535
,536
,534
,541
,540
,539
,539
,535
,539
,546
,556
,559
,563
,567
,568
,563
,564
,557
,550
,545
,543
,542
,541
,542
,548
,554
,560
,569
,576
,577
,571
,571
,573
,571
,569
,573
,575
,573
,575
,581
,577
,574
,572
,575
,559
,557
,551
,542
,535
,535
,536
,557
,569
,573
,560
,544
,541
,541
,541
,537
,533
,533
,528
,519
,513
,509
,507
,515
,545
,588
,629
,623
,619
,614
,602
,581
,569
,559
,549
,541
,533
,531
,531
,537
,544
,563
,587
,607
,611
,599
,592
,584
,576
,569
,560
,553
,545
,539
,534
,531
,531
,530
,532
,537
,547
,564
,562
,559
,564
,565
,558
,555
,548
,541
,537
,530
,527
,524
,522
,523
,525
,531
,544
,562
,583
,591
,597
,587
,571
,557
,546
,534
,1039
,510
,510
,508
,510
,516
,520
,531
,542
,567
,579
,586
,585
,584
,581
,580
,572
,564
,556
,544
,533
,525
,520
,518
,522
,529
,548
,580
,582
,578
,582
,589
,587
,575
,559
,549
,535
,525
,518
,513
,512
,515
,537
,576
,634
,666
,654
,623
,610
,600
,589
,582
,565
,552
,540
,528
,521
,517
,517
,521
,534
,557
,595
,642
,624
,609
,606
,594
,578
,563
,552
,543
,531
,523
,519
,515
,514
,518
,549
,601
,653
,665
,658
,629
,614
,593
,572
,560
,547
,535
,523
,518
,516
,518
,521
,528
,536
,555
,566
,569
,573
,572
,566
,565
,552
,539
,527
,519
,508
,503
,499
,498
,499
,510
,523
,552
,568
,570
,569
,579
,586
,582
,569
,562
,550
,543
,530
,518
,512
,508
,507
,509
,522
,543
,581
,600
,591
,576
,569
,558
,545
,531
,518
,509
,500
,493
,492
,490
,488
,491
,497
,515
,543
,587
,576
,559
,545
,540
,533
,529
,529
,526
,528
,529
,528
,529
,531
,530
,529
,526
,522
,522
,521
,521
,518
,515
,513
,508
,506
,503
,499
,497
,499
,500
,506
,508
,510
,514
,518
,520
,524
,525
,527
,526
,522
,515
,511
,504
,500
,495
,492
,978
,483
,481
,479
,477
,478
,479
,482
,491
,513
,556
,581
,579
,570
,558
,549
,542
,532
,523
,515
,508
,502
,500
,498
,500
,505
,510
,525
,547
,568
,566
,554
,552
,551
,546
,542
,533
,528
,520
,515
,511
,509
,509
,513
,515
,524
,527
,533
,534
,535
,532
,526
,523
,518
,515
,509
,506
,501
,498
,498
,496
,495
,493
,494
,502
,514
,530
,550
,541
,536
,535
,537
,542
,548
,551
,549
,543
,538
,535
,534
,531
,532
,530
,528
,527
,531
,534
,532
,531
,526
,518
,514
,507
,502
,500
,497
,498
,497
,498
,501
,502
,508
,513
,517
,527
,537
,533
,530
,534
,539
,539
,534
,530
,524
,1028
,503
,500
,498
,500
,504
,509
,522
,526
,535
,530
,527
,523
,520
,521
,515
,509
,502
,498
,495
,495
,497
,503
,503
,508
,513
,513
,513
,517
,524
,522
,521
,522
,519
,515
,513
,508
,505
,1501
,496
,492
,490
,487
,485
,488
,494
,510
,526
,533
,537
,540
,548
,559
,553
,550
,550
,541
,535
,534
,532
,536
,538
,550
,575
,613
,641
,620
,593
,579
,561
,550
,542
,535
,533
,528
,521
,517
,516
,512
,511
,517
,525
,543
,570
,587
,582
,582
,578
,565
,554
,543
,1060
,518
,515
,512
,506
,506
,512
,517
,520
,527
,538
,540
,538
,540
,540
,537
,533
,529
,526
,1048
,524
,529
,531
,530
,531
,535
,541
,549
,556
,551
,552
,552
,543
,541
,537
,529
,522
,517
,515
,517
,517
,519
,519
,521
,525
,529
,536
,542
,540
,538
,535
,528
,523
,521
,519
,514
,511
,510
,508
,509
,510
,509
,517
,530
,544
,565
,563
,562
,560
,559
,556
,546
,536
,526
,521
,514
,512
,513
,514
,513
,514
,516
,520
,526
,522
,516
,510
,501
,495
,489
,485
,483
,478
,477
,477
,480
,481
,482
,487
,492
,490
,502
,510
,517
,522
,519
,523
,522
,522
,526
,525
,527
,526
,524
,525
,522
,520
,518
,511
,511
,512
,508
,505
,507
,510
,518
,528
,531
,531
,541
,537
,545
,553
,552
,551
,551
,539
,532
,526
,526
,525
,524
,522
,521
,523
,514
,513
,511
,511
,513
,520
,535
,548
,551
,561
,567
,564
,565
,551
,545
,541
,537
,534
,537
,538
,537
,535
,539
,537
,538
,540
,540
,540
,540
,545
,550
,555
,564
,555
,558
,552
,542
,536
,530
,528
,532
,537
,545
,556
,561
,559
,558
,558
,550
,540
,530
,523
,522
,521
,521
,520
,526
,530
,538
,532
,532
,537
,538
,541
,540
,532
,524
,523
,530
,536
,534
,538
,542
,541
,543
,539
,527
,518
,511
,511
,514
,524
,532
,540
,539
,541
,542
,542
,542
,540
,546
,546
,542
,538
,538
,535
,532
,524
,520
,515
,513
,517
,524
,534
,544
,550
,554
,558
,562
,564
,562
,570
,561
,549
,541
,540
,541
,543
,546
,547
,556
,551
,550
,545
,546
,541
,540
,537
,540
,538
,532
,536
,539
,543
,536
,541
,543
,549
,554
,553
,549
,542
,541
,534
,531
,534
,546
,547
,543
,539
,543
,540
,533
,531
,533
,535
,531
,530
,530
,524
,520
,519
,522
,523
,531
,541
,543
,550
,554
,564
,567
,570
,562
,562
,551
,542
,541
,541
,544
,547
,551
,555
,550
,548
,550
,547
,543
,537
,540
,545
,553
,550
,550
,552
,557
,563
,558
,550
,544
,542
,542
,543
,534
,526
,525
,524
,528
,529
,530
,542
,550
,558
,569
,565
,558
,561
,559
,558
,552
,542
,542
,542
,548
,551
,559
,555
,553
,548
,541
,540
,529
,525
,527
,526
,523
,530
,536
,549
,551
,542
,546
,548
,550
,548
,549
,554
,549
,544
,539
,535
,536
,533
,537
,537
,540
,539
,537
,544
,542
,553
,555
,559
,555
,560
,559
,560
,568
,569
,560
,551
,543
,545
,548
,560
,570
,582
,584
,578
,584
,585
,581
,582
,584
,581
,581
,579
,578
,580
,582
,582
,583
,583
,588
,574
,563
,553
,551
,538
,534
,536
,543
,551
,558
,567
,579
,581
,580
,585
,582
,575
,576
,569
,556
,546
,543
,544
,544
,541
,543
,547
,553
,558
,561
,571
,574
,569
,571
,578
,581
,580
,584
,573
,572
,568
,563
,558
,551
,550
,552
,549
,553
,567
,578
,580
,575
,577
,576
,571
,563
,562
,566
,561
,566
,568
,566
,560
,549
,546
,544
,566
,560
,552
,540
,531
,525
,526
,530
,527
,537
,544
,551
,559
,567
,585
,586
,594
,598
,596
,589
,591
,595
,588
,580
,574
,567
,555
,557
,561
,569
,567
,570
,571
,570
,577
,581
,574
,573
,571
,575
,571
,570
,571
,573
,575
,571
,570
,562
,560
,562
,567
,564
,561
,553
,550
,549
,548
,549
,558
,561
,570
,573
,579
,585
,584
,588
,588
,581
,574
,571
,568
,557
,563
,552
,544
,538
,537
,538
,539
,545
,540
,536
,532
,538
,540
,549
,543
,548
,562
,572
,577
,583
,590
,584
,578
,572
,573
,567
,555
,544
,539
,549
,553
,566
,567
,571
,572
,571
,570
,571
,572
,575
,578
,572
,582
,585
,594
,592
,591
,592
,585
,584
,584
,579
,562
,557
,553
,551
,556
,559
,564
,563
,566
,573
,576
,569
,556
,558
,565
,563
,564
,560
,559
,552
,550
,545
,538
,536
,532
,534
,540
,544
,550
,559
,573
,583
,577
,583
,589
,579
,573
,569
,562
,553
,550
,550
,545
,545
,546
,552
,558
,563
,566
,560
,558
,559
,567
,568
,570
,574
,572
,563
,561
,564
,568
,571
,572
,579
,589
,591
,579
,576
,584
,585
,587
,593
,590
,599
,613
,602
,590
,587
,597
,600
,605
,591
,594
,591
,582
,566
,562
,564
,570
,590
,597
,585
,574
,560
,551
,540
,525
,522
,523
,531
,522
,514
,510
,506
,506
,503
,503
,499
,502
,512
,518
,510
,507
,505
,512
,519
,530
,537
,544
,547
,553
,550
,554
,545
,543
,539
,538
,534
,539
,539
,534
,527
,525
,519
,514
,517
,517
,515
,516
,516
,513
,513
,522
,531
,531
,529
,537
,547
,557
,557
,555
,557
,571
,579
,567
,570
,577
,590
,596
,599
,607
,605
,586
,573
,572
,579
,581
,580
,581
,588
,591
,590
,590
,592
,594
,589
,586
,594
,592
,594
,592
,581
,577
,574
,566
,561
,561
,554
,556
,555
,561
,569
,579
,584
,584
,586
,585
,577
,575
,574
,568
,568
,564
,558
,565
,573
,581
,583
,586
,592
,591
,589
,583
,577
,571
,572
,568
,572
,572
,566
,565
,569
,575
,580
,582
,582
,578
,577
,576
,572
,571
,565
,564
,560
,557
,553
,543
,540
,536
,534
,537
,546
,559
,577
,589
,594
,599
,599
,590
,586
,583
,595
,599
,590
,579
,577
,574
,571
,574
,568
,563
,563
,564
,575
,578
,573
,571
,568
,564
,571
,574
,583
,587
,590
,586
,580
,583
,591
,593
,585
,579
,587
,583
,574
,567
,570
,576
,575
,580
,578
,575
,570
,565
,557
,557
,554
,555
,562
,562
,559
,553
,560
,569
,573
,568
,560
,552
,544
,535
,529
,521
,513
,508
,508
,503
,498
,494
,490
,488
,488
,495
,493
,490
,488
,488
,487
,487
,489
,487
,488
,492
,495
,495
,498
,497
,495
,495
,494
,492
,490
,491
,490
,492
,490
,488
,488
,488
,486
,489
,491
,501
,506
,507
,506
,505
,505
,509
,508
,507
,513
,519
,526
,537
,527
,532
,549
,586
,594
,593
,579
,574
,582
,595
,601
,599
,605
,609
,608
,607
,596
,592
,585
,584
,583
,592
,593
,587
,590
,588
,585
,584
,588
,581
,580
,580
,580
,587
,586
,588
,578
,584
,587
,595
,597
,605
,593
,580
,576
,562
,552
,548
,539
,535
,533
,532
,534
,545
,550
,554
,549
,543
,540
,528
,523
,523
,533
,554
,569
,592
,614
,638
,635
,626
,620
,625
,619
,616
,599
,588
,576
,580
,585
,590
,587
,578
,577
,580
,581
,587
,590
,593
,592
,602
,602
,603
,595
,576
,577
,571
,568
,567
,573
,568
,553
,548
,537
,535
,531
,525
,539
,554
,549
,550
,550
,545
,542
,544
,548
,549
,549
,558
,560
,557
,566
,576
,586
,580
,576
,579
,589
,589
,598
,594
,607
,624
,605
,591
,586
,582
,575
,579
,579
,579
,578
,588
,586
,587
,584
,591
,585
,573
,567
,562
,560
,560
,569
,570
,577
,575
,581
,568
,550
,540
,537
,532
,528
,525
,529
,535
,543
,547
,550
,541
,537
,544
,557
,552
,545
,542
,543
,540
,532
,534
,534
,537
,537
,536
,537
,538
,538
,542
,547
,555
,558
,565
,566
,573
,571
,567
,553
,543
,537
,525
,516
,511
,514
,521
,533
,553
,553
,567
,569
,554
,544
,533
,541
,548
,557
,561
,566
,574
,581
,575
,576
,563
,559
,563
,565
,570
,603
,652
,635
,620
,593
,583
,581
,597
,597
,597
,590
,577
,569
,565
,556
,550
,541
,528
,517
,510
,508
,511
,504
,508
,509
,517
,521
,525
,525
,522
,521
,519
,516
,510
,504
,500
,494
,490
,489
,485
,482
,486
,500
,509
,507
,503
,496
,496
,505
,516
,539
,559
,565
,567
,555
,546
,554
,569
,588
,589
,581
,568
,574
,599
,594
,596
,581
,563
,568
,568
,579
,598
,589
,585
,581
,584
,593
,600
,623
,587
,565
,566
,564
,566
,587
,586
,574
,577
,567
,569
,578
,589
,602
,576
,584
,580
,581
,582
,561
,560
,564
,560
,560
,566
,563
,584
,593
,596
,607
,597
,598
,568
,560
,552
,552
,560
,546
,541
,542
,539
,548
,565
,583
,573
,569
,571
,564
,551
,540
,533
,530
,539
,549
,547
,545
,534
,534
,534
,537
,542
,536
,535
,544
,555
,571
,574
,578
,572
,578
,589
,575
,568
,566
,565
,573
,580
,582
,586
,595
,604
,601
,605
,611
,606
,590
,610
,602
,583
,587
,569
,569
,559
,560
,566
,568
,602
,594
,584
,590
,589
,594
,601
,579
,577
,580
,582
,607
,592
,593
,584
,589
,596
,583
,582
,575
,582
,566
,563
,571
,572
,580
,574
,568
,564
,578
,599
,585
,605
,591
,588
,592
,577
,573
,574
,575
,562
,557
,557
,563
,572
,560
,562
,554
,560
,564
,555
,555
,562
,560
,566
,561
,550
,554
,554
,558
,567
,561
,566
,578
,575
,567
,556
,541
,537
,551
,557
,562
,573
,575
,567
,558
,547
,555
,549
,561
,579
,573
,574
,588
,602
,610
,614
,601
,582
,575
,576
,581
,575
,559
,564
,557
,560
,569
,567
,564
,564
,567
,590
,634
,610
,603
,608
,593
,585
,563
,555
,555
,561
,557
,555
,560
,558
,547
,551
,563
,583
,583
,579
,584
,575
,591
,584
,574
,573
,582
,582
,582
,598
,590
,590
,587
,569
,570
,563
,577
,588
,580
,575
,571
,565
,589
,599
,597
,599
,586
,565
,556
,548
,553
,564
,571
,580
,569
,560
,561
,564
,576
,575
,581
,592
,579
,568
,576
,579
,579
,585
,563
,551
,544
,550
,555
,555
,556
,559
,566
,571
,579
,573
,571
,562
,568
,580
,585
,575
,569
,570
,572
,558
,548
,540
,541
,544
,538
,539
,535
,534
,546
,563
,588
,586
,591
,605
,606
,603
,595
,580
,581
,574
,580
,588
,572
,579
,575
,588
,583
,563
,559
,559
,563
,571
,574
,567
,563
,551
,547
,545
,548
,552
,556
,553
,548
,548
,551
,555
,551
,553
,559
,556
,571
,582
,590
,592
,578
,575
,570
,562
,563
,552
,543
,537
,538
,536
,546
,551
,570
,578
,580
,582
,591
,613
,606
,598
,599
,590
,584
,580
,563
,557
,556
,555
,558
,562
,552
,548
,551
,553
,571
,576
,567
,572
,580
,596
,595
,564
,551
,547
,553
,567
,580
,586
,585
,571
,568
,568
,567
,569
,561
,566
,574
,578
,585
,590
,580
,568
,563
,572
,584
,598
,598
,597
,582
,567
,560
,559
,571
,584
,595
,595
,587
,575
,572
,574
,588
,588
,600
,629
,616
,607
,601
,610
,601
,595
,589
,591
,622
,635
,659
,658
,627
,583
,574
,568
,572
,584
,596
,614
,612
,604
,604
,579
,566
,557
,547
,554
,589
,591
,598
,601
,598
,613
,638
,637
,655
,629
,589
,564
,554
,551
,560
,573
,578
,584
,575
,556
,552
,566
,572
,579
,600
,587
,577
,572
,567
,574
,586
,580
,587
,583
,581
,582
,574
,563
,560
,565
,567
,555
,541
,532
,530
,524
,522
,527
,525
,520
,518
,517
,520
,516
,515
,524
,538
,550
,568
,572
,583
,593
,609
,621
,615
,596
,580
,559
,547
,541
,541
,549
,552
,545
,540
,540
,542
,547
,544
,554
,554
,550
,545
,543
,540
,550
,570
,559
,557
,565
,573
,577
,569
,566
,561
,555
,556
,566
,572
,593
,592
,591
,583
,578
,579
,570
,563
,558
,546
,537
,528
,524
,524
,529
,530
,542
,540
,541
,552
,565
,583
,596
,598
,585
,583
,579
,577
,581
,568
,552
,544
,536
,531
,531
,527
,527
,527
,522
,522
,531
,533
,535
,540
,541
,547
,553
,550
,556
,565
,578
,588
,588
,584
,584
,586
,581
,583
,586
,587
,586
,581
,572
,564
,564
,573
,569
,573
,566
,574
,575
,583
,592
,592
,586
,584
,582
,577
,580
,572
,569
,567
,567
,570
,576
,577
,578
,575
,569
,581
,582
,577
,568
,572
,570
,565
,568
,572
,573
,564
,561
,565
,562
,560
,557
,554
,551
,548
,541
,540
,539
,546
,544
,546
,548
,558
,565
,578
,572
,575
,585
,582
,581
,571
,567
,565
,558
,557
,557
,558
,555
,558
,570
,571
,565
,564
,568
,560
,553
,564
,564
,567
,573
,575
,575
,568
,561
,552
,547
,547
,549
,547
,555
,557
,567
,574
,577
,581
,581
,584
,587
,590
,590
,584
,591
,585
,579
,582
,583
,577
,573
,564
,565
,566
,573
,580
,581
,591
,592
,589
,590
,592
,589
,583
,585
,582
,577
,581
,585
,591
,603
,601
,603
,603
,595
,585
,573
,580
,580
,584
,588
,586
,588
,586
,578
,564
,554
,558
,600
,603
,605
,601
,579
,582
,584
,581
,575
,569
,562
,553
,545
,539
,544
,544
,545
,549
,554
,559
,556
,565
,578
,586
,591
,595
,592
,591
,578
,573
,571
,569
,567
,565
,560
,563
,572
,570
,579
,606
,624
,630
,623
,591
,575
,564
,561
,561
,556
,547
,545
,547
,551
,553
,555
,555
,549
,551
,550
,559
,568
,581
,585
,599
,602
,613
,597
,585
,592
,593
,589
,582
,572
,578
,580
,583
,585
,590
,583
,604
,610
,617
,620
,625
,620
,613
,605
,603
,596
,590
,593
,583
,574
,569
,569
,565
,562
,564
,556
,561
,558
,556
,554
,562
,576
,574
,584
,586
,595
,596
,591
,587
,597
,597
,608
,618
,618
,622
,625
,608
,591
,576
,565
,561
,577
,594
,605
,612
,605
,604
,597
,596
,594
,595
,593
,589
,583
,583
,587
,592
,605
,623
,608
,601
,587
,579
,580
,583
,586
,585
,581
,577
,583
,588
,586
,591
,587
,587
,578
,569
,570
,569
,574
,575
,578
,577
,569
,578
,578
,571
,573
,571
,555
,543
,542
,538
,546
,554
,554
