767;738;663;521
786;693;667;583
798;667;657;608
837;740;679;641
771;771;712;566
793;760;692;590
806;793;694;575
786;763;691;563
790;774;706;592
803;689;670;620
814;740;685;595
837;767;689;604
796;727;687;592
802;717;689;620
810;713;672;622
783;647;670;612
767;620;663;609
810;554;608;707
806;632;659;708
784;687;676;569
786;642;668;606
753;552;633;599
815;684;653;591
796;749;670;522
788;704;674;587
819;754;686;586
800;751;696;591
791;757;693;587
805;725;655;581
821;722;682;647
807;710;685;644
787;694;673;606
785;668;663;610
841;775;678;605
818;719;666;593
839;802;697;553
828;782;700;536
783;715;669;531
791;753;697;577
825;739;678;645
778;605;623;575
759;599;645;588
810;660;626;589
819;753;693;598
774;618;659;612
780;707;681;577
775;621;658;606
822;726;683;668
791;666;665;619
762;607;653;599
824;784;676;578
826;750;674;587
785;738;691;595
793;701;629;589
794;679;670;631
767;599;643;610
801;550;651;714
785;723;682;606
805;671;687;654
765;663;645;593
822;711;635;590
763;705;680;566
762;666;661;595
768;639;664;612
818;721;675;612
816;739;666;590
831;801;688;587
816;743;695;630
774;619;656;669
757;643;669;598
806;664;631;620
813;742;699;611
791;655;677;642
818;699;695;675
790;703;681;598
805;726;676;590
749;727;695;576
764;647;659;598
804;658;681;663
790;666;656;611
826;740;664;602
811;726;692;644
778;723;697;602
782;732;704;623
799;701;684;653
815;715;654;630
811;695;673;635
820;723;661;603
837;773;686;590
794;752;677;574
779;765;706;583
794;744;700;605
756;585;639;624
817;748;665;607
801;685;687;640
817;720;682;621
821;705;655;601
799;752;689;583
782;620;656;628
793;709;684;606
797;706;692;627
802;746;673;579
823;764;700;646
806;759;686;580
800;630;654;686
801;707;681;679
805;672;676;698
791;644;668;677
792;580;661;705
797;582;664;711
787;740;687;555
800;627;660;645
799;664;674;645
800;678;682;646
799;695;642;617
817;722;670;636
795;751;693;551
783;722;688;539
788;709;703;626
788;680;664;595
798;700;683;605
777;662;654;596
828;793;696;647
814;697;665;567
836;751;675;591
828;760;689;594
772;695;693;599
807;774;701;572
823;776;680;599
822;713;667;597
851;795;681;589
837;744;694;660
815;767;665;590
822;793;705;621
777;759;701;559
793;646;675;651
800;705;671;588
819;734;686;634
798;710;667;604
818;737;678;629
810;731;680;626
774;619;654;612
825;759;682;591
821;632;628;650
785;771;695;473
816;739;702;658
822;730;681;615
811;735;688;598
771;755;705;577
800;717;694;624
805;737;709;639
809;707;692;570
810;769;698;511
791;723;704;635
814;730;706;667
815;737;706;644
804;785;708;456
807;758;706;538
776;751;697;507
796;687;674;611
801;710;683;615
826;795;664;548
822;709;677;596
788;693;665;580
804;744;696;585
838;771;675;576
838;799;719;621
811;764;703;539
812;773;710;583
794;749;674;572
818;707;669;598
835;764;693;607
825;738;689;615
777;732;696;566
767;733;700;566
818;770;700;585
799;620;666;637
809;637;668;647
787;692;668;587
808;733;659;576
814;770;681;581
799;749;704;603
805;746;674;576
772;719;673;576
805;662;648;594
825;727;659;586
758;577;643;601
783;650;670;613
796;733;701;608
789;760;710;577
811;746;705;621
802;671;658;591
765;644;664;603
763;661;667;593
810;726;690;622
798;714;672;596
811;628;633;631
781;710;688;603
809;772;679;581
820;775;696;611
797;725;701;624
827;765;679;585
836;761;683;619
829;751;684;595
759;686;692;572
777;753;712;497
722;750;706;481
769;758;711;524
764;735;696;532
801;754;695;540
805;757;699;520
818;800;698;514
794;732;660;515
755;682;682;538
765;699;685;548
778;713;659;544
775;724;681;545
781;771;690;517
754;760;706;531
802;758;659;523
774;663;662;550
750;610;657;554
815;758;706;569
767;750;699;516
782;762;707;525
816;773;665;527
808;761;696;583
801;689;663;547
817;756;680;536
751;667;666;552
803;749;681;564
809;700;689;610
814;697;677;568
807;751;664;534
817;779;687;549
816;763;699;555
810;644;660;587
786;776;721;570
777;765;694;507
791;683;654;548
829;788;691;544
835;795;697;543
772;678;676;565
838;790;699;565
829;786;706;560
841;784;691;564
843;767;682;572
827;792;703;513
782;647;657;584
784;650;671;588
810;742;711;605
784;738;697;523
766;778;713;469
753;698;688;526
735;686;673;536
803;763;691;548
782;639;662;573
806;685;682;607
731;717;702;531
764;698;682;564
757;676;670;567
785;741;685;541
745;764;706;500
770;760;689;538
820;743;657;574
789;647;677;612
753;596;653;584
794;697;640;557
782;717;672;558
805;735;688;561
763;633;660;571
825;725;658;550
812;745;689;542
767;752;703;544
774;678;667;564
828;766;679;534
824;776;686;562
810;777;695;571
807;769;691;564
724;783;714;499
736;686;694;597
783;688;670;597
791;652;674;624
768;643;666;578
735;741;687;521
796;770;691;545
806;726;657;589
773;704;668;582
773;734;670;559
748;615;659;583
766;700;668;545
775;717;697;580
821;770;705;603
800;655;652;604
800;722;706;613
805;646;656;595
755;642;659;582
780;710;683;548
830;778;665;520
787;758;688;531
793;745;687;561
723;737;697;526
763;729;684;576
746;608;653;588
781;693;687;599
807;582;660;639
814;671;658;584
780;712;654;542
792;725;703;621
782;739;650;529
771;551;626;604
762;552;643;589
817;760;663;554
829;765;681;580
754;572;642;582
785;635;656;564
799;583;643;611
818;659;612;569
779;657;660;581
776;670;671;576
738;634;659;551
745;666;656;559
783;743;665;567
770;679;681;570
762;726;689;543
776;720;675;572
794;699;669;583
818;750;689;578
733;633;655;579
783;715;694;625
796;749;683;580
812;786;679;545
824;732;649;577
813;760;687;583
778;702;675;606
790;708;669;576
789;643;664;633
779;576;638;620
766;660;678;577
760;604;643;578
809;734;672;572
775;657;663;592
810;741;688;584
818;764;702;601
795;609;677;647
763;686;687;576
779;740;692;564
816;771;677;570
799;723;656;582
784;746;699;597
777;624;673;603
812;721;686;607
774;736;691;566
784;747;698;537
807;772;706;539
783;709;660;563
789;679;673;611
826;681;677;661
805;763;687;538
831;800;699;570
822;781;691;552
771;686;643;559
764;633;658;596
800;717;678;596
790;690;673;604
786;749;704;568
742;719;647;524
