Time,RtoR
22/08/2017 08:17:07.431,184
,469
,391
,2585
,429
,537
,4054
,744
,373
,798
,707
,167
,1087
,79
,435
,147
,574
,187
,404
,403
,280
,1738
,1033
,499
,65
,4914
,12
,3137
,2805
,9761
,1589
,630
,751
,774
,803
,794
,755
,681
,662
,670
,702
,732
,758
,701
,733
,718
,704
,558
,692
,619
,630
,632
,648
,708
,1482
,730
,695
,672
,648
,637
,637
,625
,638
,699
,712
,716
,677
,681
,706
,653
,658
,660
,630
,632
,654
,653
,646
,695
,685
,658
,628
,647
,721
,718
,660
,662
,631
,620
,614
,614
,608
,600
,617
,643
,627
,648
,645
,633
,625
,622
,622
,629
,608
,612
,621
,614
,597
,603
,609
,622
,627
,625
,631
,628
,616
,611
,618
,619
,609
,612
,626
,612
,589
,588
,597
,616
,602
,579
,590
,608
,622
,611
,597
,613
,628
,624
,602
,587
,600
,594
,591
,583
,554
,557
,577
,583
,590
,614
,639
,650
,616
,619
,603
,600
,593
,589
,593
,603
,605
,620
,654
,725
,638
,630
,646
,633
,617
,608
,617
,630
,632
,603
,599
,613
,634
,645
,640
,645
,687
,644
,633
,648
,671
,637
,620
,630
,634
,635
,617
,606
,637
,692
,649
,658
,660
,667
,636
,618
,611
,624
,620
,625
,634
,638
,636
,639
,624
,629
,619
,646
,718
,621
,627
,635
,648
,645
,619
,593
,613
,647
,759
,715
,744
,753
,678
,658
,637
,644
,656
,668
,643
,658
,711
,638
,629
,632
,644
,649
,662
,699
,663
,643
,634
,634
,710
,695
,719
,751
,695
,701
,676
,734
,656
,644
,647
,666
,664
,670
,739
,690
,744
,673
,680
,653
,690
,749
,661
,683
,679
,673
,684
,742
,666
,658
,673
,691
,726
,668
,675
,680
,717
,669
,670
,684
,694
,652
,648
,667
,672
,669
,683
,689
,678
,728
,718
,679
,679
,679
,743
,662
,661
,659
,685
,661
,654
,662
,647
,620
,624
,697
,744
,719
,695
,730
,731
,689
,705
,689
,704
,676
,680
,695
,751
,654
,732
,682
,699
,670
,693
,688
,677
,688
,672
,694
,650
,642
,676
,751
,669
,733
,728
,748
,671
,663
,671
,685
,694
,685
,682
,681
,662
,649
,679
,711
,659
,657
,671
,675
,661
,636
,635
,649
,647
,624
,629
,634
,641
,631
,634
,650
,651
,637
,637
,664
,726
,625
,625
,637
,666
,684
,655
,629
,634
,656
,661
,637
,674
,696
,669
,649
,658
,679
,699
,647
,645
,653
,668
,638
,637
,646
,662
,668
,653
,664
,672
,683
,678
,651
,661
,722
,741
,735
,667
,682
,690
,669
,636
,651
,654
,667
,651
,649
,663
,704
,695
,717
,737
,744
,702
,647
,670
,690
,681
,675
,706
,718
,681
,675
,714
,717
,713
,663
,687
,692
,685
,655
,644
,630
,631
,667
,678
,660
,634
,612
,623
,663
,755
,730
,675
,654
,620
,585
,592
,712
,753
,792
,761
,706
,679
,702
,810
,774
,765
,649
,678
,687
,787
,632
,640
,760
,699
,813
,751
,775
,777
,786
,775
,714
,691
,679
,804
,750
,647
,622
,665
,823
,762
,696
,765
,767
,800
,800
,737
,706
,729
,770
,789
,781
,773
,697
,633
,621
,647
,657
,664
,759
,873
,830
,757
,742
,708
,667
,636
,638
,702
,975
,939
,936
,913
,878
,842
,804
,738
,699
,719
,745
,751
,766
,778
,800
,778
,708
,694
,723
,852
,891
,889
,876
,859
,832
,797
,745
,700
,668
,654
,652
,701
,874
,884
,868
,832
,822
,753
,683
,644
,639
,685
,908
,878
,857
,866
,849
,820
,797
,816
,734
,684
,655
,650
,681
,794
,808
,855
,820
,822
,827
,814
,771
,705
,663
,639
,641
,703
,948
,912
,853
,843
,829
,811
,813
,761
,703
,675
,670
,692
,780
,928
,870
,854
,854
,812
,807
,798
,770
,706
,682
,681
,744
,922
,908
,878
,870
,836
,811
,804
,776
,713
,683
,677
,712
,911
,946
,894
,880
,840
,819
,791
,768
,744
,701
,684
,690
,754
,904
,833
,814
,802
,790
,767
,769
,766
,751
,707
,691
,706
,769
,916
,849
,823
,805
,766
,729
,731
,738
,715
,696
,700
