Time,RtoR
,569
,38
,684
,112
,240
,400
,117
,883
,243
,600
,1658
,980
,644
,1526
,821
,684
,790
,76
,717
,779
,436
,449
,471
,357
,763
,1324
,350
,766
,245
,382
,863
,502
,216
,439
,241
,781
,664
,1184
,768
,353
,1525
,725
,389
,1278
,913
,602
,651
,875
,843
,344
,490
,329
,402
,842
,804
,792
,165
,2362
,350
,174
,211
,1774
,840
,71
,1530
,1025
,1042
,637
,698
,728
,144
,638
,820
,185
,673
,701
,912
,432
,490
,547
,320
,281
,504
,1529
,1021
,353
,159
,1699
,175
,679
,167
,637
,592
,2299
,197
,760
,788
,531
,1077
,662
,55
,925
,1370
,1355
,1102
,2847
,157
,592
,802
,149
,340
,1675
,703
,1433
,618
,398
,217
,238
,1994
,287
,134
,384
,1392
,646
,392
,332
,65
,605
,1830
,141
,319
,2420
,417
,2363
,2443
,236
,260
,696
,1749
,3689
,112
,1574
,997
,2742
,223
,821
,687
,884
,1684
,929
,2149
,551
,352
,762
,706
,973
,1656
,830
,2532
,395
,1360
,859
,1693
,934
,169
,2474
,346
,2948
,2938
,1673
,122
,1193
,351
,873
,668
,792
,1544
,144
,818
,200
,2860
,1236
,714
,319
,2103
,708
,639
,181
,611
,750
,1622
,177
,902
,1697
,1468
,622
,84
,869
,655
,745
,183
,666
,978
,1012
,1375
,826
,579
,974
,104
,831
,591
,567
,323
,1436
,952
,1132
,506
,671
,588
,324
,751
,2258
,944
,715
,867
,425
,1383
,1135
,461
,860
,658
,139
,607
,953
,826
,835
,942
,670
,370
,431
,1588
,450
,403
,791
,326
,360
,709
,3010
,746
,429
,378
,251
,750
,211
,924
,513
,862
,586
,72
,729
,722
,234
,332
,422
,350
,1533
,426
,1455
,730
,143
,209
,644
,670
,171
,694
,176
,475
,144
,867
,153
,419
,634
,175
,626
,147
,766
,353
,1226
,142
,692
,899
,321
,323
,2392
,249
,493
,141
,1605
,270
,751
,824
,305
,395
,103
,542
,198
,1391
,233
,104
,709
,1580
,900
,927
,709
,871
,692
,360
,448
,30
,403
,1124
,863
,787
,250
,449
,794
,153
,748
,322
,1142
,931
,683
,848
,963
,799
,715
,170
,1396
,793
,1072
,551
,816
,841
,358
,559
,685
,68
,722
,885
,250
,498
,1994
,236
,143
,665
,1709
,676
,838
,298
,468
,361
,336
,815
,60
,747
,66
,690
,144
,640
,847
,358
,322
,353
,78
,347
,825
,264
,629
,901
,711
,831
,878
,254
,447
,810
,354
,409
,815
,53
,835
,810
,827
,1069
,465
,251
,417
,105
,685
,55
,954
,568
,552
,257
,899
,361
,361
,104
,336
,387
,1672
,218
,505
,62
,730
,847
,695
,804
,883
,356
,362
,104
,758
,929
,296
,870
,380
,551
,278
,809
,850
,290
,418
,62
,745
,548
,284
,945
,680
,948
,293
,462
,252
,434
,782
,260
,282
,225
,740
,106
,702
,138
,557
,229
,779
,102
,828
,1028
,829
,58
,672
,53
,864
,250
,185
,287
,774
,762
,425
,408
,65
,370
,506
,795
,59
,877
,1696
,950
,667
,102
,707
,839
,360
,503
,72
,691
,58
,787
,412
,1132
,167
,798
,847
,799
,63
,799
,997
,718
,363
,513
,965
,358
,409
,364
,298
,215
,875
,273
,140
,420
,103
,259
,528
,723
,910
,839
,771
,893
,971
,46
,252
,470
,104
,751
,864
,967
,714
,853
,984
,1761
,190
,1133
,963
,561
,196
,664
,884
,655
,829
,836
,815
,801
,793
,773
,774
,780
,802
,69
,766
,853
,860
,893
,929
,872
,920
,915
,910
,879
,906
,882
,843
,847
,841
,837
,59
,850
,946
,891
,901
,893
,819
,854
,873
,841
,903
,944
,898
,938
,929
,860
,851
,853
,830
,436
,394
,866
,860
,847
,839
,799
,795
,803
,830
,797
,881
,926
,888
,965
,956
,909
,894
,833
,848
,852
,826
,855
,907
,937
,932
,939
,901
,863
,857
,874
,813
,898
,884
,826
,871
,949
,907
,923
,931
,874
,867
,875
,827
,842
,861
,811
,835
,847
,791
,824
,858
,841
,851
,839
,795
,796
,790
,775
,608
,193
,798
,775
,776
,787
,775
,788
,851
,893
,896
,962
,941
,926
,928
,866
,838
,810
,780
,799
,843
,889
,950
,986
,926
,913
,893
,829
,858
,863
,836
,905
,927
,858
,889
,888
,859
,891
,885
,842
,861
,876
,817
,852
,840
,793
,823
,854
,833
,841
,846
,847
,835
,837
,828
,795
,820
,833
,824
,847
,878
,867
,860
,875
,887
,826
,854
,865
,839
,858
,888
,869
,892
,916
,867
,900
,894
,835
,854
,853
,823
,859
,887
,852
,901
,902
,855
,862
,825
,807
,817
,818
,821
,901
,919
,831
,850
,859
,829
,819
,815
,766
,778
,804
,852
,834
,893
,910
,874
,419
,349
,134
,925
,827
,743
,760
,746
,779
,849
,907
,876
,779
,828
,755
,727
,706
,680
,662
,648
,636
,637
,687
,795
,849
,891
,908
,925
,922
,908
,833
,811
,812
,835
,885
,878
,835
,821
,820
,826
,824
,872
,899
,885
,869
,871
,944
,1002
,1056
,1029
,1014
,917
,841
,832
,859
,932
,926
,898
,865
,848
,830
,796
,784
,795
,816
,836
,923
,971
,934
,932
,958
,930
,893
,929
,981
,995
,958
,992
,937
,851
,894
,932
,898
,931
,1002
,1034
,976
,998
,989
,917
,928
,964
,977
,968
,1035
,1016
,951
,935
,966
,960
,919
,948
,1000
,999
,952
,984
,973
,933
,931
,958
,956
,873
,870
,918
,918
,865
,884
,885
,877
,879
,918
,924
,918
,923
,943
,922
,945
,979
,1001
,973
,990
,964
,936
,955
,928
,901
,954
,978
,952
,998
,958
,917
,931
,935
,862
,882
,894
,878
,840
,858
,889
,837
,859
,899
,904
,880
,909
,907
,897
,911
,973
,997
,996
,1037
,987
,927
,920
,938
,947
,933
,943
,953
,921
,933
,942
,895
,903
,974
,1014
,1090
,1080
,1009
,965
,948
,901
,842
,853
,96
,776
,172
,711
,898
,933
,1001
,852
,928
,934
,925
,921
,951
,939
,898
,918
,954
,952
,995
,986
,949
,973
,973
,908
,915
,933
,904
,928
,947
,908
,934
,951
,932
,978
,968
,963
,974
,944
,920
,951
,960
,956
,977
,958
,933
,947
,937
,890
,920
,945
,903
,926
,955
,924
,931
,936
,905
,919
,934
,903
,917
,954
,940
,925
,942
,915
,924
,989
,1002
,977
,977
,933
,946
,995
,1037
,993
,1006
,1008
,956
,863
,823
,734
,802
,813
,928
,961
,962
,976
,959
,917
,917
,861
,823
,803
,792
,783
,794
,821
,870
,951
,968
,981
,1028
,1015
,949
,911
,915
,894
,859
,912
,922
,864
,906
,940
,900
,942
,958
,876
,887
,894
,857
,823
,819
,817
,777
,786
,780
,762
,765
,783
,783
,771
,763
,746
,732
,734
,729
,758
,806
,854
,867
,870
,935
,959
,889
,900
,840
,897
,1149
,1021
,963
,957
,920
,845
,825
,777
,747
,725
,460
,244
,684
,689
,1062
,1033
,978
,927
,944
,954
,1853
,956
,899
,1935
,1126
,539
,886
,503
,274
,441
,357
,1030
,1235
,1152
,1126
,1105
,1061
,1009
,932
,877
,909
,704
,249
,1499
,1356
,373
,281
,694
,483
,506
,1223
,859
,827
,824
,836
,902
,959
,1029
,2989
,907
,842
,818
,820
,813
,931
,945
,980
,1877
,822
,821
,791
,762
,748
,738
,725
,851
,908
,1000
,1031
,986
,933
,881
,825
,792
,765
,750
,753
,761
,818
,835
,851
,821
,799
,822
,796
,787
,779
,749
,786
,897
,1013
,1073
,1064
,1012
,965
,891
,851
,828
,816
,827
,917
,996
,1027
,984
,918
,862
,814
,770
,732
,703
,696
,1061
,1106
,1113
,1093
,1083
,1059
,954
,895
,801
,772
,810
,922
,1322
,1216
,1140
,1096
,1043
,962
,906
,846
,909
,935
,989
,1038
,1088
,1039
,987
,929
,873
,793
,826
,965
,1169
,1123
,1081
,1016
,976
,914
,853
,817
,786
,852
,887
,931
,924
,883
,1634
,805
,791
,789
,794
,855
,909
,919
,930
,938
,922
,908
,850
,790
,747
,758
,728
,713
,698
,675
,683
,811
,917
,944
,940
,905
,859
,822
,808
,809
,897
,918
,931
,951
,976
,966
,931
,892
,894
,863
,880
,950
,979
,984
,985
,963
,952
,896
,870
,844
,857
,862
,977
,1066
,1080
,1034
,990
,925
,864
,818
,782
,740
,810
,841
,958
,1046
,1032
,979
,961
,882
,831
,578
,518
,497
,98
,645
,853
,1170
,1157
,1091
,1006
,927
,852
,806
,768
,740
,799
,809
,871
,942
,960
,928
,881
,846
,807
,785
,766
,766
,827
,808
,792
,781
,768
,755
,739
,733
,735
,744
,730
,731
,764
,989
,1108
,1115
,1070
,961
,881
,825
,779
,726
,694
,682
,733
,877
,1120
,1109
,1050
,1030
,966
,888
,835
,805
,797
,805
,805
,820
,857
,862
,850
,831
,835
,811
,797
,1557
,944
,1023
,1029
,993
,936
,888
,835
,793
,757
,721
,688
,682
,701
,743
,825
,978
,1037
,1009
,937
,891
,840
,810
,776
,798
,828
,887
,1003
,1016
,980
,970
,898
,845
,786
,748
,772
,821
,889
,1068
,1050
,976
,885
,819
,778
,732
,705
,686
,674
,721
,892
,939
,943
,929
,901
,869
,837
,828
,809
,773
,762
,752
,774
,784
,825
,855
,865
,889
,905
,908
,904
,918
,906
,915
,879
,854
,852
,849
,860
,907
,915
,933
,939
,906
,889
,898
,891
,855
,887
,880
,886
,914
,905
,932
,959
,917
,872
,855
,859
,861
,877
,883
,898
,918
,924
,905
,890
,893
,894
,899
,864
,849
,848
,882
,887
,883
,873
,849
,822
,807
,786
,768
,757
,758
,727
,879
,885
,858
,855
,894
,906
,801
,818
,784
,739
,745
,725
,705
,695
,686
,679
,681
,685
,697
,703
,707
,716
,734
,742
,741
,736
,733
,736
,739
,734
,730
,747
,759
,780
,808
,813
,818
,824
,811
,761
,784
,778
,778
,728
,756
,765
,772
,782
,806
,821
,790
,800
,814
,806
,791
,780
,767
,753
,741
,730
,717
,723
,738
,754
,770
,802
,789
,742
,709
,782
,767
,788
,821
,798
,774
,770
,792
,787
,809
,833
,858
,844
,823
,830
,828
,862
,861
,876
,875
,878
,877
,874
,851
,823
,824
,839
,834
,802
,907
,905
,835
,866
,845
,782
,796
,795
,766
,774
,775
,779
,791
,820
,823
,842
,878
,840
,834
,837
,814
,802
,783
,801
,809
,830
,824
,844
,861
,823
,833
,805
,756
,763
,748
,733
,748
,768
,764
,859
,815
,822
,812
,831
,826
,793
,785
,782
,1518
,719
,727
,729
,741
,750
,784
,847
,870
,805
,837
,924
,4196
,1947
,1970
,570
,746
,6603
,236
,516
,2116
