Time,BreathingWaveform
24/08/2017 13:00:32.413,6571190
24/08/2017 13:00:32.453,6549899
24/08/2017 13:00:32.493,6548479
24/08/2017 13:00:32.533,6548479
24/08/2017 13:00:32.573,6548479
24/08/2017 13:00:32.613,6546849
24/08/2017 13:00:32.653,6545430
24/08/2017 13:00:32.693,6544431
24/08/2017 13:00:32.733,6543485
24/08/2017 13:00:32.773,6542486
24/08/2017 13:00:32.813,6542276
24/08/2017 13:00:32.853,6541224
24/08/2017 13:00:32.893,6540856
24/08/2017 13:00:32.933,6539332
24/08/2017 13:00:32.973,6538806
24/08/2017 13:00:33.013,6538123
24/08/2017 13:00:33.053,6537650
24/08/2017 13:00:33.093,6536651
24/08/2017 13:00:33.133,6536441
24/08/2017 13:00:33.173,6536493
24/08/2017 13:00:33.213,6535704
24/08/2017 13:00:33.253,6535126
24/08/2017 13:00:33.293,6534495
24/08/2017 13:00:33.333,6534285
24/08/2017 13:00:33.373,6533864
24/08/2017 13:00:33.413,6533864
24/08/2017 13:00:33.453,6533234
24/08/2017 13:00:33.493,6533234
24/08/2017 13:00:33.533,6532498
24/08/2017 13:00:33.573,6532340
24/08/2017 13:00:33.613,6532077
24/08/2017 13:00:33.653,6531551
24/08/2017 13:00:33.693,6530868
24/08/2017 13:00:33.733,6530973
24/08/2017 13:00:33.773,6529974
24/08/2017 13:00:33.813,6530605
24/08/2017 13:00:33.853,6529869
24/08/2017 13:00:33.893,6529869
24/08/2017 13:00:33.933,6529922
24/08/2017 13:00:33.973,6529448
24/08/2017 13:00:34.013,6529238
24/08/2017 13:00:34.053,6529343
24/08/2017 13:00:34.093,6528923
24/08/2017 13:00:34.133,6528660
24/08/2017 13:00:34.173,6528397
24/08/2017 13:00:34.213,6528292
24/08/2017 13:00:34.253,6528239
24/08/2017 13:00:34.293,6528397
24/08/2017 13:00:34.333,6527398
24/08/2017 13:00:34.373,6527398
24/08/2017 13:00:34.413,6527714
24/08/2017 13:00:34.453,6527503
24/08/2017 13:00:34.493,6526925
24/08/2017 13:00:34.533,6526189
