Time,RtoR
24/08/2017 13:00:32.413,200
,11363
,423
,354
,256
,306
,223
,373
,35
,10069
,622
,231
,246
,64
,237
,501
,114
,738
,750
,711
,686
,656
,625
,650
,77
,264
,318
,695
,675
,675
,660
,661
,628
,600
,611
,642
,663
,654
,610
,621
,640
,667
,666
,649
,686
,701
,739
,693
,653
,660
,670
,684
,663
,713
,761
,767
,710
,692
,707
,744
,754
,696
,673
,711
,730
,691
,699
,722
,723
,703
,723
,730
,709
,670
,701
,713
,719
,694
,706
,728
,745
,712
,695
,731
,730
,715
,718
,709
,690
,700
,748
,731
,714
,677
,685
,699
,706
,701
,662
,682
,690
,696
,684
,654
,674
,710
,706
,717
,682
,679
,693
,697
,694
,715
,711
,699
,689
,677
,675
,665
,656
,673
,683
,691
,687
,702
,722
,740
,703
,696
,680
,665
,643
,640
,673
,739
,775
,727
,726
,759
,730
,711
,707
,694
,693
,684
,647
,655
,675
,716
,706
,713
,733
,733
,703
,705
,704
,699
,696
,685
,725
,741
,721
,686
,710
,728
,733
,689
,690
,703
,702
,676
,673
,697
,714
,696
,692
,699
,679
,669
,645
,646
,652
,657
,639
,672
,668
,693
,687
,690
,683
,717
,675
,685
,680
,703
,703
,675
,707
,691
,682
,671
,706
,735
,750
,725
,717
,759
,792
,762
,673
,673
,681
,691
,677
,667
,681
,709
,681
,671
,694
,708
,738
,718
,727
,721
,706
,680
,666
,675
,690
,729
,721
,702
,723
,725
,685
,695
,697
,669
,673
,665
,668
,691
,694
,692
,686
,701
,713
,721
,684
,677
,678
,699
,714
,685
,709
,729
,736
,727
,712
,711
,685
,680
,668
,681
,688
,709
,702
,754
,753
,732
,727
,714
,680
,657
,630
,615
,600
,597
,666
,716
,719
,764
,771
,743
,694
,693
,703
,710
,673
,653
,689
,730
,764
,766
,700
,775
,755
,759
,734
,746
,728
,739
,706
,670
,686
,732
,722
,723
,704
,714
,737
,753
,712
,700
,717
,701
,695
,664
,650
,678
,686
,709
,727
,683
,639
,645
,771
,755
,704
,668
,670
,640
,628
,626
,624
,627
,633
,656
,688
,695
,705
,678
,663
,649
,650
,651
,656
,666
,696
,656
,672
,660
,663
,678
,673
,730
,720
,723
,740
,737
,738
,719
,689
,702
,692
,712
,659
,654
,690
,781
,828
,792
,776
,749
,745
,716
,699
,653
,644
,662
,684
,713
,750
,790
,787
,742
,732
,697
,699
,726
,689
,739
,683
,667
,652
,1370
,689
,664
,663
,665
,638
,639
,642
,641
,643
,642
,641
,657
,651
,634
,630
,648
,677
,704
,702
,685
,694
,715
,717
,702
,732
,728
,713
,683
,676
,674
,689
,687
,663
,683
,717
,735
,713
,728
,701
,679
,679
,690
,697
,679
,691
,686
,711
,698
,692
,721
,736
,732
,682
,687
,714
,749
,734
,737
,768
,763
,759
,715
,715
,694
,678
,645
,648
,678
,692
,698
,711
,718
,713
,692
,690
,715
,718
,728
,716
,728
,744
,756
,753
,710
,706
,716
,726
,729
,713
,724
,751
,743
,708
,734
,730
,728
,707
,725
,728
,749
,734
,706
,704
,689
,665
,661
,640
,659
,701
,781
,784
,739
,734
,743
,751
,714
,709
,720
,717
,704
,723
,739
,774
,760
,727
,728
,743
,744
,746
,724
,710
,719
,738
,772
,737
,715
,688
,688
,707
,732
,746
,765
,743
,731
,712
,721
,688
,686
,695
,708
,749
,709
,692
,714
,738
,731
,717
,687
,702
,699
,708
,733
,703
,731
,745
,716
,727
,709
,739
,733
,722
,724
,742
,723
,726
,711
,708
,696
,680
,686
,702
,697
,694
,682
,712
,736
,771
,740
,751
,739
,751
,733
,697
,709
,730
,743
,724
,732
,753
,751
,771
,734
,716
,708
,725
,737
,716
,741
,780
,748
,707
,706
,723
,761
,741
,705
,692
,695
,709
,709
,708
,750
,768
,815
,776
,770
,775
,753
,723
,710
,722
,757
,765
,762
,774
,780
,795
,761
,735
,730
,728
,711
,703
,718
,729
,734
,707
,719
,727
,757
,726
,707
,726
,732
,726
,700
,686
,706
,736
,754
,735
,719
,742
,738
,736
,710
,725
,746
,748
,749
,734
,729
,726
,725
,696
,714
,728
,712
,708
,717
,725
,733
,692
,690
,689
,684
,670
,658
,655
,655
,648
,642
,665
,692
,730
,748
,703
,724
,719
,728
,725
,689
,693
,702
,694
,679
,681
,685
,698
,715
,711
,673
,669
,685
,699
,725
,711
,678
,689
,707
,707
,711
,686
,671
,674
,687
,687
,724
,707
,684
,704
,699
,705
,712
,689
,681
,697
,715
,731
,711
,727
,727
,742
,727
,692
,688
,702
,692
,685
,690
,701
,735
,712
,702
,698
,697
,697
,713
,724
,709
,694
,697
,701
,698
,683
,686
,700
,708
,707
,679
,686
,695
,703
,706
,703
,727
,727
,724
,719
,699
,686
,672
,674
,683
,677
,704
,738
,740
,726
,713
,723
,722
,742
,710
,687
,681
,677
,674
,684
,690
,722
,752
,737
