Time,RtoR
08/08/2017 14:04:52.420,3744
,2241
,10319
,474
,275
,663
,183
,334
,241
,269
,218
,516
,115
,254
,2090
,7801
,92
,182
,341
,2587
,875
,2161
,2081
,880
,397
,770
,112
,568
,472
,922
,279
,429
,699
,1466
,1437
,1129
,1117
,518
,1449
,315
,434
,2203
,201
,554
,769
,762
,2238
,198
,280
,997
,202
,522
,711
,1409
,195
,1286
,752
,44
,687
,3072
,1191
,91
,279
,319
,719
,199
,241
,1163
,159
,119
,246
,235
,477
,82
,1285
,195
,479
,1879
,120
,360
,282
,397
,241
,645
,671
,2682
,675
,1365
,202
,474
,207
,1114
,646
,640
,318
,285
,514
,845
,1397
,78
,631
,449
,242
,164
,1194
,685
,1389
,206
,485
,713
,643
,841
,236
,1161
,596
,684
,482
,242
,634
,668
,295
,364
,312
,243
,110
,448
,759
,119
,199
,645
,1921
,437
,955
,687
,2045
,111
,1162
,201
,401
,318
,597
,443
,1038
,442
,1589
,1252
,838
,557
,650
,672
,82
,590
,653
,1321
,670
,651
,1514
,1068
,1969
,674
,674
,685
,287
,388
,673
,376
,284
,672
,205
,119
,327
,313
,481
,517
,199
,438
,286
,398
,161
,602
,237
,236
,649
,316
,522
,678
,485
,1674
,362
,669
,656
,672
,1081
,244
,1312
,649
,1314
,1323
,670
,681
,447
,885
,668
,1331
,674
,199
,2443
,797
,428
,636
,101
,554
,324
,521
,504
,176
,199
,298
,183
,485
,473
,281
,480
,321
,156
,402
,278
,201
,282
,117
,242
,280
,360
,122
,520
,235
,321
,402
,80
,199
,359
,162
,238
,358
,201
,199
,442
,163
,316
,82
,279
,319
,222
,260
,318
,201
,320
,160
,360
,160
,319
,200
,42
,397
,162
,404
,1315
,1345
,1372
,680
,669
,659
,1311
,652
,673
,1322
,1324
,1362
,675
,670
,656
,670
,671
,851
,474
,1317
,2010
,1308
,446
,320
,2448
,637
,639
,646
,656
,175
,475
,650
,659
,655
,439
,206
,74
,1236
,645
,1308
,647
,644
,642
,642
,664
,652
,647
,638
,642
,1918
,633
,199
,434
,204
,430
,643
,365
,287
,658
,649
,650
,666
,670
,461
,213
,188
,240
,243
,317
,350
,210
,438
,282
,359
,199
,163
,159
,560
,399
,522
,35
,402
,241
,201
,199
,401
,159
,220
,219
,281
,360
,239
,215
,108
,319
,319
,572
,664
,1967
,1308
,647
,643
,642
,644
,1318
,678
,674
,674
,660
,675
,676
,667
,654
,662
,652
,651
,1292
,648
,656
,673
,671
,674
,677
,685
,684
,683
,673
,664
,661
,642
,642
,640
,198
,438
,630
,633
,654
,668
,673
,678
,679
,683
,679
,678
,306
,364
,663
,655
,655
,667
,672
,657
,662
,653
,681
,715
,723
,719
,709
,769
,310
,243
,442
,200
,318
,934
,624
,637
,1372
,713
,677
,671
,690
,709
,701
,714
,711
,696
,688
,672
,664
,650
,1321
,285
,182
,199
,627
,238
,384
,624
,631
,666
,699
,731
,735
,757
,748
,727
,434
,361
,633
,333
,365
,691
,679
,657
,638
,627
,635
,647
,654
,691
,719
,713
,714
,726
,733
,738
,717
,688
,662
,673
,690
,735
,736
,735
,766
,746
,227
,1241
,769
,788
,766
,742
,731
,729
,730
,730
,732
,743
,758
,773
,797
,770
,759
,761
,764
,770
,753
,739
,717
,721
,775
,775
,748
,745
,730
,1485
,747
,754
,812
,828
,858
,902
,905
,881
,836
,762
,723
,706
,711
,745
,783
,358
,431
,769
,758
,771
,786
,795
,810
,823
,791
,769
,743
,733
,728
,734
,737
,738
,732
,725
,713
,714
,714
,724
,736
,744
,728
,714
,708
,718
,1316
,829
,683
,682
,695
,692
,670
,684
,684
,682
,678
,689
,695
,689
,704
,671
,676
,684
,701
,700
,725
,730
,715
,683
,671
,691
,692
,701
,690
,672
,657
,680
,693
,696
,683
,689
,711
,736
,740
,732
,721
,709
,712
,744
,750
,738
,733
,729
,719
,715
,706
,700
,673
,687
,698
,735
,741
,742
,735
,741
,751
,745
,753
,766
,788
,767
,746
,738
,727
,733
,737
,746
,757
,744
,756
,764
,784
,772
,758
,752
,762
,773
,749
,735
,744
,753
,746
,763
,766
,756
,773
,790
,785
,783
,786
,797
,811
,797
,771
,748
,736
,750
,761
,762
,752
,748
,749
,769
,791
,804
,793
,765
,751
,748
,738
,736
,736
,730
,723
,729
,742
,754
,772
,765
,748
,746
,749
,752
,749
,729
,726
,712
,722
,755
,779
,772
,760
,757
,730
,734
,736
,761
,760
,768
,765
,757
,757
,754
,753
,733
,741
,745
,737
,750
,768
,779
,758
,743
,744
,753
,752
,750
,750
,759
,775
,443
,322
,560
,366
,518
,704
,746
,761
,781
,792
,796
,779
,772
,756
,743
,743
,750
,765
,765
,767
,746
,743
,747
,766
,762
,754
,744
,747
,743
,740
,737
,722
,731
,738
,744
,770
,773
,772
,757
,747
,737
,748
,739
,728
,713
,709
,726
,728
,731
,720
,724
,728
,728
,742
,739
,737
,736
,748
,736
,736
,736
,721
,734
,731
,734
,750
,747
,744
,762
,751
,743
,729
