0,S,09:03:00.262
1,S,09:03:00.414
0,E,09:03:00.798
1,E,09:03:00.942
0,R,09:03:01.006
1,R,09:03:01.126
0,V,09:03:01.566
1,V,09:03:01.694
0,E,09:03:01.821
1,E,09:03:01.981
0,Space,09:03:02.029
1,Space,09:03:02.166
0,B,09:03:02.670
1,B,09:03:02.798
0,R,09:03:03.014
0,E,09:03:03.070
1,R,09:03:03.110
1,E,09:03:03.254
0,A,09:03:03.267
1,A,09:03:03.454
0,K,09:03:03.478
1,K,09:03:03.630
0,Space,09:03:03.694
1,Space,09:03:03.854
0,F,09:03:04.590
1,F,09:03:04.734
0,R,09:03:04.869
1,R,09:03:04.942
0,Back,09:03:05.310
1,Back,09:03:05.422
0,E,09:03:05.502
1,E,09:03:05.629
0,E,09:03:05.749
1,E,09:03:05.909
0,L,09:03:05.950
1,L,09:03:06.086
0,Space,09:03:06.189
1,Space,09:03:06.326
0,M,09:03:06.725
1,M,09:03:06.821
0,I,09:03:06.926
1,I,09:03:07.006
0,N,09:03:07.149
1,N,09:03:07.205
0,D,09:03:07.334
1,D,09:03:07.510
0,Space,09:03:07.550
1,Space,09:03:07.654
0,G,09:03:08.517
1,G,09:03:08.621
0,O,09:03:08.710
1,O,09:03:08.806
0,O,09:03:08.870
1,O,09:03:08.982
0,D,09:03:08.997
1,D,09:03:09.166
0,Space,09:03:09.179
1,Space,09:03:09.326
0,O,09:03:09.854
1,O,09:03:09.974
0,F,09:03:10.078
1,F,09:03:10.166
0,F,09:03:10.237
0,I,09:03:10.333
1,F,09:03:10.381
1,I,09:03:10.469
0,C,09:03:10.597
1,C,09:03:10.710
0,E,09:03:10.974
1,E,09:03:11.117
0,Space,09:03:11.136
1,Space,09:03:11.270
0,P,09:03:11.430
1,P,09:03:11.566
0,R,09:03:11.638
0,O,09:03:11.766
1,R,09:03:11.776
1,O,09:03:11.909
0,C,09:03:12.213
1,C,09:03:12.318
0,E,09:03:12.502
1,E,09:03:12.638
0,S,09:03:12.798
1,S,09:03:12.886
0,S,09:03:12.958
1,S,09:03:13.117
0,Space,09:03:13.165
1,Space,09:03:13.325
0,F,09:03:13.925
1,F,09:03:14.045
0,A,09:03:14.077
0,T,09:03:14.317
1,A,09:03:14.339
1,T,09:03:14.470
0,H,09:03:14.630
1,H,09:03:14.710
0,E,09:03:14.766
0,R,09:03:14.886
1,E,09:03:14.990
1,R,09:03:15.054
0,Space,09:03:15.134
