Time,RtoR
25/08/2017 17:49:24.434,34
,10503
,12169
,81
,212
,3729
,162
,3282
,4228
,765
,815
,934
,966
,949
,1016
,1018
,930
,1006
,1010
,945
,932
,920
,801
,555
,246
,887
,1739
,853
,907
,883
,807
,870
,902
,922
,924
,844
,861
,852
,855
,917
,956
,940
,976
,922
,920
,907
,921
,977
,898
,869
,887
,852
,956
,903
,923
,1012
,903
,945
,906
,854
,880
,830
,873
,904
,899
,925
,935
,880
,971
,933
,870
,935
,929
,840
,873
,926
,855
,885
,943
,892
,938
,952
,906
,897
,868
,862
,892
,871
,814
,850
,889
,895
,923
,943
,881
,947
,909
,866
,905
,854
,874
,907
,872
,913
,933
,892
,918
,902
,873
,899
,896
,886
,913
,867
,856
,890
,855
,858
,868
,780
,1580
,763
,842
,850
,803
,836
,830
,795
,840
,859
,793
,825
,849
,842
,820
,839
,821
,827
,850
,824
,849
,902
,885
,856
,887
,878
,840
,850
,853
,851
,812
,873
,885
,856
,893
,874
,832
,875
,873
,881
,936
,942
,879
,915
,938
,875
,863
,891
,832
,843
,848
,853
,860
,904
,883
,837
,774
,781
,814
,780
,827
,828
,828
,771
,797
,815
,768
,786
,820
,840
,811
,809
,826
,797
,822
,846
,893
,944
,921
,863
,860
,885
,853
,836
,885
,851
,854
,876
,866
,848
,887
,903
,858
,883
,914
,859
,839
,836
,851
,788
,818
,820
,810
,871
,898
,887
,907
,972
,903
,872
,900
,892
,872
,885
,848
,866
,928
,899
,842
,859
,833
,814
,864
,891
,870
,885
,909
,889
,866
,853
,818
,818
,838
,845
,827
,867
,863
,842
,856
,877
,880
,893
,891
,809
,792
,767
,776
,825
,761
,842
,883
,861
,830
,857
,865
,807
,867
,879
,844
,839
,863
,869
,834
,880
,870
,836
,873
,794
,923
,913
,868
,854
,832
,823
,858
,854
,817
,832
,893
,872
,831
,885
,863
,825
,850
,835
,792
,859
,878
,899
,889
,905
,855
,802
,817
,808
,759
,799
,849
,823
,843
,876
,854
,849
,852
,819
,838
,843
,791
,794
,821
,869
,836
,858
,851
,805
,829
,823
,839
,863
,919
,872
,883
,893
,856
,859
,874
,889
,835
,842
,875
,850
,848
,857
,877
,943
,948
,893
,811
,822
,857
,874
,845
,877
,895
,887
,892
,910
,900
,882
,434
,436
,104
,2114
,765
,773
,735
,793
,2281
,706
,737
,822
,755
,708
,673
,668
,660
,784
,805
,1717
,789
,803
,801
,700
,664
,654
,684
,759
,788
,832
,955
,408
,499
,880
,809
,815
,821
,723
,681
,664
,697
,753
,823
,804
,1316
,481
,513
,713
,732
,743
,716
,671
,670
,703
,786
,875
,862
,872
,466
,393
,803
,777
,756
,747
,674
,647
,544
,784
,734
,758
,769
,739
,742
,330
,359
,687
,688
,718
,730
,680
,657
,668
,702
,838
,911
,851
,831
,830
,249
,518
,737
,750
,770
,726
,674
,660
,651
,718
,833
,826
,831
,835
,816
,783
,745
,717
,666
,638
,634
,670
,696
,743
,773
,758
,746
,813
,603
,671
,664
,718
,624
,632
,642
,735
,609
,784
,827
,809
,815
,1480
,699
,722
,759
,717
,663
,646
,641
,657
,715
,798
,778
,1052
,208
,1314
,1117
,296
,745
,602
,601
,614
,1534
,880
,684
,246
,797
,792
,1456
,670
,649
,660
,2094
,714
,1423
,663
,655
,654
,682
,739
,742
,768
,778
,805
,1530
,739
,634
,634
,627
,636
,666
,674
,690
,699
,717
,712
,667
,644
,631
,631
,668
,711
,775
,772
,736
,727
,499
,85
,745
,650
,679
,762
,830
,719
,673
,665
,692
,770
,803
,869
,651
,299
,708
,788
,769
,750
,696
,658
,640
,631
,644
,693
,743
,741
,737
,722
,691
,664
,632
,624
,629
,631
,666
,717
,749
,776
,862
,868
,1747
,1609
,790
,790
